node,comm
0,1
1,1
10,1
16,1
17,1
18,1
20,1
21,1
22,1
42,1
49,1
50,1
62,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
77,1
78,1
80,1
81,1
82,1
83,1
84,1
85,1
87,1
90,1
91,1
92,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
117,1
118,1
121,1
127,1
142,1
143,1
144,1
145,1
146,1
147,1
152,1
153,1
154,1
155,1
162,1
163,1
166,1
173,1
184,1
186,1
187,1
188,1
189,1
190,1
212,1
215,1
217,1
218,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
230,1
248,1
249,1
253,1
254,1
255,1
256,1
258,1
259,1
260,1
268,1
279,1
282,1
283,1
287,1
288,1
297,1
298,1
299,1
300,1
306,1
307,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
325,1
326,1
327,1
328,1
329,1
330,1
341,1
355,1
356,1
357,1
363,1
364,1
366,1
372,1
375,1
400,1
405,1
410,1
416,1
418,1
420,1
422,1
424,1
431,1
432,1
433,1
434,1
435,1
453,1
454,1
456,1
459,1
460,1
462,1
463,1
465,1
467,1
469,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
480,1
490,1
492,1
495,1
507,1
508,1
509,1
512,1
513,1
514,1
518,1
519,1
524,1
536,1
538,1
540,1
541,1
546,1
548,1
549,1
550,1
551,1
559,1
560,1
561,1
577,1
578,1
581,1
588,1
590,1
593,1
595,1
596,1
600,1
605,1
606,1
611,1
612,1
613,1
614,1
625,1
626,1
639,1
640,1
641,1
645,1
647,1
649,1
650,1
657,1
661,1
663,1
664,1
666,1
670,1
671,1
681,1
683,1
685,1
686,1
691,1
692,1
693,1
699,1
701,1
703,1
705,1
711,1
714,1
716,1
719,1
725,1
728,1
730,1
731,1
732,1
736,1
740,1
742,1
743,1
753,1
755,1
756,1
758,1
762,1
763,1
766,1
770,1
771,1
775,1
776,1
779,1
799,1
806,1
809,1
812,1
815,1
818,1
834,1
836,1
839,1
847,1
866,1
868,1
870,1
871,1
872,1
873,1
875,1
877,1
879,1
886,1
892,1
901,1
904,1
913,1
915,1
922,1
923,1
925,1
926,1
927,1
933,1
935,1
939,1
943,1
947,1
949,1
950,1
960,1
965,1
970,1
980,1
983,1
984,1
14,2
41,2
51,2
53,2
64,2
65,2
79,2
86,2
93,2
94,2
95,2
120,2
128,2
129,2
133,2
134,2
167,2
168,2
172,2
176,2
183,2
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
232,2
257,2
270,2
275,2
276,2
280,2
289,2
290,2
291,2
292,2
294,2
340,2
399,2
401,2
403,2
413,2
419,2
425,2
426,2
440,2
445,2
450,2
457,2
458,2
464,2
482,2
484,2
486,2
491,2
493,2
497,2
515,2
521,2
522,2
523,2
526,2
534,2
535,2
542,2
543,2
544,2
553,2
554,2
556,2
557,2
562,2
563,2
567,2
568,2
572,2
574,2
576,2
580,2
582,2
583,2
584,2
592,2
597,2
599,2
610,2
619,2
622,2
658,2
669,2
679,2
680,2
684,2
694,2
695,2
702,2
733,2
735,2
750,2
759,2
760,2
769,2
772,2
773,2
774,2
783,2
784,2
792,2
794,2
798,2
801,2
803,2
810,2
816,2
817,2
821,2
824,2
829,2
831,2
843,2
848,2
851,2
854,2
855,2
889,2
890,2
891,2
898,2
899,2
917,2
919,2
920,2
921,2
936,2
946,2
951,2
955,2
973,2
979,2
981,2
2,3
3,3
4,3
5,3
6,3
54,3
55,3
56,3
57,3
58,3
59,3
63,3
88,3
89,3
102,3
126,3
131,3
132,3
137,3
138,3
158,3
159,3
174,3
175,3
192,3
193,3
194,3
195,3
208,3
209,3
210,3
211,3
233,3
234,3
235,3
236,3
237,3
238,3
239,3
240,3
241,3
242,3
243,3
244,3
252,3
271,3
281,3
285,3
286,3
302,3
303,3
304,3
305,3
319,3
369,3
373,3
408,3
411,3
412,3
481,3
489,3
516,3
517,3
520,3
528,3
532,3
552,3
564,3
571,3
585,3
586,3
598,3
603,3
609,3
618,3
621,3
624,3
629,3
630,3
632,3
633,3
634,3
635,3
636,3
637,3
642,3
644,3
659,3
675,3
676,3
688,3
700,3
704,3
706,3
723,3
724,3
729,3
734,3
739,3
746,3
747,3
757,3
767,3
785,3
788,3
789,3
790,3
791,3
793,3
796,3
807,3
813,3
826,3
830,3
835,3
840,3
844,3
845,3
846,3
857,3
858,3
860,3
861,3
865,3
867,3
869,3
880,3
882,3
883,3
902,3
905,3
907,3
908,3
909,3
911,3
912,3
930,3
944,3
958,3
963,3
971,3
972,3
974,3
975,3
976,3
982,3
985,3
52,4
60,4
61,4
103,4
104,4
122,4
130,4
148,4
149,4
150,4
156,4
157,4
160,4
177,4
178,4
179,4
180,4
181,4
182,4
191,4
214,4
219,4
231,4
250,4
262,4
277,4
278,4
284,4
295,4
296,4
308,4
320,4
321,4
342,4
343,4
344,4
345,4
346,4
347,4
348,4
349,4
350,4
351,4
352,4
368,4
376,4
377,4
378,4
379,4
380,4
381,4
382,4
383,4
384,4
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
402,4
414,4
415,4
449,4
468,4
479,4
483,4
511,4
537,4
539,4
575,4
594,4
602,4
604,4
620,4
627,4
628,4
631,4
643,4
652,4
654,4
662,4
672,4
673,4
674,4
682,4
687,4
707,4
712,4
715,4
718,4
720,4
727,4
745,4
748,4
764,4
765,4
780,4
795,4
802,4
805,4
820,4
822,4
827,4
832,4
833,4
838,4
842,4
849,4
850,4
852,4
853,4
863,4
884,4
885,4
887,4
888,4
897,4
924,4
928,4
929,4
940,4
941,4
942,4
966,4
13,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
47,5
48,5
75,5
76,5
96,5
113,5
114,5
115,5
116,5
119,5
123,5
135,5
136,5
151,5
165,5
169,5
170,5
171,5
220,5
229,5
245,5
251,5
261,5
263,5
318,5
333,5
336,5
337,5
338,5
339,5
361,5
367,5
370,5
409,5
417,5
423,5
427,5
436,5
437,5
438,5
439,5
442,5
443,5
444,5
455,5
470,5
485,5
494,5
527,5
531,5
545,5
547,5
587,5
589,5
608,5
651,5
677,5
709,5
710,5
713,5
722,5
737,5
741,5
751,5
768,5
778,5
797,5
823,5
828,5
841,5
856,5
859,5
862,5
864,5
876,5
878,5
881,5
