node,comm
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
216,1
217,1
219,1
220,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
275,1
276,1
278,1
280,1
281,1
282,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
295,1
296,1
299,1
314,1
315,1
318,1
319,1
320,1
321,1
322,1
323,1
412,1
413,1
414,1
415,1
416,1
417,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
429,1
430,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
469,1
470,1
471,1
484,1
485,1
487,1
488,1
489,1
490,1
491,1
492,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
533,1
534,1
551,1
552,1
574,1
575,1
577,1
578,1
581,1
583,1
584,1
601,1
602,1
741,1
766,1
785,1
885,1
946,1
947,1
948,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
1009,1
1010,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1038,1
1039,1
1040,1
1041,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1079,1
1080,1
1081,1
1082,1
1083,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1115,1
1126,1
1127,1
1128,1
1129,1
1130,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1164,1
1165,1
1182,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1271,1
1272,1
1273,1
1274,1
1275,1
1310,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1432,1
1456,1
1518,1
1519,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1601,1
1602,1
1617,1
1618,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1656,1
1657,1
1679,1
1680,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1690,1
1691,1
1692,1
1716,1
1752,1
1770,1
1780,1
1831,1
1832,1
1833,1
1863,1
1864,1
1874,1
1875,1
1879,1
1886,1
1888,1
1896,1
1897,1
1942,1
1943,1
1944,1
1987,1
2005,1
2006,1
2007,1
2008,1
2011,1
2012,1
2013,1
2059,1
2060,1
2061,1
2062,1
2161,1
2195,1
2196,1
2204,1
2205,1
2206,1
2223,1
2241,1
2285,1
2286,1
2334,1
2335,1
2336,1
2361,1
2362,1
2363,1
2364,1
2424,1
2425,1
2482,1
2554,1
2555,1
2556,1
2557,1
2560,1
2561,1
2562,1
2654,1
2700,1
2701,1
2726,1
2727,1
2728,1
2729,1
2731,1
2732,1
2733,1
2758,1
2759,1
2791,1
2792,1
2793,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2833,1
2869,1
2915,1
2916,1
2917,1
2918,1
2925,1
2926,1
2927,1
2928,1
2949,1
2950,1
2951,1
2952,1
2970,1
2971,1
2972,1
2973,1
2974,1
3000,1
3002,1
3040,1
3042,1
3052,1
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,1
3066,1
3086,1
3093,1
3094,1
3106,1
3187,1
3188,1
3189,1
3190,1
3191,1
3211,1
3212,1
3213,1
3214,1
3233,1
3234,1
3235,1
3261,1
3262,1
3263,1
3264,1
3266,1
3267,1
3268,1
3269,1
3272,1
3273,1
3275,1
3276,1
3277,1
3279,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3323,1
3352,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3387,1
3388,1
3389,1
3391,1
3407,1
3409,1
3410,1
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3425,1
3447,1
3517,1
3521,1
3543,1
3554,1
3555,1
3560,1
3563,1
3592,1
3611,1
3613,1
3614,1
3676,1
3677,1
3678,1
3679,1
3680,1
3705,1
3706,1
3742,1
3769,1
3770,1
3771,1
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3823,1
3825,1
3826,1
3828,1
3829,1
3897,1
3898,1
3904,1
3908,1
3909,1
3910,1
3911,1
3912,1
3943,1
3948,1
3960,1
3961,1
3983,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4004,1
4005,1
4006,1
4022,1
4023,1
4033,1
4034,1
4035,1
4046,1
4047,1
4048,1
4070,1
4086,1
4087,1
4102,1
4103,1
4104,1
4105,1
4106,1
4143,1
4144,1
4148,1
4149,1
4150,1
4159,1
4160,1
4165,1
4166,1
4169,1
4170,1
4187,1
4188,1
4212,1
4222,1
4223,1
4250,1
4287,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,1
4332,1
4334,1
4355,1
4356,1
4357,1
4370,1
4371,1
4377,1
4378,1
4392,1
4419,1
4427,1
4442,1
4443,1
4451,1
4452,1
4453,1
4468,1
4492,1
4493,1
4552,1
4553,1
4555,1
4556,1
4557,1
4558,1
4562,1
4563,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,1
4572,1
4596,1
4643,1
4644,1
4645,1
4646,1
4647,1
4648,1
4663,1
4664,1
4666,1
4676,1
4730,1
4731,1
4732,1
4733,1
4786,1
4795,1
4796,1
4798,1
4799,1
4801,1
4805,1
4806,1
4815,1
4825,1
4835,1
4843,1
4844,1
4853,1
4856,1
4857,1
4862,1
4863,1
4864,1
4865,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4888,1
4894,1
4905,1
4906,1
4907,1
4911,1
4914,1
4932,1
4944,1
4960,1
4977,1
4978,1
4994,1
4995,1
4996,1
4997,1
5012,1
5013,1
5014,1
5036,1
5082,1
5084,1
5091,1
5104,1
5150,1
5151,1
5152,1
5159,1
5160,1
5161,1
5162,1
5173,1
5207,1
5208,1
5211,1
5229,1
5230,1
5233,1
5253,1
5272,1
5273,1
5274,1
5297,1
5311,1
5313,1
5314,1
5329,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5365,1
5366,1
5381,1
5391,1
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5399,1
5407,1
5408,1
5410,1
5411,1
5421,1
5422,1
5423,1
5434,1
5436,1
5446,1
5460,1
5461,1
5463,1
5464,1
5465,1
5466,1
5471,1
5490,1
5491,1
5504,1
5505,1
5506,1
5520,1
5537,1
5547,1
5552,1
5553,1
5554,1
5564,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,1
5597,1
5598,1
5618,1
5619,1
5628,1
5641,1
5642,1
5647,1
5654,1
5694,1
5695,1
5699,1
5713,1
5722,1
5723,1
5727,1
5728,1
5737,1
5741,1
5743,1
5744,1
5745,1
5747,1
5748,1
5757,1
5771,1
5774,1
5775,1
5776,1
5777,1
5781,1
5784,1
5800,1
5801,1
5806,1
5807,1
5808,1
5810,1
5818,1
5823,1
5853,1
5855,1
5864,1
5866,1
5884,1
5915,1
5918,1
5919,1
5920,1
5922,1
5927,1
5944,1
5973,1
5974,1
5980,1
5996,1
6006,1
6007,1
6029,1
6031,1
6032,1
6040,1
6043,1
6056,1
6136,1
6141,1
6143,1
6144,1
6157,1
6158,1
6159,1
6166,1
6167,1
6171,1
6192,1
6193,1
6201,1
6202,1
6203,1
6212,1
6231,1
6232,1
6233,1
6240,1
6260,1
6266,1
6269,1
6278,1
6288,1
6294,1
6295,1
6302,1
6303,1
6304,1
6308,1
6309,1
6344,1
6358,1
6362,1
6410,1
6411,1
6412,1
6433,1
6438,1
6444,1
6445,1
6451,1
6533,1
6539,1
6545,1
6546,1
6549,1
6553,1
6554,1
6557,1
6574,1
6575,1
6579,1
6582,1
6591,1
6592,1
6629,1
6630,1
6634,1
6640,1
6641,1
6658,1
6661,1
6681,1
6685,1
6704,1
6717,1
6718,1
6719,1
6721,1
6722,1
6734,1
6757,1
6758,1
6759,1
6768,1
6787,1
6816,1
6822,1
6823,1
6829,1
6830,1
6848,1
6849,1
6855,1
6862,1
6872,1
6896,1
6897,1
6920,1
6933,1
6938,1
6956,1
6968,1
6975,1
6976,1
6981,1
6982,1
6996,1
7005,1
7006,1
7011,1
7013,1
7039,1
7040,1
7047,1
7064,1
7075,1
7076,1
7080,1
7083,1
7086,1
7093,1
7094,1
7098,1
7099,1
7121,1
7146,1
7151,1
7161,1
7162,1
7170,1
7171,1
7183,1
7186,1
7212,1
7216,1
7228,1
7231,1
7233,1
7257,1
7287,1
7288,1
7289,1
7309,1
7315,1
7316,1
7321,1
7322,1
7324,1
7325,1
7330,1
7331,1
7332,1
7343,1
7364,1
7368,1
7375,1
7380,1
7406,1
7419,1
7422,1
7451,1
7452,1
7458,1
7461,1
7479,1
7484,1
7486,1
7488,1
7490,1
7525,1
7531,1
7532,1
7544,1
7549,1
7550,1
7554,1
7560,1
7561,1
7567,1
7573,1
7599,1
66,2
83,2
84,2
85,2
86,2
88,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,2
224,2
225,2
239,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
324,2
325,2
326,2
327,2
335,2
336,2
337,2
338,2
340,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
441,2
442,2
462,2
463,2
503,2
504,2
505,2
558,2
559,2
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
597,2
599,2
600,2
652,2
653,2
654,2
655,2
656,2
657,2
659,2
660,2
666,2
837,2
838,2
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,2
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
942,2
981,2
982,2
983,2
984,2
985,2
986,2
988,2
989,2
990,2
991,2
992,2
993,2
994,2
995,2
996,2
997,2
998,2
999,2
1000,2
1001,2
1002,2
1003,2
1005,2
1006,2
1007,2
1008,2
1011,2
1042,2
1043,2
1044,2
1086,2
1087,2
1098,2
1132,2
1207,2
1208,2
1209,2
1210,2
1211,2
1231,2
1232,2
1233,2
1268,2
1269,2
1270,2
1298,2
1299,2
1300,2
1301,2
1302,2
1303,2
1320,2
1322,2
1323,2
1324,2
1325,2
1326,2
1327,2
1333,2
1451,2
1470,2
1471,2
1472,2
1493,2
1494,2
1495,2
1496,2
1497,2
1530,2
1531,2
1532,2
1533,2
1534,2
1536,2
1537,2
1538,2
1539,2
1540,2
1541,2
1542,2
1543,2
1545,2
1546,2
1547,2
1548,2
1549,2
1550,2
1551,2
1552,2
1553,2
1554,2
1555,2
1556,2
1557,2
1582,2
1583,2
1584,2
1585,2
1586,2
1616,2
1641,2
1643,2
1644,2
1645,2
1646,2
1648,2
1649,2
1650,2
1669,2
1670,2
1678,2
1693,2
1694,2
1695,2
1706,2
1707,2
1709,2
1719,2
1720,2
1721,2
1722,2
1723,2
1724,2
1725,2
1726,2
1727,2
1728,2
1729,2
1730,2
1731,2
1732,2
1733,2
1734,2
1735,2
1736,2
1737,2
1738,2
1739,2
1740,2
1741,2
1742,2
1743,2
1744,2
