node,comm
14,1
22,1
69,1
86,1
89,1
90,1
111,1
112,1
114,1
115,1
117,1
118,1
122,1
125,1
133,1
135,1
136,1
137,1
138,1
141,1
142,1
144,1
146,1
153,1
168,1
169,1
175,1
183,1
187,1
188,1
190,1
192,1
194,1
195,1
209,1
212,1
217,1
232,1
239,1
275,1
281,1
297,1
298,1
299,1
301,1
302,1
303,1
304,1
305,1
306,1
313,1
316,1
323,1
341,1
347,1
368,1
371,1
401,1
402,1
424,1
433,1
434,1
450,1
454,1
468,1
470,1
495,1
503,1
505,1
508,1
513,1
514,1
520,1
522,1
529,1
531,1
538,1
540,1
542,1
552,1
553,1
621,1
625,1
632,1
635,1
638,1
641,1
642,1
643,1
645,1
647,1
648,1
651,1
661,1
697,1
702,1
704,1
712,1
714,1
719,1
726,1
751,1
755,1
801,1
810,1
811,1
817,1
819,1
823,1
828,1
848,1
864,1
866,1
867,1
868,1
869,1
871,1
873,1
875,1
876,1
877,1
879,1
887,1
912,1
920,1
921,1
923,1
924,1
990,1
991,1
992,1
1023,1
1027,1
1029,1
1032,1
1033,1
1105,1
1113,1
1142,1
1146,1
1174,1
1178,1
1179,1
1180,1
1181,1
1182,1
1184,1
1185,1
1189,1
1190,1
1191,1
1192,1
1196,1
1197,1
1198,1
1199,1
1200,1
1212,1
1213,1
1214,1
1221,1
1261,1
1266,1
1283,1
1285,1
1286,1
1287,1
1289,1
1293,1
1296,1
1297,1
1298,1
1299,1
1300,1
1302,1
1309,1
1318,1
1323,1
1338,1
1360,1
1361,1
1385,1
1415,1
1416,1
1417,1
1419,1
1420,1
1421,1
1425,1
1426,1
1429,1
1464,1
1472,1
1488,1
1495,1
1497,1
1499,1
1522,1
1527,1
1531,1
1532,1
1533,1
1534,1
1536,1
1537,1
1540,1
1541,1
1543,1
1544,1
1552,1
1560,1
1562,1
1568,1
1570,1
1571,1
1572,1
1573,1
1574,1
1576,1
1577,1
1579,1
1580,1
1593,1
1598,1
1599,1
1607,1
1608,1
1609,1
1610,1
1612,1
1629,1
1635,1
1637,1
1638,1
1639,1
1640,1
1641,1
1656,1
1659,1
1660,1
1661,1
1671,1
1677,1
1678,1
1679,1
1680,1
1700,1
1718,1
1739,1
1760,1
1766,1
1767,1
1768,1
1769,1
1770,1
1774,1
1775,1
1776,1
1798,1
1804,1
1812,1
1816,1
1819,1
1825,1
1826,1
1827,1
1830,1
1831,1
1832,1
1844,1
1879,1
1882,1
1883,1
1892,1
1896,1
1897,1
1900,1
1902,1
1925,1
1936,1
1944,1
1945,1
1946,1
1947,1
1949,1
1955,1
1957,1
1958,1
1959,1
1962,1
1964,1
1968,1
1971,1
1972,1
1998,1
2021,1
2023,1
2024,1
2052,1
2059,1
2060,1
2061,1
2073,1
2081,1
2114,1
2121,1
2128,1
2130,1
2137,1
2167,1
2170,1
2185,1
2187,1
2189,1
2190,1
2191,1
2198,1
2202,1
2207,1
2208,1
2211,1
2213,1
2214,1
2228,1
2231,1
2234,1
2238,1
2256,1
2266,1
2267,1
2288,1
2290,1
2292,1
2371,1
2377,1
2378,1
2380,1
2383,1
2386,1
2387,1
2389,1
2391,1
2393,1
2398,1
2401,1
2402,1
2403,1
2407,1
2408,1
2409,1
2410,1
2411,1
2415,1
2421,1
2429,1
2430,1
2439,1
2441,1
2444,1
2454,1
2460,1
2462,1
2483,1
2488,1
2489,1
2490,1
2491,1
2493,1
2506,1
2515,1
2516,1
2519,1
2530,1
2537,1
2545,1
2549,1
2550,1
2570,1
2572,1
2573,1
2574,1
2575,1
2576,1
2579,1
2581,1
2582,1
2583,1
2609,1
2614,1
2615,1
2616,1
2618,1
2632,1
2635,1
2636,1
2637,1
2640,1
2689,1
2696,1
2700,1
2702,1
2705,1
2706,1
2716,1
2719,1
2727,1
2733,1
2734,1
2736,1
2764,1
2771,1
2772,1
2773,1
2776,1
2788,1
2805,1
2806,1
2807,1
2810,1
2812,1
2821,1
2833,1
2834,1
2838,1
2844,1
2845,1
2861,1
2868,1
2870,1
2871,1
2872,1
2873,1
2880,1
2888,1
2890,1
2898,1
2901,1
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2919,1
2921,1
2946,1
2948,1
2951,1
2954,1
2955,1
2991,1
2993,1
2994,1
3005,1
3034,1
3036,1
3037,1
3065,1
3066,1
3068,1
3075,1
3084,1
3090,1
3091,1
3100,1
3108,1
3115,1
3116,1
3118,1
3121,1
3122,1
3132,1
3135,1
3138,1
3161,1
3162,1
3164,1
3166,1
3167,1
3169,1
3170,1
3191,1
3193,1
3206,1
3207,1
3208,1
3210,1
3225,1
3233,1
3285,1
3296,1
3297,1
3298,1
3299,1
3300,1
3303,1
3304,1
3314,1
3315,1
3324,1
3325,1
3326,1
3338,1
3362,1
3415,1
3417,1
3431,1
3432,1
3434,1
3435,1
3436,1
3437,1
3440,1
3444,1
3446,1
3453,1
3511,1
3542,1
3563,1
3565,1
3574,1
3603,1
3605,1
3609,1
3618,1
3621,1
3628,1
3640,1
3641,1
3649,1
3653,1
3658,1
3660,1
3668,1
3675,1
3695,1
3721,1
3724,1
3735,1
3741,1
3742,1
3743,1
3749,1
3757,1
3760,1
3788,1
3792,1
3795,1
3796,1
3797,1
3857,1
3858,1
3860,1
3872,1
3876,1
3882,1
3888,1
3891,1
3897,1
3914,1
3927,1
3930,1
3931,1
3941,1
3953,1
3958,1
3968,1
3972,1
3973,1
3974,1
3975,1
3976,1
3980,1
4010,1
4011,1
4018,1
4028,1
4040,1
4075,1
4076,1
4077,1
4078,1
4080,1
4114,1
4115,1
4165,1
4172,1
4183,1
4185,1
4194,1
4200,1
4205,1
4207,1
4210,1
4215,1
4239,1
4257,1
4271,1
4297,1
4301,1
4308,1
4316,1
4317,1
4327,1
4329,1
4330,1
4331,1
4344,1
4349,1
4351,1
4352,1
4357,1
4359,1
4364,1
4371,1
4375,1
4376,1
4386,1
4388,1
4389,1
4391,1
4392,1
4394,1
4413,1
4414,1
4415,1
4423,1
4438,1
4445,1
4446,1
4474,1
4488,1
4496,1
4529,1
4531,1
4533,1
4535,1
4536,1
4541,1
4583,1
4595,1
4602,1
4607,1
4615,1
4616,1
4617,1
4630,1
4634,1
4640,1
4642,1
4645,1
4646,1
4655,1
4657,1
4658,1
4659,1
4671,1
4677,1
4710,1
4717,1
4718,1
4722,1
4723,1
4727,1
4761,1
4765,1
4766,1
4767,1
4769,1
4772,1
4792,1
4793,1
4794,1
4796,1
4797,1
4800,1
4801,1
4809,1
4810,1
4824,1
4825,1
4826,1
4830,1
4836,1
4837,1
4840,1
4842,1
4843,1
4866,1
4868,1
4889,1
4895,1
4897,1
4902,1
4904,1
4905,1
4906,1
4912,1
4917,1
4944,1
4956,1
4957,1
4975,1
4980,1
4981,1
4985,1
4986,1
5004,1
5005,1
5007,1
5008,1
5009,1
5010,1
5011,1
5029,1
5032,1
5042,1
5043,1
5044,1
5053,1
5055,1
5056,1
5058,1
5065,1
5066,1
5068,1
5074,1
5078,1
5080,1
5081,1
5097,1
5099,1
5101,1
5104,1
5130,1
5131,1
5132,1
5134,1
5135,1
5143,1
5144,1
5161,1
5177,1
5205,1
5211,1
5212,1
5223,1
5234,1
5235,1
5248,1
5255,1
5263,1
5266,1
5269,1
5270,1
5283,1
5284,1
5288,1
5294,1
5295,1
5296,1
5301,1
5304,1
5336,1
5338,1
5355,1
5356,1
5359,1
5364,1
5365,1
5366,1
5390,1
5391,1
5419,1
5420,1
5423,1
5427,1
5428,1
5429,1
5437,1
5456,1
5459,1
5478,1
5479,1
5485,1
5486,1
5488,1
5489,1
5490,1
5496,1
5497,1
5499,1
5500,1
5506,1
5519,1
5520,1
5521,1
5523,1
5524,1
5528,1
5535,1
5536,1
5537,1
5543,1
5554,1
5555,1
5564,1
5565,1
5566,1
5569,1
5576,1
5581,1
5582,1
5583,1
5585,1
5586,1
5591,1
5592,1
5599,1
5613,1
5622,1
5632,1
5643,1
5644,1
5645,1
5658,1
5659,1
5660,1
5661,1
5678,1
5684,1
5685,1
5687,1
5688,1
5693,1
5694,1
5695,1
5717,1
5726,1
5728,1
5729,1
5730,1
5779,1
5780,1
5781,1
5857,1
5867,1
5882,1
5883,1
5884,1
5886,1
5892,1
5934,1
5938,1
5943,1
5945,1
5946,1
5957,1
5965,1
