n_nodes,influence,nodes
1,2.38,[78]
2,4.81,"[78, 31]"
12,79.86,"[3, 6, 136, 11, 12, 14, 167, 19, 17, 22, 132, 66]"
4,15.38,"[76, 31, 69, 70, 30]"
19,183.53,"[32, 33, 66, 3, 69, 6, 12, 13, 173, 17, 18, 19, 148, 149, 22, 89, 154, 31, 152]"
3,9.21,"[78, 31, 70]"
3,12.76,"[70, 30, 78, 31]"
8,22.72,"[33, 131, 69, 70, 41, 78, 30, 31]"
15,134.33,"[3, 6, 132, 11, 22, 14, 18, 19, 148, 149, 17, 154, 127, 166, 66, 89]"
11,59.68,"[3, 132, 6, 11, 12, 14, 17, 18, 19, 148, 22]"
7,20.6,"[33, 131, 69, 70, 78, 30, 31]"
22,197.2,"[3, 6, 136, 11, 12, 14, 18, 19, 148, 22, 154, 31, 32, 33, 163, 41, 169, 173, 53, 66, 69, 89, 32]"
18,171.77,"[3, 6, 136, 11, 12, 14, 18, 19, 17, 132, 148, 149, 89, 33, 154, 32, 69, 66]"
23,197.22,"[3, 6, 136, 11, 12, 14, 18, 19, 148, 22, 154, 31, 32, 33, 163, 41, 51, 53, 66, 69, 88, 100, 111]"
20,189.45,"[3, 6, 136, 11, 12, 14, 18, 19, 154, 22, 32, 31, 17, 33, 66, 127, 69, 173, 53, 89]"
21,195.26,"[13, 6, 132, 11, 22, 149, 14, 18, 19, 148, 17, 154, 31, 32, 33, 69, 89, 169, 171, 96, 66]"
24,197.34,"[66, 3, 132, 6, 11, 12, 14, 17, 19, 159, 22, 31, 18, 154, 45, 51, 88, 100, 111, 33, 163, 53, 32, 69]"
9,28.55,"[3, 6, 136, 11, 12, 14, 18, 19, 120, 22]"
13,104.35,"[66, 3, 132, 100, 6, 11, 12, 14, 18, 19, 148, 22, 89]"
23,197.22,"[32, 33, 66, 3, 69, 6, 12, 13, 173, 17, 18, 19, 148, 14, 22, 89, 154, 31, 163, 41, 132, 53, 113]"
6,18.42,"[69, 70, 78, 30, 31, 130]"
14,122.69,"[66, 3, 132, 6, 11, 12, 14, 17, 19, 148, 22, 170, 116, 18]"
14,127.4,"[120, 6, 136, 11, 12, 14, 18, 19, 148, 22, 154, 168, 127, 89, 66]"
9,25.29,"[32, 33, 66, 69, 70, 89, 154, 30, 31]"
17,153.26,"[33, 66, 3, 132, 69, 6, 11, 12, 173, 14, 18, 19, 148, 149, 22, 89, 31]"
25,198.0,"[132, 6, 136, 11, 12, 14, 17, 18, 19, 22, 154, 31, 32, 33, 163, 173, 49, 53, 66, 67, 69, 76, 89, 100, 111]"
