n_nodes,influence,nodes
1,30.02,[1873]
2,57.18,"[1873, 1546]"
3,79.74,"[1873, 1, 1546]"
29,571.72,"[4097, 2, 1, 8, 1546, 138, 1420, 13, 15, 1553, 5776, 277, 2325, 24, 25, 920, 410, 413, 3490, 806, 54, 62, 2124, 590, 335, 1873, 86, 600, 1256]"
5,115.03,"[3724, 13, 1420, 1873, 86]"
13,298.41,"[4097, 2, 8, 1546, 1420, 13, 527, 15, 1873, 2196, 86, 920, 25]"
19,421.97,"[4097, 2, 8, 1546, 1420, 13, 527, 15, 2196, 920, 25, 54, 62, 2124, 590, 1873, 86, 600, 1904]"
57,936.48,"[4097, 2, 4740, 8, 904, 1546, 1420, 13, 527, 15, 1553, 24, 25, 1050, 410, 413, 30, 1951, 1697, 3490, 35, 36, 1443, 38, 806, 163, 431, 691, 54, 1206, 442, 62, 67, 1219, 4165, 1094, 1220, 2124, 1231, 1873, 851, 86, 600, 474, 734, 5858, 1765, 231, 1128, 1256, 1772, 1775, 1904, 3442, 116, 2935, 3196]"
76,1155.64,"[4097, 2, 4740, 8, 904, 1546, 3724, 13, 1420, 527, 15, 1553, 5776, 1296, 2325, 277, 24, 25, 1050, 1563, 3227, 920, 30, 410, 1824, 1697, 413, 35, 36, 163, 38, 1951, 3490, 1443, 806, 3368, 1324, 431, 691, 1332, 3507, 1206, 54, 442, 62, 67, 1219, 4165, 1094, 1220, 4172, 2124, 1231, 847, 1873, 1235, 851, 86, 600, 1754, 474, 220, 734, 224, 1248, 5858, 1760, 1128, 1256, 1772, 1775, 1778, 116, 252, 3196, 8456]"
6,165.89,"[2, 8, 1256, 1546, 1873, 86]"
37,677.11,"[4097, 2, 1, 8, 1546, 138, 1420, 13, 15, 5776, 1553, 277, 2325, 24, 25, 920, 413, 3490, 806, 1324, 54, 62, 2124, 590, 335, 1873, 86, 600, 608, 5858, 231, 1256, 1128, 1772, 3442, 116, 3196]"
78,1188.05,"[4097, 1, 8, 1546, 13, 15, 1068, 1553, 24, 25, 527, 45, 54, 58, 62, 4165, 582, 2124, 86, 600, 1128, 104, 2674, 6593, 141, 4172, 116, 3227, 1760, 5858, 906, 410, 458, 4740, 904, 3724, 5776, 1697, 163, 691, 1206, 1754, 220, 1231, 734, 1256, 1772, 1235, 1778, 1219, 1220, 1420, 277, 2325, 920, 413, 1951, 3490, 1443, 806, 1904, 3442, 3368, 370, 1907, 1324, 1377, 431, 1332, 3507, 335, 851, 1873, 1461, 442, 3521, 474, 1504]"
92,1328.03,"[4097, 1, 8, 1546, 15, 527, 1553, 24, 25, 1563, 30, 35, 36, 38, 62, 3002, 67, 4165, 1094, 2124, 4172, 86, 600, 1128, 116, 54, 224, 1772, 1332, 3196, 335, 1754, 220, 734, 1248, 252, 1778, 5858, 847, 1235, 1377, 1904, 881, 3442, 1907, 370, 1206, 163, 1406, 1256, 1775, 1918, 1760, 1922, 386, 1414, 1951, 1231, 428, 1461, 3521, 458, 1220, 3552, 1219, 4740, 691, 904, 906, 1697, 3724, 1824, 3227, 1420, 1296, 5776, 2325, 277, 920, 410, 474, 413, 851, 1873, 3490, 1443, 806, 3368, 1324, 431, 3507, 442]"
