n_nodes,influence,nodes
2,72.61,"[3712, 699]"
1,45.94,[699]
14,292.01,"[3712, 2374, 5191, 2477, 60, 1687, 408, 2201, 699, 1052, 2013, 30, 1183, 2641]"
17,317.55,"[3712, 2374, 4039, 5191, 1065, 2377, 2477, 1052, 699, 30, 1687, 408, 795, 60, 2013, 414, 1183]"
19,326.92,"[3712, 1687, 408, 1052, 29, 30, 1183, 1191, 1065, 2477, 175, 1457, 698, 699, 574, 2374, 5191, 2377, 2013, 6124]"
27,372.62,"[3712, 4225, 7, 144, 5780, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 1743, 6490, 2013, 230, 3687, 1514]"
6,164.55,"[3712, 4225, 144, 408, 699, 1052]"
8,215.68,"[3712, 1687, 408, 2201, 699, 1052, 2013, 30, 6890]"
19,321.85,"[3712, 1687, 408, 1052, 29, 30, 1183, 290, 1065, 2477, 175, 1457, 698, 699, 574, 2374, 5191, 2377, 2013]"
38,391.68,"[3712, 4225, 7, 3851, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 4820, 6490, 2013, 1635, 100, 3045, 230, 3687, 1639, 2409, 1260, 4077, 4209, 3710]"
7,192.34,"[3712, 1191, 408, 699, 1052, 2013, 1183]"
41,409.1,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 1457, 1714, 4151, 699, 60, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 4825, 6490, 2013, 4447, 6243, 1635, 3045, 230, 1639, 2409, 1260, 2257]"
4,126.99,"[3712, 1687, 699, 2013]"
33,382.49,"[3712, 4225, 144, 1687, 408, 2201, 1052, 3100, 29, 30, 1183, 1191, 1065, 1457, 698, 699, 60, 4165, 2374, 5191, 2377, 3151, 1616, 1743, 4820, 4311, 2651, 2013, 4447, 6243, 1635, 230, 5241]"
32,380.31,"[3712, 4225, 7, 3851, 144, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 4820, 6490, 2013, 6495, 230, 3687, 1514, 785]"
11,272.96,"[3712, 2374, 5191, 60, 2198, 408, 699, 1052, 2013, 30, 1183, 3062]"
37,390.99,"[3712, 4225, 7, 3851, 144, 5780, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 4820, 6490, 2013, 4447, 1635, 5232, 3045, 230, 3687, 1639, 2409, 1260]"
31,376.98,"[3712, 4225, 7, 144, 5780, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 175, 1457, 698, 699, 60, 5439, 4165, 2374, 5191, 2377, 6490, 2013, 6495, 230, 3687, 1514, 170]"
7,209.07,"[3712, 5817, 1687, 408, 699, 1052, 2013, 1183]"
39,397.35,"[3712, 1687, 408, 2201, 538, 410, 795, 1052, 414, 29, 30, 1183, 1065, 1457, 4151, 699, 60, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1425, 1743, 5071, 4825, 6490, 2013, 4447, 6243, 100, 1635, 3045, 230, 2409, 1260]"
49,421.98,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 1457, 1714, 4281, 699, 60, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 4825, 6490, 2013, 100, 1381, 3045, 230, 3687, 6290, 1639, 1260, 4077, 4209, 3698, 2422, 6263, 2683, 3708, 255]"
33,385.2,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 1457, 1714, 4281, 699, 60, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 4825, 6490, 2013, 625]"
51,427.93,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 1457, 1714, 4151, 699, 60, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 4825, 6490, 2013, 4447, 6243, 1635, 3045, 6501, 1639, 2409, 4077, 4209, 3698, 1011, 885, 2422, 6263, 2683, 3708, 255, 6464]"
