n_nodes,influence,nodes
0.0008491367110104727,0.02,"[3712, 2374, 408, 538, 30, 286]"
0.002405887347863006,0.04,"[3712, 196, 58, 1350, 2374, 775, 430, 2013, 338, 1687, 408, 697, 538, 699, 60, 2604, 30]"
0.0002830455703368242,0.01,"[3712, 408]"
0.005802434191904897,0.06,"[3712, 775, 1289, 144, 2326, 1687, 408, 2199, 538, 30, 286, 5920, 6432, 2464, 1566, 1183, 2598, 5160, 430, 1329, 818, 438, 697, 58, 699, 60, 1853, 1593, 1984, 6721, 4419, 2116, 196, 6981, 1221, 2374, 844, 5084, 2013, 478, 2]"
0.0032550240588734786,0.05,"[3712, 775, 1289, 144, 1687, 408, 30, 286, 430, 1329, 697, 58, 699, 60, 1853, 196, 2374, 1350, 5577, 338, 5209, 2013, 875]"
0.0009906594961788847,0.03,"[3712, 1687, 408, 538, 286, 2013, 30]"
0.003821115199547127,0.05,"[3712, 775, 1289, 144, 1687, 408, 538, 286, 30, 5920, 6432, 33, 1183, 818, 58, 699, 60, 1853, 1984, 6721, 196, 2374, 2116, 1221, 844, 2013, 3680]"
0.0021228417775261818,0.04,"[3712, 2374, 775, 2463, 430, 2013, 1329, 1687, 408, 538, 699, 60, 1853, 30, 1183]"
0.0018397962071893576,0.04,"[3712, 2374, 1853, 4110, 1687, 408, 538, 699, 60, 2013, 30, 286, 6857]"
0.006368525332578545,0.06,"[3712, 775, 1289, 144, 1687, 408, 538, 286, 30, 5920, 6432, 33, 1183, 2598, 5160, 430, 1329, 818, 6581, 438, 697, 58, 699, 60, 1853, 1593, 1984, 6721, 4419, 2116, 196, 6981, 1221, 2374, 844, 5199, 5084, 2013, 478, 3050, 943, 6513, 3570, 892, 894]"
0.0001415227851684121,0.01,[408]
0.00537786583639966,0.06,"[3712, 775, 1289, 144, 1687, 408, 2199, 538, 286, 30, 5920, 6432, 33, 4129, 1183, 2598, 4600, 430, 1329, 818, 6581, 438, 697, 58, 699, 60, 1853, 6721, 4419, 2116, 196, 6981, 1221, 2374, 844, 5084, 2013, 478]"
