n_nodes,influence,nodes
1,4.9,[688]
4,126.55,"[33, 645, 460, 237, 408]"
2,91.81,"[33, 696, 237]"
17,314.55,"[64, 33, 2563, 584, 73, 554, 717, 750, 174, 237, 1074, 241, 465, 214, 23, 27, 2333]"
15,299.34,"[64, 33, 73, 554, 13, 717, 750, 174, 237, 1074, 241, 465, 214, 23, 27, 2333]"
6,155.23,"[219, 221, 73, 237, 174, 241, 214]"
48,775.21,"[385, 1282, 771, 645, 903, 1417, 777, 139, 2196, 2325, 1046, 23, 536, 408, 2203, 1053, 286, 33, 547, 36, 554, 174, 304, 688, 2226, 51, 829, 191, 67, 1220, 2249, 201, 587, 460, 717, 73, 1103, 465, 342, 214, 732, 221, 107, 237, 750, 878, 241, 762, 1407]"
4,101.49,"[64, 33, 584, 237]"
129,2067.44,"[13, 1046, 23, 536, 1053, 33, 547, 36, 2597, 554, 1074, 51, 1075, 53, 1591, 64, 67, 72, 73, 584, 587, 1103, 81, 98, 1124, 2152, 2154, 107, 2161, 625, 1143, 122, 1149, 127, 128, 129, 1161, 139, 2191, 659, 2196, 149, 2203, 1193, 174, 688, 2226, 1725, 1220, 2244, 200, 201, 717, 214, 732, 221, 1246, 229, 237, 750, 1263, 241, 1265, 1779, 1271, 762, 765, 253, 1792, 1282, 771, 2325, 279, 286, 2334, 304, 816, 311, 1336, 1851, 829, 1354, 1358, 1362, 342, 1880, 1383, 878, 886, 378, 1407, 1920, 385, 1417, 1419, 2450, 2454, 408, 2456, 412, 413, 925, 1950, 1954, 1957, 941, 967, 460, 1996, 1486, 465, 1490, 1491, 470, 1495, 1497, 2009, 987, 994, 2022, 2027, 1517, 2032, 1521, 2033, 1015, 2555, 2558, 2047]"
46,761.89,"[13, 23, 33, 36, 51, 53, 64, 67, 27, 73, 286, 128, 385, 1282, 107, 771, 644, 1161, 139, 2191, 2196, 149, 2325, 408, 279, 2203, 671, 554, 174, 304, 201, 214, 311, 221, 829, 237, 241, 1220, 587, 460, 717, 1124, 878, 750, 1265, 762]"
255,2440.76,"[1024, 2563, 2564, 1031, 1035, 1038, 1044, 1046, 536, 1049, 1050, 27, 1052, 1053, 1055, 33, 547, 36, 2597, 1062, 554, 1074, 51, 1075, 1591, 64, 67, 1091, 1092, 72, 73, 584, 587, 1103, 81, 1111, 97, 98, 1124, 2152, 107, 1131, 109, 2161, 625, 1143, 1149, 127, 129, 644, 1161, 139, 1164, 2191, 659, 2196, 149, 1175, 152, 1176, 1177, 2203, 156, 1181, 1183, 1184, 2210, 2211, 1188, 1189, 1190, 2216, 1192, 1197, 174, 688, 177, 2226, 179, 1204, 2743, 2748, 2237, 702, 191, 2751, 2749, 2750, 1725, 1212, 1221, 2246, 1216, 200, 201, 2249, 714, 1219, 717, 2254, 1232, 2770, 2260, 1236, 214, 2776, 2265, 2268, 221, 2782, 732, 1246, 2785, 1245, 1244, 1252, 1255, 747, 237, 750, 1263, 1261, 241, 1265, 1782, 1271, 1272, 2297, 762, 765, 1279, 768, 1792, 1282, 771, 1283, 2316, 1296, 1297, 276, 2325, 279, 1815, 1309, 2334, 1310, 800, 1314, 1315, 292, 807, 1322, 2347, 1836, 811, 304, 1329, 2354, 816, 819, 1330, 1333, 311, 1336, 1849, 1847, 827, 828, 1339, 829, 1341, 1856, 833, 1857, 1345, 1348, 1864, 1866, 2378, 1354, 846, 1871, 1358, 337, 338, 1362, 852, 342, 855, 2391, 1880, 1369, 344, 347, 1885, 1374, 854, 1882, 1371, 1372, 1887, 1383, 1387, 1389, 878, 1905, 1397, 886, 1912, 1401, 1402, 1407, 1919, 385, 1920, 1429, 408, 1436, 1950, 1954, 1957, 1450, 954, 962, 967, 1483, 460, 1486, 463, 465, 1491, 470, 1495, 472, 982, 1497, 987, 2009, 992, 993, 994, 996, 2022, 999, 1004, 1008, 2032, 1012, 1015, 1016, 1017, 1220, 2558, 1023, 45]"
2,90.92,"[237, 33]"
124,2056.76,"[13, 1046, 23, 536, 1052, 1053, 33, 547, 36, 2597, 554, 1074, 51, 1075, 53, 1591, 1080, 64, 67, 72, 73, 584, 587, 1103, 81, 98, 1124, 2152, 2154, 107, 2161, 625, 1143, 122, 1149, 127, 128, 129, 1161, 139, 2191, 659, 2196, 149, 2203, 1193, 174, 688, 2226, 1725, 1220, 2244, 200, 201, 2249, 717, 214, 732, 221, 1246, 237, 750, 1263, 241, 1265, 1779, 1271, 762, 765, 253, 1792, 1282, 771, 2325, 279, 286, 2334, 1828, 304, 816, 311, 1336, 829, 1354, 1867, 1357, 1338, 337, 1362, 342, 2391, 344, 1880, 347, 1383, 878, 1905, 1397, 886, 1912, 1401, 1402, 378, 1919, 384, 385, 903, 1407, 1417, 1419, 408, 460, 465, 470, 994, 2558, 1035, 967, 1491, 1495, 2009, 987, 2555, 356]"
