n_nodes,influence,nodes
1,118.22,[5882]
5,320.63,"[5410, 2602, 4912, 3090, 5783]"
3,247.64,"[5882, 3090, 5410]"
13,653.89,"[1443, 3013, 2726, 5801, 266, 695, 4911, 4465, 3090, 1174, 5783, 216, 5882]"
21,985.12,"[266, 530, 3090, 5783, 5410, 1443, 5935, 4287, 1216, 5313, 835, 2892, 1998, 4944, 2392, 3801, 216, 347, 1244, 3441, 4727, 5882]"
10,615.63,"[5410, 1443, 2726, 5783, 5801, 4465, 3090, 1174, 695, 216, 5882]"
4,311.97,"[5410, 3090, 5783, 5882]"
14,705.75,"[1216, 5410, 2726, 5801, 266, 4911, 4465, 3090, 1174, 5783, 216, 5882, 1244, 3646]"
38,1266.8,"[266, 3090, 530, 2710, 5783, 2840, 5410, 1443, 5935, 1074, 5309, 4287, 1216, 5313, 835, 1998, 4944, 4821, 214, 2392, 216, 3801, 345, 5081, 1244, 5085, 5465, 3168, 347, 2288, 4465, 626, 2547, 3313, 4727, 5882, 638, 1655]"
41,1275.01,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 1216, 5313, 835, 4168, 1998, 5454, 4944, 5713, 4051, 3285, 4821, 214, 2392, 3673, 216, 3801, 345, 1244, 5081, 347, 5465, 2656, 3168, 4327, 4465, 3313, 4727, 5882, 6011, 638, 3508]"
28,1092.35,"[266, 3090, 5783, 5410, 1443, 5935, 4912, 695, 5309, 3646, 4287, 1216, 5313, 835, 5454, 1998, 4944, 4311, 2392, 216, 345, 347, 1244, 3168, 4465, 626, 2547, 4727]"
29,1108.94,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 5935, 1216, 5313, 835, 1998, 4944, 2392, 3673, 216, 3801, 345, 1244, 347, 5081, 4465, 626, 2547, 6261, 4727, 5882]"
15,723.92,"[4727, 266, 216, 5935, 4944, 4465, 3090, 5783, 2392, 3801, 5882, 347, 1244, 5309, 4287]"
16,807.78,"[5410, 1443, 4727, 266, 1998, 5935, 3108, 4465, 3090, 5783, 2392, 3801, 5882, 347, 1244, 216]"
9,581.29,"[1443, 2726, 5801, 695, 4465, 3090, 5783, 216, 5882, 4287]"
7,478.14,"[5410, 5801, 816, 4465, 3090, 5783, 216, 5882]"
11,637.12,"[5410, 1443, 266, 1998, 5935, 4944, 4465, 3090, 4727, 216, 5882, 3646]"
42,1282.94,"[266, 3090, 5783, 926, 5410, 1443, 5935, 4912, 2097, 1074, 3508, 699, 1216, 5313, 835, 4168, 1998, 5454, 4944, 5713, 6014, 3285, 4821, 214, 2392, 3673, 216, 3801, 345, 1244, 5081, 347, 5465, 2656, 3168, 4327, 4465, 3313, 4727, 5882, 6011, 638]"
24,1022.43,"[266, 3090, 5783, 5410, 2726, 5801, 4911, 1216, 5313, 835, 2892, 1998, 6095, 4944, 2392, 3801, 216, 347, 1244, 4465, 3441, 4727, 5882, 5047]"
27,1084.54,"[530, 3090, 5783, 5410, 1443, 2726, 5935, 4287, 1216, 5313, 835, 2892, 1998, 6095, 4944, 2392, 345, 3801, 347, 1244, 266, 4465, 626, 2547, 6261, 4727, 5882]"
43,1302.59,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 3508, 699, 1216, 5313, 835, 4168, 1998, 5454, 4944, 5713, 4051, 3285, 4821, 214, 2392, 3673, 216, 3801, 345, 1244, 5081, 347, 5465, 2656, 3168, 4327, 4465, 3313, 4727, 5882, 6011, 638, 94]"
19,948.81,"[266, 3090, 5783, 5410, 2726, 5801, 4911, 835, 2892, 1998, 4944, 2392, 3801, 216, 347, 1244, 4465, 3441, 4727, 5882]"
25,1048.01,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 1216, 5313, 835, 1998, 4944, 2392, 345, 5081, 216, 1244, 3168, 4465, 2547, 4727, 5882]"
2,192.19,"[5882, 3090]"
26,1074.38,"[266, 3090, 530, 5783, 5410, 1640, 5935, 4287, 1216, 5313, 835, 2892, 1998, 4944, 2392, 3801, 216, 347, 1244, 3441, 4465, 626, 2547, 6261, 4727, 5882]"
40,1269.43,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 3508, 699, 1216, 5313, 4168, 1998, 5454, 4944, 5713, 4051, 3285, 4821, 214, 2392, 3673, 216, 3801, 345, 1244, 5081, 347, 5465, 2656, 3168, 4327, 4465, 3313, 4727, 5882, 638]"
8,509.85,"[5410, 2726, 5783, 4465, 3090, 5191, 695, 216, 5882]"
19,910.56,"[3090, 5410, 2726, 5801, 4911, 1216, 5313, 2892, 1998, 6095, 4944, 2392, 3801, 216, 1244, 4465, 3441, 4727, 5882]"
22,1021.75,"[266, 3090, 5783, 5410, 2726, 5801, 4911, 4143, 1074, 1216, 835, 2892, 1998, 4944, 2392, 3801, 216, 347, 1244, 4465, 3441, 4727, 5882]"
30,1151.13,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 1216, 5313, 835, 4168, 1998, 4944, 3285, 4821, 214, 2392, 3673, 216, 3801, 345, 3168, 994, 4465, 3313, 4727, 5882]"
32,1215.79,"[266, 3090, 1174, 5783, 5410, 2726, 5801, 4911, 1216, 5313, 835, 4168, 2892, 1998, 4944, 3285, 4821, 214, 2392, 216, 3801, 345, 1244, 5081, 347, 3936, 3168, 4465, 3313, 4727, 5882, 638]"
7,445.96,"[695, 4465, 3090, 530, 5783, 216, 5882]"
6,399.78,"[5410, 3090, 5783, 2392, 5882, 216]"
18,876.47,"[266, 3090, 5783, 5410, 1443, 2726, 5801, 4911, 4143, 1074, 1216, 5313, 835, 216, 1244, 4465, 4727, 5882]"
