n_nodes,influence,nodes
1,22.75,[2]
4,100.69,"[1, 2, 1546, 15]"
3,82.68,"[2, 1546, 15]"
2,57.42,"[2, 15]"
5,113.72,"[2, 38, 1721, 1546, 15]"
14,263.37,"[1, 2, 35, 3106, 1443, 40, 1546, 527, 15, 2896, 1873, 2998, 1206, 2204]"
7,148.99,"[2, 1546, 14, 527, 15, 1553, 2204]"
8,191.08,"[2, 40, 1546, 14, 15, 527, 1873, 669, 30]"
10,223.39,"[2, 35, 3106, 40, 1546, 527, 15, 1873, 2998, 1206, 2204]"
62,619.75,"[2, 1546, 14, 15, 527, 1553, 2204, 796, 162, 35, 3106, 1443, 38, 3109, 40, 3369, 1450, 5940, 2998, 1206, 1334, 315, 7228, 3133, 5309, 829, 192, 1089, 445, 2755, 1220, 836, 2757, 8387, 8129, 1862, 452, 2376, 454, 2507, 3531, 2637, 968, 1873, 212, 6489, 4441, 1371, 860, 474, 8415, 224, 4319, 5599, 994, 1128, 5593, 2548, 2037, 2166, 2941, 1663]"
45,556.12,"[1, 2, 1546, 14, 527, 15, 1553, 2204, 162, 35, 40, 1450, 2220, 566, 1206, 2998, 3642, 1089, 2755, 452, 2757, 1862, 1220, 836, 454, 5320, 1226, 2376, 2764, 2507, 3531, 1460, 1873, 3670, 1369, 474, 4441, 1371, 860, 5593, 8415, 224, 6632, 2548, 2037, 1663]"
43,529.75,"[1, 2, 1546, 527, 15, 1553, 670, 162, 35, 3106, 1443, 38, 3109, 40, 566, 2998, 1089, 2755, 452, 2757, 1862, 1220, 836, 454, 5320, 1226, 2376, 2764, 3749, 3531, 2637, 1873, 3670, 1369, 474, 5593, 860, 8415, 224, 6632, 2548, 2037, 1663]"
6,138.41,"[1, 2, 1546, 15, 527, 1553]"
60,615.85,"[2, 1546, 14, 15, 527, 1553, 2204, 796, 3106, 35, 1443, 3109, 38, 40, 6655, 1450, 5940, 2998, 1206, 1334, 54, 7228, 2755, 1220, 836, 2757, 452, 454, 5320, 1226, 2376, 2764, 2507, 3531, 2637, 2896, 1873, 212, 1368, 6489, 858, 474, 4441, 1371, 860, 6110, 4319, 224, 994, 1765, 1383, 1128, 6632, 5593, 238, 6001, 2548, 2037, 4478, 1663]"
15,268.72,"[2, 35, 3106, 1443, 40, 1546, 3562, 14, 527, 15, 2896, 1873, 2998, 1206, 2204]"
38,485.94,"[1, 2, 1546, 15, 527, 1553, 2204, 162, 35, 3106, 1443, 3109, 40, 566, 1206, 8632, 2998, 442, 1334, 7228, 6336, 2755, 1220, 836, 2757, 2666, 454, 2376, 1226, 2507, 2637, 1873, 1369, 6489, 474, 224, 4193, 3297]"
16,279.96,"[1, 162, 2, 35, 3106, 1443, 38, 3109, 1546, 15, 527, 1553, 2896, 1873, 2998, 2204]"
27,396.31,"[1, 2, 1546, 15, 527, 1553, 2204, 162, 35, 3106, 1443, 3109, 40, 566, 1206, 2998, 1089, 2755, 452, 1862, 454, 2376, 1226, 2507, 3531, 1873, 1941]"
31,434.76,"[2, 1546, 15, 527, 30, 1441, 3106, 35, 1443, 4129, 802, 40, 2220, 5940, 566, 1206, 2998, 1089, 2755, 452, 2757, 1220, 836, 454, 1226, 2896, 1873, 3923, 1369, 474, 2850]"
50,569.69,"[1, 2, 1546, 14, 527, 15, 1553, 2204, 162, 35, 3106, 1443, 40, 1450, 6315, 5940, 2998, 1206, 2755, 452, 2757, 1862, 1220, 836, 454, 5320, 1226, 2376, 2764, 2507, 3531, 2637, 1873, 3670, 1369, 474, 1371, 860, 5593, 8415, 224, 5599, 994, 6632, 1128, 2548, 2037, 2166, 2941, 1663]"
19,314.3,"[1, 2, 1546, 14, 15, 527, 1553, 2204, 162, 3106, 1443, 3109, 40, 566, 1206, 72, 1226, 2896, 1873]"
72,652.76,"[2, 1546, 14, 15, 527, 1553, 2204, 162, 35, 38, 40, 1450, 2220, 6577, 305, 1460, 7348, 566, 1206, 952, 2998, 5940, 3642, 444, 54, 1334, 312, 632, 7228, 315, 1089, 5309, 7873, 829, 192, 8129, 8387, 2755, 836, 1862, 2376, 454, 2507, 3531, 2637, 1873, 212, 1368, 8409, 6489, 4441, 1371, 860, 474, 8415, 224, 4319, 1469, 452, 6110, 5599, 1765, 994, 1128, 6632, 8556, 5593, 2029, 6769, 2548, 2037, 1663]"
41,518.65,"[1, 2, 1546, 14, 527, 15, 1553, 2204, 4129, 162, 1443, 6434, 3109, 38, 40, 3369, 180, 2998, 1089, 2755, 452, 2757, 1862, 1220, 836, 454, 5320, 1226, 2376, 2507, 3531, 1873, 3670, 1369, 474, 1371, 860, 5593, 224, 6632, 2548]"
39,506.62,"[2, 1546, 14, 527, 15, 1553, 2204, 162, 35, 3106, 1443, 38, 3109, 40, 3369, 2998, 1206, 1334, 1721, 442, 7228, 7451, 2755, 1220, 836, 2757, 452, 454, 2376, 1226, 2507, 2637, 1873, 1369, 6489, 474, 224, 4193, 3297]"
61,619.47,"[2, 1546, 14, 527, 15, 1553, 2204, 162, 35, 1443, 3109, 38, 40, 3369, 1450, 1663, 5940, 2998, 1206, 1334, 54, 7228, 2755, 1220, 836, 2757, 452, 454, 5320, 1226, 2376, 2764, 2507, 3531, 2637, 2896, 1873, 212, 1368, 6489, 858, 474, 4441, 1371, 860, 6110, 4319, 224, 994, 1765, 1383, 1128, 6632, 5593, 238, 6001, 2548, 2037, 4478, 6655, 8100]"
