n_nodes,influence,nodes
1,53.25,[160]
4,134.19,"[160, 5, 82, 86]"
5,151.29,"[160, 5, 952, 82, 86]"
10,212.65,"[160, 96, 2, 5, 14, 82, 115, 211, 149, 86, 121]"
6,158.92,"[160, 5, 82, 86, 952, 113]"
7,166.18,"[160, 5, 82, 21, 86, 758, 62]"
2,84.22,"[160, 86]"
9,205.27,"[160, 96, 2, 5, 14, 82, 115, 149, 86, 121]"
3,109.18,"[160, 5, 86]"
16,263.27,"[160, 96, 2, 5, 14, 944, 82, 373, 84, 21, 86, 183, 87, 121, 498, 62]"
7,180.22,"[160, 96, 5, 14, 82, 21, 411, 62]"
66,420.84,"[2, 5, 14, 21, 151, 155, 283, 160, 801, 549, 165, 295, 44, 174, 183, 62, 191, 65, 74, 460, 462, 591, 719, 465, 82, 339, 596, 597, 86, 84, 87, 213, 342, 470, 347, 92, 94, 95, 96, 353, 354, 611, 376, 249, 742, 105, 377, 363, 619, 877, 107, 493, 874, 235, 749, 238, 750, 115, 751, 114, 120, 121, 378, 245, 883, 118, 51]"
49,395.75,"[2, 5, 14, 533, 21, 160, 801, 549, 165, 295, 44, 174, 183, 62, 191, 65, 74, 591, 719, 82, 84, 597, 86, 87, 213, 342, 92, 94, 95, 96, 480, 249, 742, 377, 363, 235, 107, 877, 238, 494, 749, 114, 115, 750, 751, 374, 632, 121, 411]"
11,229.1,"[160, 2, 5, 105, 107, 14, 82, 84, 213, 86, 87, 62]"
64,417.8,"[2, 5, 14, 21, 23, 155, 160, 801, 549, 165, 295, 44, 174, 183, 952, 62, 191, 65, 196, 69, 586, 715, 332, 460, 462, 719, 591, 465, 82, 466, 84, 597, 86, 87, 596, 213, 342, 347, 92, 94, 95, 96, 353, 354, 611, 121, 742, 105, 377, 363, 619, 877, 107, 493, 874, 235, 749, 750, 115, 751, 114, 376, 249, 319]"
33,356.13,"[129, 2, 5, 14, 21, 151, 155, 160, 801, 549, 165, 952, 62, 191, 65, 82, 84, 213, 86, 87, 96, 742, 105, 377, 107, 235, 749, 494, 238, 750, 114, 115, 121]"
17,281.06,"[160, 801, 2, 96, 5, 295, 105, 329, 107, 82, 84, 21, 86, 183, 87, 121, 62]"
