n_nodes,influence,communities,nodes
88.0,336.37,5078,"[0, 1, 534, 537, 539, 547, 549, 554, 555, 567, 58, 60, 72, 86, 598, 87, 601, 612, 613, 634, 640, 647, 135, 136, 138, 157, 160, 173, 697, 187, 709, 198, 209, 213, 219, 220, 228, 743, 231, 236, 251, 774, 784, 785, 787, 301, 305, 312, 314, 833, 841, 850, 853, 345, 353, 354, 359, 362, 376, 897, 898, 388, 390, 399, 400, 911, 917, 406, 920, 419, 932, 935, 937, 941, 954, 445, 960, 450, 452, 454, 969, 981, 984, 985, 476, 482, 484, 509]"
1.0,9.04,104,[455]
88.0,270.51,3420,"[0, 8, 15, 19, 532, 538, 544, 553, 48, 53, 577, 69, 584, 589, 90, 91, 602, 100, 615, 105, 623, 111, 118, 631, 636, 132, 139, 141, 674, 683, 176, 191, 733, 735, 741, 742, 744, 235, 748, 747, 236, 752, 753, 259, 781, 783, 272, 280, 796, 797, 800, 291, 806, 809, 300, 311, 823, 825, 832, 833, 324, 840, 853, 347, 862, 352, 869, 881, 885, 895, 384, 387, 902, 395, 403, 414, 928, 416, 932, 955, 964, 966, 969, 976, 469, 491, 497, 509]"
1.0,3.68,44,[445]
84.0,285.86,4082,"[1, 2, 515, 8, 525, 20, 21, 532, 35, 549, 575, 67, 579, 587, 92, 95, 608, 100, 613, 612, 652, 656, 147, 666, 667, 668, 163, 678, 173, 692, 184, 188, 191, 198, 200, 201, 203, 216, 731, 733, 736, 227, 746, 238, 241, 758, 760, 265, 271, 787, 286, 800, 802, 806, 820, 311, 319, 832, 835, 325, 326, 842, 335, 343, 863, 351, 867, 897, 393, 905, 398, 410, 926, 430, 432, 434, 952, 449, 964, 459, 974, 475, 479, 489]"
66.0,251.98,3264,"[131, 516, 646, 264, 648, 787, 661, 795, 28, 27, 672, 548, 932, 422, 553, 682, 939, 938, 558, 559, 560, 820, 693, 566, 183, 309, 697, 443, 827, 446, 831, 577, 706, 196, 837, 710, 454, 840, 201, 326, 460, 844, 461, 975, 207, 463, 338, 731, 734, 352, 482, 99, 486, 103, 489, 235, 496, 368, 381, 885, 759, 890, 379, 252, 509, 639]"
6.000000000000004,28.9,195,"[414, 941, 786, 118, 634, 254]"
64.0,230.18,2859,"[768, 642, 3, 515, 900, 4, 8, 907, 396, 141, 652, 783, 147, 661, 149, 409, 665, 921, 537, 413, 30, 541, 800, 34, 546, 549, 807, 680, 811, 430, 565, 821, 693, 56, 698, 315, 572, 828, 448, 192, 960, 966, 967, 201, 457, 974, 335, 463, 977, 590, 849, 984, 861, 617, 875, 619, 493, 366, 495, 751, 238, 370, 117, 886]"
76.0,258.97,3515,"[0, 769, 257, 898, 896, 773, 902, 647, 138, 395, 909, 654, 141, 145, 530, 275, 767, 533, 536, 921, 794, 667, 157, 415, 800, 291, 38, 168, 809, 298, 939, 811, 938, 46, 302, 304, 181, 949, 696, 57, 570, 955, 314, 957, 568, 954, 194, 195, 322, 585, 970, 457, 854, 599, 600, 601, 347, 348, 248, 482, 738, 740, 614, 486, 872, 490, 492, 877, 111, 760, 245, 632, 250, 252, 509, 511]"
49.0,211.86,2495,"[386, 7, 903, 520, 778, 12, 780, 270, 14, 528, 911, 399, 275, 33, 804, 549, 425, 301, 944, 49, 176, 307, 180, 54, 55, 567, 952, 569, 440, 572, 317, 701, 191, 704, 447, 192, 580, 973, 77, 596, 726, 599, 214, 865, 743, 624, 250, 763, 381]"
