n_nodes,influence,nodes
4,142.09,"[2, 408, 699, 2013]"
7,229.0,"[3712, 408, 58, 699, 1052, 2013, 286, 1183]"
5,171.05,"[408, 699, 1052, 2013, 30]"
98,859.58,"[2564, 517, 7, 1052, 30, 31, 546, 34, 1065, 1072, 58, 59, 5181, 1089, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 1687, 1183, 1194, 1709, 2735, 1200, 690, 699, 190, 194, 196, 1221, 714, 202, 207, 720, 220, 734, 229, 230, 747, 1274, 1277, 255, 768, 4355, 4356, 773, 775, 1287, 1289, 4877, 1806, 796, 286, 2856, 1853, 322, 2374, 1350, 2377, 1362, 3934, 350, 877, 886, 892, 1404, 902, 915, 408, 934, 936, 942, 430, 1457, 1463, 439, 958, 959, 962, 469, 1498, 2013, 483, 6129, 1011, 502, 1527, 2550, 1018, 508, 4606, 1535, 601]"
3,114.79,"[3712, 699, 408]"
14,321.83,"[3712, 2564, 517, 4356, 773, 2374, 58, 1052, 30, 408, 1018, 699, 2013, 286]"
81,803.53,"[3712, 4225, 1018, 4356, 517, 902, 7, 773, 1146, 1687, 408, 796, 1052, 30, 31, 286, 1183, 34, 546, 1200, 1457, 690, 58, 699, 958, 190, 959, 322, 1221, 2374, 5191, 1350, 2377, 2634, 82, 1362, 2013, 734, 350, 3934, 483, 1089, 2665, 1643, 877, 1274, 1277, 714, 220, 3192, 747, 1272, 1117, 2735, 194, 1194, 196, 331, 892, 1404, 5515, 255, 915, 410, 934, 936, 1463, 962, 1011, 508, 4606, 2, 59, 5181, 1195, 430, 2044, 6129, 2550, 955, 1853]"
72,769.82,"[517, 7, 1052, 29, 30, 31, 546, 59, 58, 34, 579, 1093, 5191, 2634, 82, 1089, 2665, 1643, 3192, 194, 1117, 2550, 4606, 3712, 7047, 1018, 4356, 902, 773, 775, 1194, 1289, 2735, 699, 190, 747, 1274, 1277, 734, 196, 1221, 690, 1183, 1146, 1806, 1687, 1425, 915, 408, 796, 286, 1405, 2856, 3885, 430, 1457, 2993, 1853, 958, 959, 322, 1404, 1350, 877, 1362, 1386, 350, 331, 2377, 2374, 2013, 483]"
59,702.28,"[3712, 1018, 4356, 517, 902, 7, 773, 1289, 1274, 915, 1687, 408, 1052, 796, 286, 31, 34, 30, 546, 194, 5666, 2856, 1065, 1183, 2735, 1200, 1457, 1093, 690, 6129, 699, 1853, 958, 2550, 959, 1089, 322, 196, 1221, 2374, 5191, 1350, 2377, 2634, 190, 82, 1362, 2013, 350, 3934, 483, 2665, 1930, 1643, 877, 3192, 1146, 1277, 255]"
1,25.95,[3712]
