n_nodes,influence,nodes
1,26.69,[3712]
9,270.26,"[3712, 2374, 5191, 30, 408, 699, 892, 2013, 286, 31]"
5,172.7,"[2665, 408, 699, 2013, 286]"
91,836.29,"[2, 2564, 517, 534, 538, 1052, 30, 31, 1065, 1072, 58, 60, 5181, 1089, 579, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 1163, 145, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 720, 220, 734, 747, 236, 1274, 1277, 255, 4355, 4356, 773, 775, 1287, 1289, 1806, 796, 286, 2856, 3885, 1853, 322, 2374, 1350, 1362, 350, 3934, 877, 886, 892, 1405, 902, 5515, 1421, 1425, 915, 408, 410, 428, 430, 955, 958, 959, 1498, 2013, 482, 483, 1510, 6129, 502, 1527, 4606, 511]"
13,314.66,"[3712, 4356, 517, 2374, 5191, 2634, 286, 408, 699, 220, 2013, 30, 31]"
97,861.16,"[2564, 7, 538, 1052, 29, 30, 31, 34, 1065, 2090, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 105, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 207, 720, 220, 734, 230, 747, 236, 1274, 1277, 255, 4355, 4356, 775, 1289, 1806, 286, 2856, 3885, 1853, 2374, 1350, 331, 1362, 350, 3934, 877, 886, 892, 902, 5515, 1421, 1425, 915, 408, 410, 934, 428, 942, 1457, 958, 959, 1997, 469, 1498, 2013, 990, 483, 6129, 1011, 502, 1018, 508, 4606, 511]"
10,290.17,"[3712, 4356, 517, 2374, 5191, 2634, 408, 699, 2013, 286, 31]"
8,249.5,"[3712, 4225, 2564, 517, 2374, 408, 699, 2013, 286]"
17,355.48,"[3712, 5666, 546, 4356, 773, 2374, 5191, 958, 30, 408, 959, 699, 1052, 2013, 286, 31, 5618]"
4,137.46,"[3712, 408, 2013, 286]"
16,351.34,"[3712, 2564, 517, 4356, 190, 2634, 1362, 30, 2374, 408, 699, 1350, 2013, 31, 5191, 286]"
95,852.44,"[3712, 4355, 2564, 517, 902, 775, 7, 773, 1146, 1157, 5515, 656, 1277, 145, 915, 160, 5666, 1687, 408, 538, 666, 796, 546, 1195, 1183, 1194, 31, 286, 4356, 942, 1065, 30, 1709, 690, 58, 60, 439, 955, 958, 699, 190, 194, 1052, 1093, 1221, 5191, 82, 1117, 483, 2665, 747, 1853, 934, 1498, 3192, 2856, 1643, 877, 1274, 220, 2013, 2374, 2634, 720, 1362, 1089, 892, 207, 734, 428, 236, 886, 255, 350, 3934, 216, 1510, 6129, 502, 1527, 1421, 1350, 2234, 959, 1203, 1425, 430, 1200, 1457, 2735, 1405, 410, 3885, 4606, 511]"
56,681.11,"[2564, 517, 7, 538, 1052, 30, 31, 1065, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 4233, 145, 666, 1183, 2735, 3712, 1404, 775, 902, 4356, 1806, 656, 915, 1687, 408, 286, 1709, 699, 958, 190, 747, 220, 959, 1274, 1221, 196, 1853, 322, 2374, 1350, 1362, 2013, 483, 877]"
88,824.13,"[2564, 7, 538, 1052, 29, 30, 31, 34, 1065, 2090, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 105, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 207, 720, 220, 734, 230, 747, 236, 1274, 1277, 255, 4355, 4356, 775, 1289, 1806, 286, 2856, 3885, 1853, 1350, 2374, 1362, 350, 3934, 877, 886, 892, 902, 5515, 1421, 1425, 915, 408, 410, 428, 955, 958, 959, 1498, 2013, 482, 483, 1018, 4606, 5955]"
66,734.35,"[2564, 517, 7, 1052, 30, 31, 546, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 4225, 145, 690, 2234, 194, 720, 734, 3712, 4355, 902, 4356, 4233, 775, 5515, 1274, 1806, 656, 915, 1687, 408, 666, 1183, 1218, 747, 1200, 220, 190, 1221, 196, 2735, 699, 796, 286, 958, 959, 1853, 322, 1350, 2374, 1362, 2013, 3934, 483, 877, 892, 1405]"
62,719.65,"[3712, 4355, 2564, 517, 902, 7, 4356, 4233, 775, 5515, 1274, 1806, 656, 915, 1687, 408, 538, 666, 1052, 29, 30, 31, 1183, 286, 34, 1065, 1709, 2735, 1200, 58, 699, 60, 5181, 958, 190, 959, 1089, 322, 1853, 196, 1093, 1221, 5191, 1350, 2374, 2634, 82, 1362, 1498, 220, 1117, 2013, 3934, 483, 2665, 1643, 747, 877, 3192, 1146, 892, 1405]"
52,661.65,"[3712, 4225, 4355, 2564, 517, 902, 7, 775, 4356, 5515, 1806, 656, 145, 915, 1687, 408, 666, 1052, 796, 30, 31, 286, 1183, 546, 1072, 58, 699, 60, 5181, 959, 1853, 1089, 322, 196, 1093, 1350, 5191, 2374, 1221, 2634, 82, 1362, 220, 1117, 2013, 483, 2665, 1643, 747, 877, 3192, 1146]"
66,733.56,"[3712, 4355, 2564, 517, 902, 7, 4356, 4233, 775, 5515, 1274, 1806, 656, 915, 1687, 408, 538, 666, 1052, 29, 30, 31, 1183, 286, 34, 1065, 1709, 2735, 1200, 58, 699, 60, 5181, 958, 190, 959, 1089, 322, 1853, 196, 1093, 1221, 5191, 1350, 2374, 2634, 137, 1362, 1498, 220, 1117, 2013, 3934, 483, 2665, 1643, 747, 877, 3192, 1146, 892, 1405, 428, 430, 955, 1018]"
80,793.75,"[2564, 517, 7, 1052, 30, 31, 34, 1065, 2090, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 207, 720, 220, 734, 230, 747, 236, 1274, 1277, 255, 4355, 4356, 773, 775, 1289, 1806, 286, 2856, 3885, 1853, 5955, 1350, 2374, 1362, 350, 3934, 877, 892, 902, 5515, 1421, 1425, 915, 408, 958, 959, 1498, 2013, 483]"
54,670.5,"[3712, 408, 2013, 286, 7, 538, 1052, 30, 31, 1065, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 4233, 1402, 666, 1183, 2735, 1404, 775, 902, 4356, 1806, 656, 915, 1687, 1709, 699, 958, 190, 747, 220, 959, 1274, 1221, 196, 1853, 322, 2374, 1350, 1362, 483, 877]"
26,462.73,"[3712, 4356, 773, 1274, 408, 1052, 286, 30, 31, 5666, 58, 699, 958, 959, 322, 196, 2374, 5191, 2634, 1362, 2013, 483, 2665, 1643, 877, 1018]"
11,294.11,"[3712, 4356, 517, 2374, 5191, 2634, 483, 220, 408, 699, 2013, 30]"
59,696.32,"[3712, 4225, 4355, 2564, 517, 773, 7, 775, 4356, 902, 1274, 1806, 656, 915, 1687, 408, 1052, 30, 31, 286, 1183, 5666, 546, 1065, 1709, 58, 699, 60, 5181, 958, 959, 190, 1853, 955, 196, 1093, 2374, 5191, 1221, 1350, 2634, 82, 1362, 1498, 2013, 483, 1637, 230, 2665, 105, 1643, 236, 747, 877, 1018, 892, 1277, 4606, 255]"
82,802.01,"[2564, 7, 538, 1052, 29, 30, 31, 34, 1065, 2090, 1072, 58, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 105, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 720, 220, 734, 747, 236, 1274, 1277, 255, 4355, 4356, 775, 1289, 286, 3885, 1853, 322, 2374, 1350, 1362, 350, 3934, 877, 886, 892, 1405, 902, 5515, 1421, 1425, 915, 408, 410, 428, 430, 955, 958, 959, 2013, 483, 1018]"
45,626.78,"[3712, 4225, 4355, 2564, 517, 902, 7, 775, 4356, 1146, 1163, 5515, 1806, 1687, 408, 1052, 30, 286, 31, 5666, 546, 699, 60, 5181, 190, 958, 959, 1853, 322, 196, 1093, 1350, 1221, 5191, 2374, 2634, 82, 1362, 1117, 2013, 483, 2665, 1643, 747, 877, 1274]"
61,709.54,"[3712, 4355, 2564, 517, 902, 7, 4356, 4233, 5515, 1274, 775, 1806, 656, 915, 1687, 408, 538, 666, 1052, 29, 30, 31, 1183, 5514, 286, 1065, 1709, 2735, 1200, 58, 699, 60, 5181, 958, 190, 959, 1089, 322, 1853, 196, 1093, 1221, 5191, 82, 1350, 2634, 2374, 1362, 1498, 220, 1117, 2013, 3934, 483, 2665, 1643, 747, 877, 3192, 1146, 892]"
47,629.28,"[3712, 4225, 4355, 2564, 517, 902, 7, 775, 4356, 1146, 1163, 5515, 190, 1806, 656, 962, 1687, 408, 1274, 1052, 30, 286, 31, 5666, 546, 699, 60, 5181, 958, 959, 1853, 322, 196, 1093, 1350, 1221, 5191, 2374, 2634, 1362, 1117, 2013, 483, 2665, 1643, 747, 877]"
15,340.95,"[3712, 4356, 773, 1350, 2374, 5191, 2634, 190, 31, 408, 699, 1052, 2013, 30, 286]"
89,831.68,"[2564, 517, 7, 1052, 30, 31, 546, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 720, 220, 734, 747, 236, 241, 1274, 1277, 255, 4355, 4356, 773, 1287, 775, 1806, 796, 286, 2856, 3885, 1853, 322, 2374, 1350, 1362, 350, 3934, 7017, 877, 886, 892, 902, 5515, 1421, 1425, 915, 408, 410, 958, 959, 1498, 2013, 990, 483, 6129, 1011, 502, 1018, 508, 4606, 511]"
22,433.14,"[3712, 4356, 773, 517, 7, 902, 775, 1806, 915, 1687, 408, 1052, 286, 31, 699, 958, 959, 2374, 2634, 1362, 2013, 2665, 1274]"
73,769.48,"[3712, 4225, 4355, 2564, 517, 902, 7, 775, 4233, 773, 4356, 5515, 1274, 1806, 656, 145, 915, 1687, 408, 666, 1052, 30, 31, 1183, 286, 34, 2856, 1065, 2090, 1195, 428, 1709, 942, 430, 1072, 1457, 2735, 1200, 3885, 439, 58, 2234, 60, 5181, 699, 190, 955, 1089, 322, 1853, 958, 1093, 1221, 5191, 959, 2374, 2634, 1350, 720, 82, 1362, 1498, 220, 1117, 2013, 483, 2665, 1643, 747, 877, 3192, 1146, 892]"
35,541.81,"[3712, 4225, 4355, 2564, 517, 4356, 7, 902, 775, 1274, 1163, 5515, 1806, 1687, 408, 1052, 30, 31, 286, 699, 60, 1853, 190, 958, 959, 1350, 5191, 2374, 1362, 1117, 2013, 2665, 1643, 877, 1146]"
86,822.26,"[2564, 517, 7, 1052, 30, 31, 546, 2090, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 196, 1221, 207, 720, 220, 734, 230, 747, 236, 1274, 1277, 255, 4355, 4356, 773, 775, 1289, 1806, 286, 2856, 3885, 1853, 322, 5955, 2374, 1350, 1362, 350, 3934, 877, 886, 892, 902, 5515, 1421, 1425, 915, 408, 410, 428, 955, 958, 959, 1498, 2013, 482, 483, 1018, 4606]"
77,776.18,"[2564, 517, 7, 538, 1052, 30, 31, 5666, 1065, 1072, 58, 60, 5181, 1089, 1093, 5191, 2634, 82, 1117, 2665, 1643, 3192, 1146, 3712, 4225, 4233, 656, 145, 1687, 666, 1183, 1709, 2735, 1200, 690, 2234, 699, 190, 194, 196, 1221, 207, 720, 220, 734, 230, 236, 1274, 255, 4355, 4356, 773, 775, 1289, 1806, 286, 2856, 3885, 1853, 5955, 1350, 2374, 1362, 350, 3934, 877, 892, 902, 5515, 1421, 1425, 915, 408, 958, 959, 2013, 483]"
70,753.12,"[3712, 4355, 2564, 517, 902, 7, 4356, 4233, 775, 5515, 137, 1146, 1806, 656, 915, 1687, 408, 1277, 538, 666, 1052, 29, 30, 31, 1183, 286, 34, 1065, 428, 1709, 430, 2735, 1200, 58, 699, 60, 5181, 958, 190, 959, 1089, 322, 1853, 196, 1093, 1221, 5191, 1350, 2374, 2634, 194, 720, 1362, 82, 1498, 220, 1117, 2013, 3934, 483, 2234, 2665, 1643, 747, 877, 3192, 1274, 892, 4606, 255]"
57,690.7,"[3712, 2564, 517, 902, 7, 775, 4356, 773, 5515, 1146, 656, 145, 915, 1687, 408, 538, 1052, 286, 30, 31, 1183, 546, 160, 5666, 1065, 1709, 1200, 690, 58, 699, 60, 1853, 958, 959, 190, 955, 322, 1221, 2374, 1350, 5191, 1093, 2634, 1362, 82, 1498, 2013, 483, 2665, 105, 1643, 747, 877, 1274, 892, 1277, 255]"
