hv,seed-spread,seed-spread-communities,seed-spread-fairness,seed-spread-budget,seed-spread-time
0.14242909709021398,0.16056127936597792,0.15161791666010266,0.13845398656965358,0.14242909709021398,0.020465609963204075
0.1491287394967222,0.16472810642513444,0.15558212052405757,0.14582679169503998,0.1491287394967222,0.021745675063685254
0.15164723301078406,0.16629405604302297,0.15732757370659042,0.15418752424621823,0.15164723301078406,0.027409849985847716
0.15300321664611685,0.16649289555618457,0.15758255953873473,0.15488650312232496,0.15300321664611685,0.02846749504670252
0.15398914132753022,0.16729129634871215,0.15857480198333637,0.15587583587541962,0.15398914132753022,0.024575315595810925
0.15444266872635565,0.16750171242570056,0.15875272951049463,0.15759441966620916,0.15444266872635565,0.023449162185111803
0.15519196534511942,0.1681846023209737,0.1594444284022939,0.1581150425214806,0.15519196534511942,0.026483427681856776
0.15550298736418056,0.16830993489951884,0.15959373272478594,0.15856156109682273,0.15550298736418056,0.026483427681856776
0.15599698084115887,0.16886532691763376,0.16033419775716454,0.15931157010302982,0.15599698084115887,0.026504927823379567
0.15627442392582322,0.16907930936880838,0.1605727611014013,0.15975120106191573,0.15627442392582322,0.02678466459099915
0.15658672076154584,0.16922662043589015,0.1607799215417235,0.15959326208847932,0.15658672076154584,0.026794868383809792
0.15694253709879566,0.1693535380696292,0.16091965463328542,0.16003255925573967,0.15694253709879566,0.026794868383809792
0.15740800519050874,0.1699353948485706,0.16145553138687083,0.15997402883161638,0.15740800519050874,0.026579332012454004
0.15773711607160604,0.17009810359467875,0.16162761429226405,0.15927093760816566,0.15773711607160604,0.02659354656099632
0.15847595498897296,0.17067885649589581,0.1622457404709347,0.16011546031305118,0.15847595498897296,0.024135264647608262
0.15879751948250312,0.1709842202094537,0.162592835451384,0.1606637717598792,0.15879751948250312,0.024153741862439848
0.1590416729728107,0.17112332295499572,0.1627232699794854,0.16072605090817,0.1590416729728107,0.02441686951599207
0.1591422950167676,0.1711574299462213,0.1627786862608377,0.16087844172128427,0.1591422950167676,0.024432935182564387
0.15931312555512495,0.17121474667421455,0.16278876452440055,0.16123485074331162,0.15931312555512495,0.0244397509198981
0.159601513608064,0.17131321822813472,0.16289535593953872,0.1615288445062054,0.159601513608064,0.026473897537503534
0.16011882711639097,0.1717595810925559,0.16329898923902553,0.16187455104407714,0.16011882711639097,0.023161879422587035
0.16026302404265122,0.17182274271157655,0.16338469271879374,0.161688461140173,0.16026302404265122,0.023161879422587035
0.16062736289044974,0.17222857345032547,0.16377340308249888,0.16201377620005658,0.16062736289044974,0.02681542032267195
0.16071419030978337,0.17234238607415797,0.16390011665738252,0.16208455223854054,0.16071419030978337,0.02682043022926691
0.1617109519789364,0.17322445513727713,0.16467717340398866,0.1623956759810983,0.1617109519789364,0.027157848853665435
0.1623550195201146,0.17379857061986984,0.16505167344011795,0.16262627783638756,0.1623550195201146,0.022985318426266627
0.16286270268816955,0.17408153127653556,0.16513567907524618,0.16615579154751328,0.16286270268816955,0.020032683272006788
0.16322041503889068,0.17438651287857346,0.16532945986764772,0.16620764073528121,0.16322041503889068,0.020037896971412394
0.16346541895160333,0.17463782904047553,0.16560067456575983,0.16714641759127666,0.16346541895160333,0.018451064251344462
0.16359811933415241,0.1746952872912539,0.16561080170854775,0.16721251343775562,0.16359811933415241,0.01844952448344183
0.16370085110103638,0.1747540900084914,0.16566529422630835,0.1670841309159731,0.16370085110103638,0.018453189923577692
0.16382979801375952,0.1748214973110671,0.1656926602882615,0.167269942790391,0.16382979801375952,0.016944075856212847
0.16398939284136516,0.1749511604868384,0.16599425454541353,0.16758695731249554,0.16398939284136516,0.016944075856212847
0.1644737597838881,0.17526010472686107,0.1663703460764326,0.1676692178668604,0.1644737597838881,0.016944075856212847
0.16467921469797317,0.17541354373054066,0.16653762597203303,0.1678494589245326,0.16467921469797317,0.016944075856212847
0.16481786359960673,0.1754624681573734,0.1666614418017311,0.16811263403923846,0.16481786359960673,0.01822404755165581
0.16499625183080702,0.17562200679309373,0.1668378491592969,0.16824422534676917,0.16499625183080702,0.018228703651287852
0.16529097040471374,0.17583110670818003,0.16699139128982995,0.16846139489512757,0.16529097040471374,0.016776068497028018
0.16541304582331356,0.17586982734220213,0.16701133632920767,0.16820711824888862,0.16541304582331356,0.016776068497028018
0.1655284538234226,0.1759533257854515,0.16716157365071513,0.16820441900778277,0.1655284538234226,0.02109679309368808
0.16577396179114218,0.17623835267478066,0.1674292596844742,0.16871949133867611,0.16577396179114218,0.02109679309368808
0.165831426582058,0.17629121143504106,0.16750476540858164,0.16877742429110532,0.165831426582058,0.02109679309368808
0.16588461079447406,0.1763456127936598,0.16755648037780121,0.1689521584389411,0.16588461079447406,0.02109679309368808
0.1659806936872148,0.1764433484290971,0.1676678103763592,0.16922182599718225,0.1659806936872148,0.02109679309368808
0.16626602968825416,0.17674589583923012,0.16794760803436992,0.16943454140707315,0.16626602968825416,0.02150727993206906
0.16652922183908236,0.17701835550523634,0.16822003350731704,0.1696654689036849,0.16652922183908236,0.02150727993206906
0.16672676888051105,0.17728819699971698,0.1685373649026887,0.16987448121549692,0.16672676888051105,0.017540707613925836
0.16684635663948955,0.17740128785734507,0.1685878727120947,0.17048480227758694,0.16684635663948955,0.01786806113784319
0.16690234953253022,0.17745181149165015,0.16863720602350543,0.17054104938871692,0.16690234953253022,0.01786806113784319
0.16702719300676647,0.17761483158788563,0.16876549671752009,0.17084561067551501,0.16702719300676647,0.015184732521936029
0.1671265970969648,0.177680696292103,0.16888577274014996,0.1709769831533303,0.1671265970969648,0.01602481743560713
0.16716483163559798,0.17768288989527314,0.16888551827328724,0.17092773971516761,0.16716483163559798,0.01602481743560713
0.16728732770557686,0.17775223606000568,0.16893569792553187,0.17095759536872826,0.16728732770557686,0.01635238890461364
0.1674650015020236,0.17795533540900088,0.1691277008765547,0.1710863799155473,0.1674650015020236,0.01635238890461364
0.16754111075499464,0.17803406453439008,0.16922764965466214,0.17118559867415484,0.16754111075499464,0.01635238890461364
0.16756286233959602,0.17803406453439008,0.16922787284395233,0.1711931668566241,0.16756286233959602,0.01635238890461364
0.16769047794430178,0.17820440135861879,0.16933377090077825,0.17137377544082172,0.16769047794430178,0.0163846249646193
0.1677289072521326,0.17825584489102747,0.16926765935072557,0.17143343868224353,0.1677289072521326,0.0163846249646193
0.16778185776567225,0.17833990942541753,0.16935904833028753,0.1681507697279523,0.16778185776567225,0.017028434757996033
0.16784723332649729,0.17840751485989245,0.1694687544008867,0.16817546717120777,0.16784723332649729,0.017028434757996033
0.16788661873083546,0.1784530002830456,0.1695300885974017,0.16822943670943502,0.16788661873083546,0.017028434757996033
0.16795418785473207,0.1785258562128503,0.1695978401158169,0.16829069132477997,0.16795418785473207,0.017028434757996033
0.16799114053101913,0.17859718369657515,0.16968267262516928,0.1683584055709957,0.16799114053101913,0.017028434757996033
0.1680279935611955,0.17863658363996607,0.16973297032113832,0.16839543802940382,0.16802804265663843,0.017028434757996033
0.16817778989111715,0.1788321681290688,0.16991250232684715,0.16868422541203146,0.16817783898656008,0.0276744579677328
0.16822683583253376,0.17888266345881687,0.16996384083395694,0.168652591788179,0.1682268849279767,0.0276744579677328
0.16823716759225474,0.17889745258986697,0.16997797825842917,0.16866594384759595,0.16823721668769767,0.0276744579677328
0.1682916747198928,0.17895711859609398,0.17007696314537737,0.16871055009825736,0.1682917238153357,0.0276744579677328
0.16835681598949825,0.1790026889329182,0.17011919098954678,0.16867754378122524,0.1683568650849412,0.017028434757996033
0.16836970151676167,0.1790051938862157,0.17013715708949645,0.16778997910638027,0.16836975061220458,0.017028434757996033
0.16843374657966298,0.17903355505236343,0.17019120064865384,0.16777979578367205,0.1684337956751059,0.017028434757996033
0.16851641826732788,0.17911198697990377,0.17026749455210818,0.16784402755491099,0.16851646736277082,0.017028434757996033
0.16857518746312566,0.17921660062270026,0.170367876272876,0.16793055224208742,0.16857523655856857,0.017028434757996033
0.1686244912158925,0.17928458816869516,0.1704338668443092,0.1679954598307762,0.16862454031133545,0.017028434757996033
