n_nodes,influence,nodes
1,658.7,[2374]
5,1034.57,"[3712, 408, 2374, 1272, 2013]"
8,1126.2,"[3712, 4225, 194, 2374, 1853, 30, 408, 2013, 958]"
20,1240.33,"[3712, 4355, 2564, 4356, 904, 1163, 5515, 915, 1687, 408, 30, 59, 60, 1853, 958, 2374, 5191, 2634, 2013, 2665, 1275]"
60,1361.46,"[3712, 4225, 4355, 2564, 4356, 904, 4233, 1163, 5515, 1675, 1677, 145, 915, 3988, 1687, 408, 30, 286, 929, 5666, 2979, 2856, 936, 3885, 2735, 1457, 821, 439, 58, 59, 60, 1853, 5181, 958, 2234, 190, 959, 962, 3192, 2374, 5191, 455, 712, 2634, 1362, 984, 3676, 2013, 350, 1117, 2665, 747, 236, 877, 1011, 2932, 2550, 2167, 1272, 1535]"
9,1144.43,"[3712, 4225, 2564, 408, 2374, 1853, 30, 1272, 2013, 958]"
55,1357.05,"[3712, 4225, 4355, 2564, 4356, 5892, 904, 4233, 5515, 1675, 1677, 1163, 144, 145, 915, 3988, 1687, 408, 30, 286, 929, 5666, 2979, 2856, 3885, 2735, 1457, 436, 821, 2234, 58, 59, 60, 5181, 958, 190, 1853, 959, 2374, 5191, 2634, 1362, 2013, 1117, 350, 483, 230, 2665, 6250, 2550, 2167, 1272, 1146, 1535, 2724]"
73,1373.47,"[3712, 1272, 4225, 4355, 2564, 4356, 904, 905, 1930, 4233, 1163, 4493, 1675, 1677, 5515, 145, 915, 3988, 1687, 408, 410, 5403, 796, 30, 286, 929, 5666, 2979, 936, 2856, 3885, 430, 2735, 3504, 1457, 821, 439, 2489, 2234, 58, 59, 60, 5181, 190, 1853, 959, 962, 6083, 5060, 958, 2374, 5191, 712, 2634, 1362, 984, 3676, 1117, 350, 2013, 2665, 747, 236, 877, 2932, 886, 2167, 3192, 2550, 5243, 1405, 1535, 4224]"
19,1226.9,"[3712, 4225, 4355, 2564, 4356, 904, 4233, 5515, 915, 1687, 408, 30, 1853, 958, 2374, 5191, 2634, 2013, 350]"
49,1342.57,"[3712, 4225, 4355, 2564, 4356, 904, 4233, 1930, 5515, 1675, 1677, 1550, 1163, 144, 785, 145, 915, 1687, 408, 30, 5666, 2979, 2856, 2735, 1457, 821, 439, 58, 59, 60, 1853, 5181, 958, 190, 959, 2374, 5191, 2634, 1362, 2264, 2013, 1117, 2665, 6250, 2932, 2550, 2167, 1272, 1535]"
