n_nodes,influence,communities,nodes
70.0,701.44,0.059485769489588725,"[1183, 1463, 1853, 4225, 1421, 3712, 30, 796, 3988, 1163, 2665, 207, 877, 439, 959, 1052, 2, 410, 517, 2993, 1535, 286, 1806, 236, 1146, 229, 7, 2550, 469, 483, 5515, 2377, 546, 4606, 962, 1277, 408, 4233, 1289, 5181, 2564, 656, 699, 255, 220, 82, 690, 1200, 20, 1350, 734, 666, 2013, 955, 720, 958, 1404, 60, 5191, 34, 1498, 2374, 58, 1510, 773, 1067, 31, 160, 428, 4355]"
28.0,391.23,0.06844354204055592,"[408, 1535, 3934, 4225, 690, 699, 1018, 1709, 194, 1498, 2013, 2550, 30, 4355, 190, 656, 1146, 3712, 546, 3192, 1011, 517, 534, 286, 82, 255, 1289, 6129]"
69.0,681.59,0.04888359960031796,"[286, 58, 5515, 1018, 747, 483, 1146, 2374, 886, 773, 60, 3712, 30, 942, 2090, 230, 1405, 4355, 1194, 1643, 196, 775, 322, 2377, 538, 902, 6129, 2489, 5181, 877, 936, 1386, 934, 517, 699, 229, 690, 5191, 4225, 1221, 990, 546, 145, 482, 1687, 2564, 666, 1535, 1498, 1289, 1274, 1463, 579, 1350, 430, 959, 1709, 1277, 439, 3934, 1183, 1065, 2, 1052, 408, 1362, 796, 2234, 1272]"
74.0,710.52,0.051127329072259586,"[1853, 666, 1200, 1457, 2374, 656, 2377, 2634, 1274, 5191, 4355, 934, 942, 255, 2013, 3934, 775, 1195, 1277, 1289, 286, 1463, 1011, 1146, 699, 1067, 1510, 1072, 1350, 20, 220, 734, 1163, 408, 1272, 1065, 30, 796, 410, 58, 196, 517, 322, 350, 29, 902, 720, 1183, 1089, 482, 3885, 2, 773, 511, 877, 190, 2665, 733, 59, 1287, 160, 1052, 546, 1362, 5181, 2735, 886, 2564, 1405, 579, 229, 1221, 1018, 4606]"
76.0,730.5,0.060407045625332056,"[4606, 1117, 666, 2665, 2, 220, 1052, 1183, 286, 1221, 2856, 699, 877, 439, 533, 5191, 734, 4355, 3712, 1146, 483, 5515, 955, 775, 538, 5181, 958, 511, 936, 194, 1274, 902, 517, 1806, 2090, 20, 1065, 469, 3885, 1687, 408, 502, 229, 5666, 546, 1277, 959, 1362, 1272, 1535, 160, 1709, 534, 1067, 690, 508, 1072, 942, 747, 1853, 1287, 31, 350, 962, 2993, 2564, 1163, 29, 2013, 796, 1195, 1463, 1350, 915, 3192, 656]"
19.000000000000004,270.46,0.10105327105422013,"[720, 2377, 408, 538, 2234, 82, 2374, 1287, 775, 517, 1643, 3712, 230, 915, 1018, 936, 656, 255, 1072]"
100.0,847.65,0.047385947499266945,"[2013, 82, 439, 2234, 1687, 1221, 29, 1362, 5191, 6129, 1277, 58, 2374, 410, 1089, 4225, 1274, 230, 517, 3712, 255, 1052, 699, 286, 1072, 31, 194, 720, 144, 60, 1018, 1425, 2634, 236, 775, 546, 1117, 934, 4233, 690, 59, 1350, 322, 1183, 942, 3192, 990, 1163, 502, 959, 483, 1535, 936, 220, 482, 734, 1527, 408, 1498, 1404, 145, 1405, 160, 207, 1195, 533, 2856, 915, 666, 2377, 2, 1709, 34, 428, 4606, 1457, 534, 331, 5515, 1386, 2564, 430, 1272, 796, 579, 773, 1287, 877, 902, 229, 2735, 1463, 2550, 958, 3885, 1067, 1200, 1146, 1853, 747]"
79.0,738.65,0.05178898508451624,"[1643, 2090, 538, 229, 145, 483, 190, 796, 1072, 502, 60, 1362, 58, 410, 579, 734, 220, 892, 690, 1709, 1089, 3712, 1274, 1687, 1067, 902, 2374, 1221, 4606, 1405, 1289, 508, 2013, 699, 230, 59, 322, 511, 1277, 533, 34, 1535, 1052, 7, 31, 286, 768, 2856, 4356, 1183, 469, 915, 747, 666, 2, 1163, 2634, 1498, 207, 1018, 408, 1463, 955, 5181, 2489, 255, 733, 4225, 958, 936, 942, 2234, 4355, 1065, 5515, 1195, 194, 2550, 877]"
59.00000000000001,653.97,0.05573564866511482,"[59, 5191, 30, 1065, 915, 2634, 720, 410, 517, 408, 1067, 699, 1643, 483, 734, 502, 5181, 2374, 2377, 1194, 775, 229, 2013, 958, 31, 286, 190, 1404, 3712, 428, 1687, 666, 1277, 2564, 1183, 1535, 747, 2, 1011, 1093, 331, 877, 656, 34, 579, 892, 990, 1362, 902, 5515, 2090, 3988, 1289, 1274, 1052, 1806, 690, 1146, 1350]"
21.999999999999996,292.39,0.10466715893456269,"[959, 517, 145, 190, 699, 1146, 1687, 1421, 538, 3934, 502, 1425, 82, 1643, 1277, 4356, 2856, 1289, 2374, 1404, 1072, 350]"
52.0,581.31,0.05055369974365431,"[958, 2856, 439, 5181, 1018, 699, 2, 734, 322, 1277, 2993, 3712, 1183, 720, 196, 1362, 1052, 1425, 666, 2634, 408, 533, 508, 1221, 2735, 255, 1272, 1709, 428, 60, 1072, 2374, 2564, 1457, 773, 796, 959, 3934, 517, 483, 1163, 5191, 286, 30, 194, 1093, 1200, 331, 410, 1195, 1350, 1463]"
40.0,478.03,0.08854279698389744,"[1421, 82, 934, 2374, 4356, 538, 2377, 1183, 3712, 410, 1274, 2013, 775, 190, 331, 286, 160, 255, 1089, 196, 1425, 1386, 1709, 1643, 1277, 3934, 4606, 1065, 5181, 194, 207, 58, 482, 699, 877, 1221, 1404, 105, 733, 959]"
13.0,180.96,0.11283685389621234,"[469, 1274, 144, 511, 194, 934, 5191, 1018, 699, 3885, 190, 690, 2090]"
99.0,844.41,0.04494770661031544,"[2, 1643, 699, 30, 483, 934, 747, 1018, 105, 428, 5191, 902, 958, 194, 517, 4355, 1404, 1052, 82, 768, 2013, 877, 1195, 3712, 1274, 1221, 58, 31, 1806, 734, 2665, 2374, 3885, 656, 6129, 1457, 2735, 255, 1510, 720, 4606, 5666, 350, 690, 430, 915, 482, 1272, 220, 286, 942, 160, 773, 2856, 2564, 408, 20, 2090, 4356, 1146, 230, 508, 3192, 3934, 59, 331, 936, 534, 1425, 775, 1498, 236, 1072, 5181, 1350, 190, 207, 1277, 796, 733, 1065, 1183, 4225, 502, 1117, 533, 1089, 1463, 229, 990, 1405, 7, 1709, 892, 1011, 1287, 1853, 60, 962]"
