n_nodes,influence,nodes
5,205.92,"[128, 391, 170, 139, 638]"
1,88.43,[170]
18,396.59,"[128, 257, 643, 392, 139, 395, 396, 654, 1167, 145, 1554, 669, 170, 1593, 65, 101, 115, 638]"
30,474.21,"[128, 385, 139, 395, 654, 401, 1167, 656, 116, 6, 530, 1654, 118, 5329, 398, 157, 669, 145, 546, 170, 43, 1593, 65, 99, 101, 365, 239, 1269, 888, 638]"
19,408.0,"[128, 257, 643, 392, 139, 1167, 145, 1554, 669, 170, 1593, 65, 99, 101, 365, 237, 239, 115, 638]"
15,370.6,"[128, 391, 170, 139, 398, 638, 1168, 1275, 65, 99, 365, 669, 239, 237, 115]"
13,358.25,"[128, 391, 170, 139, 141, 654, 107, 669, 638, 99, 365, 237, 239]"
91,643.14,"[530, 555, 43, 1593, 65, 2122, 90, 2139, 99, 101, 107, 108, 115, 1654, 1145, 3707, 637, 638, 128, 643, 139, 141, 654, 1167, 147, 148, 154, 669, 157, 166, 170, 690, 189, 215, 1275, 255, 767, 257, 778, 1815, 286, 295, 296, 811, 1323, 818, 1332, 1352, 841, 842, 4427, 845, 846, 848, 849, 852, 857, 346, 859, 862, 863, 864, 869, 365, 366, 369, 378, 385, 391, 392, 395, 396, 3467, 398, 401, 1431, 3486, 415, 2463, 2977, 945, 445, 449, 973, 995, 5604, 1510, 1001, 1002, 495, 511]"
21,434.69,"[128, 257, 643, 391, 132, 392, 139, 398, 654, 145, 1554, 530, 669, 157, 546, 65, 99, 1593, 101, 170, 365, 638]"
29,473.61,"[128, 385, 392, 139, 395, 396, 141, 1167, 398, 145, 1554, 530, 654, 401, 669, 157, 546, 170, 43, 1593, 65, 99, 101, 365, 239, 1269, 1654, 888, 638]"
32,491.34,"[128, 257, 643, 132, 811, 139, 237, 141, 654, 1167, 239, 401, 1515, 495, 530, 145, 369, 395, 115, 669, 546, 1269, 398, 170, 555, 945, 1593, 65, 90, 99, 365, 638]"
39,515.3,"[128, 257, 136, 139, 395, 511, 654, 1167, 398, 401, 530, 1554, 145, 1431, 154, 669, 157, 288, 802, 546, 5028, 170, 555, 43, 1593, 2108, 321, 65, 90, 99, 101, 237, 365, 239, 369, 1269, 888, 638, 5631]"
7,256.44,"[128, 170, 166, 101, 391, 115, 669]"
6,233.64,"[128, 99, 170, 139, 365, 638]"
33,498.73,"[128, 170, 166, 101, 139, 115, 669, 395, 396, 141, 1167, 398, 145, 1554, 530, 654, 288, 546, 43, 555, 74, 2104, 1593, 65, 2122, 90, 99, 3429, 365, 237, 495, 1269, 638, 2806]"
8,295.12,"[128, 99, 1416, 170, 139, 141, 654, 669, 638]"
11,333.5,"[128, 99, 391, 170, 395, 139, 141, 239, 107, 365, 669, 638]"
28,471.74,"[128, 385, 139, 395, 141, 654, 1167, 656, 401, 1554, 530, 145, 398, 669, 157, 288, 546, 170, 43, 1593, 65, 99, 101, 365, 239, 1269, 888, 638]"
10,324.19,"[128, 257, 101, 391, 170, 107, 141, 365, 239, 669, 638]"
