n_nodes,influence,obj,nodes
1.0,0.21,0.0,[107]
1.0,0.12,0.19999999999999996,[1311]
0.99,0.02,1.0,"[513, 3412]"
0.99,0.03,0.8,"[513, 1390]"
0.99,0.32,0.0,"[107, 352]"
0.95,0.48,0.0,"[0, 352, 1831, 107, 1821, 351]"
0.97,0.43,0.0,"[0, 352, 107, 351]"
0.99,0.09,0.4,"[839, 2213]"
0.93,0.49,0.0,"[0, 352, 1538, 1831, 107, 122, 1821, 351]"
0.92,0.49,0.0,"[0, 1538, 1069, 352, 1831, 107, 1557, 1821, 351]"
1.0,0.08,0.4,[1394]
1.0,0.04,0.6,[887]
1.0,0.02,0.8,[869]
0.8,0.51,0.0,"[0, 1920, 1679, 2321, 1557, 3732, 26, 3816, 1821, 2605, 349, 1053, 1973, 98, 2089, 3814, 351, 352, 1831, 107, 1707]"
0.94,0.48,0.0,"[0, 352, 1538, 107, 1821, 351, 1186]"
0.4,0.54,0.0,"[0, 1538, 5, 645, 1679, 2321, 1403, 3732, 26, 3611, 1821, 3486, 2335, 1699, 1831, 2088, 2089, 1322, 1839, 1972, 1333, 1728, 349, 351, 352, 98, 3938, 1892, 3430, 3504, 434, 107, 1973, 437, 3640, 371, 4022, 3042, 3703, 121, 2997, 891, 973, 1370, 2779, 988, 3549, 3038, 1767, 3816, 1769, 2537, 3823, 114, 2675, 252, 120, 2042, 3964, 3069, 2046]"
0.85,0.51,0.0,"[0, 352, 1538, 1728, 98, 1831, 2089, 1322, 107, 366, 1839, 1972, 1557, 1271, 1821, 351]"
0.61,0.53,0.0,"[0, 1538, 5, 645, 1679, 2321, 1403, 3732, 26, 3611, 1821, 3627, 2335, 1699, 1831, 2088, 2089, 1322, 1839, 1972, 1333, 1728, 349, 351, 352, 98, 3938, 1892, 3430, 3944, 1769, 237, 107, 366, 2672, 371, 1908, 1781, 3703, 121]"
0.82,0.51,0.0,"[0, 1796, 645, 265, 1679, 2321, 1557, 26, 1821, 3486, 1699, 1831, 2088, 2089, 1322, 1707, 351, 352, 107]"
0.56,0.53,0.0,"[0, 1538, 645, 10, 2321, 1796, 277, 1679, 3611, 3486, 2335, 1831, 352, 1821, 1699, 349, 351, 107, 2089, 2088, 1322, 1839, 1972, 1333, 1728, 3938, 98, 1892, 3430, 3944, 1769, 237, 366, 2672, 371, 1908, 1781, 3703, 121, 2170, 1403, 252, 3069, 1022, 3792]"
0.89,0.5,0.0,"[0, 352, 1796, 645, 1831, 107, 1679, 2321, 403, 1557, 1821, 351]"
