n_nodes,influence,obj,nodes
0.38,0.04,0.19999999999999996,"[385, 3329, 3203, 1031, 5516, 1813, 791, 23, 4504, 1305, 7066, 2463, 1696, 4898, 7075, 2341, 166, 3110, 1574, 4647, 5034, 555, 43, 6573, 6193, 4786, 5814, 6839, 5688, 6457, 3767, 824, 6331, 5819, 189, 5677, 5694, 6720, 1342, 835, 2630, 2888, 586, 5194, 1230, 3663, 1615, 4305, 5715, 5972, 2903, 7384, 6488, 2651, 3294, 3297, 3684, 4708, 5736, 752, 753, 4338, 1660]"
1.0,0.0,0.4,[1002]
1.0,0.0,0.6,[867]
1.0,0.0,0.8,[2528]
0.81,0.01,0.6,"[6146, 7170, 5291, 6444, 7086, 5054, 6474, 3659, 587, 1619, 6614, 3929, 6242, 7409, 499, 5365, 1142, 2297, 2170, 7305]"
0.95,0.01,0.4,"[2884, 6474, 1002, 6444, 1844, 3020]"
0.96,0.01,0.4,"[6146, 7170, 1002, 3020, 6444]"
0.97,0.0,1.0,"[4298, 3158, 6239, 4541]"
0.95,0.0,0.6,"[5154, 6474, 3659, 4912, 7409, 2297]"
0.89,0.0,0.8,"[6146, 7170, 6242, 7305, 6474, 5291, 6444, 3659, 7086, 587, 1619, 3693]"
0.85,0.0,0.6,"[2528, 6146, 5891, 6242, 1890, 4428, 6474, 6444, 3659, 5808, 7409, 1619, 499, 5365, 6614, 3929]"
0.87,0.01,0.4,"[2528, 1890, 6146, 6242, 6474, 3659, 5808, 7409, 1619, 940, 5365, 1142, 2297, 2170]"
0.81,0.01,0.4,"[5891, 1033, 6444, 5808, 312, 3659, 1619, 6614, 3929, 2528, 1890, 6242, 7409, 6515, 499, 5365, 1142, 2297, 2170, 4314]"
1.0,0.0,1.0,[3402]
0.96,0.0,0.6,"[5154, 6474, 3659, 7409, 2297]"
0.99,0.0,0.8,"[2528, 4727]"
0.98,0.02,0.0,"[128, 170, 546]"
0.9,0.03,0.0,"[128, 546, 163, 7332, 2341, 166, 674, 168, 170, 395, 115]"
0.89,0.04,0.0,"[128, 546, 163, 7332, 2341, 166, 674, 168, 170, 395, 115, 4003]"
0.96,0.0,1.0,"[7170, 6242, 7305, 6474, 7409]"
