heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,email_di,0,0,0.05608519269776876,0.03875582637752066,0.009391206899573339,0.0542765169846226,0.01121703853955375
CELF,WC,email_di,0,1,0.08605628803245437,0.06203113900902881,0.024431802592643007,0.08269653506726693,0.01721125760649087
CELF,WC,email_di,0,2,0.11321004056795131,0.0871211367065748,0.04285842984319908,0.1078498711516116,0.022642008113590257
CELF,WC,email_di,0,3,0.13174432048681542,0.10432518282977779,0.051085666545626435,0.12467871814948725,0.02634886409736308
CELF,WC,email_di,0,4,0.15393336713995942,0.12540540468871153,0.0748106222135871,0.14445754200792363,0.03078667342799188
CELF,WC,email_di,0,5,0.16737403651115618,0.1371216427415075,0.08137374177319612,0.15617351797424245,0.03078667342799188
CELF,WC,email_di,0,6,0.19416308316430023,0.16264099173991742,0.09427633983739248,0.17895080336842864,0.03880432048681541
CELF,WC,email_di,0,7,0.19746430020283978,0.16565790759253798,0.09583819474437347,0.1817251389002862,0.03880432048681541
CELF,WC,email_di,0,8,0.209220892494929,0.17624836232704735,0.10142448046293151,0.19145665050790237,0.03880432048681541
CELF,WC,email_di,0,9,0.21844087221095337,0.18443521657097187,0.12298393603937144,0.1990039120732644,0.04362012170385395
CELF,WC,email_di,0,10,0.2298506085192698,0.19515793164791595,0.13125747188642445,0.20824561120336643,0.04362012170385395
CELF,WC,email_di,0,11,0.24040243407707912,0.20460952619027195,0.13730035600212778,0.21668442274100613,0.04362012170385395
CELF,WC,email_di,0,12,0.24040243407707912,0.20490752380671834,0.16112489651632675,0.21668442274100613,0.04362012170385395
CELF,WC,email_di,0,13,0.24467302231237323,0.21136490610613684,0.16853615041178688,0.22002972373095894,0.04362012170385395
CELF,WC,email_di,0,14,0.25850628803245435,0.22521471830142326,0.17821895288588757,0.2307095337819166,0.04362012170385395
CELF,WC,email_di,0,15,0.2623683569979716,0.22857656689711164,0.18091689128286015,0.23363302713806755,0.04362012170385395
CELF,WC,email_di,0,16,0.2699675456389452,0.2351590358045813,0.18617414553886827,0.23934801027261843,0.04362012170385395
CELF,WC,email_di,0,17,0.2782338742393509,0.24302078416479783,0.1918856811968137,0.24552002138268283,0.04362012170385395
CELF,WC,email_di,0,18,0.27895740365111565,0.24392870035393818,0.19238134696107065,0.24605639859843353,0.04362012170385395
CELF,WC,email_di,0,19,0.28250628803245437,0.247022214954212,0.194795248742907,0.24866126671342212,0.04362012170385395
CELF,WC,email_di,0,20,0.2839180527383367,0.2506048509706739,0.22292866939233832,0.24968836404458206,0.04362012170385395
CELF,WC,email_di,0,21,0.2887574036511156,0.2553154101044549,0.2350045558433488,0.2531880973975524,0.04362012170385395
CELF,WC,email_di,0,22,0.2902604462474645,0.2576429683701755,0.23625690664649587,0.2542663639313819,0.056748803245436095
CELF,WC,email_di,0,23,0.29166612576064904,0.2588967433882776,0.23741598206220504,0.2552674542171065,0.05702993914807301
CELF,WC,email_di,0,24,0.29266044624746446,0.2597774020436947,0.2382817501412675,0.25597184056564026,0.05702993914807301
CELF,WC,email_di,0,25,0.2968364097363083,0.2635391174504472,0.24175075986759562,0.25891319941966323,0.05702993914807301
CELF,WC,email_di,0,26,0.2968364097363083,0.2635391174504472,0.24175075986759562,0.25891319941966323,0.05702993914807301
CELF,WC,email_di,0,27,0.30640933062880327,0.272074843719621,0.24967432963055214,0.26549510244905944,0.05702993914807301
CELF,WC,email_di,0,28,0.309914401622718,0.27519958738747236,0.2525447748502071,0.26789183053430654,0.05702993914807301
CELF,WC,email_di,0,29,0.309914401622718,0.2761535422865639,0.2525447748502071,0.26789183053430654,0.05702993914807301
CELF,WC,email_di,0,30,0.3131162271805274,0.27901296310023865,0.2551080434803316,0.27004843332384776,0.05702993914807301
CELF,WC,email_di,0,31,0.31528559837728193,0.2809782236549955,0.25683740668658084,0.2714924465545541,0.05702993914807301
CELF,WC,email_di,0,32,0.3161200811359026,0.28172671154665263,0.257497060406508,0.2720388043402263,0.05702993914807301
CELF,WC,email_di,0,33,0.3207475659229209,0.2859052267103762,0.261183889363513,0.27504888110088505,0.05702993914807301
CELF,WC,email_di,0,34,0.32412789046653145,0.29011554991068655,0.2646051173802007,0.2772333468892779,0.05702993914807301
CELF,WC,email_di,0,35,0.32412789046653145,0.29011554991068655,0.2646051173802007,0.2772333468892779,0.05702993914807301
CELF,WC,email_di,0,36,0.32725649087221087,0.2938096610882594,0.26717663081099285,0.2792210065078326,0.06352210953346854
CELF,WC,email_di,0,37,0.3311860040567951,0.2973661345349037,0.27038062901534743,0.2816579344970751,0.06352210953346854
CELF,WC,email_di,0,38,0.33290892494929003,0.29891162792129666,0.27179195226053443,0.2827176048731679,0.06352210953346854
CELF,WC,email_di,0,39,0.33290892494929003,0.2989237845970718,0.27179195226053443,0.2827176048731679,0.06352210953346854
CELF,WC,email_di,0,40,0.33612190669371195,0.3018403881202423,0.2743855229948384,0.2846642554907451,0.06352210953346854
CELF,WC,email_di,0,41,0.33807261663286003,0.3036171030308912,0.2759473127815366,0.28582466139352497,0.06352210953346854
CELF,WC,email_di,0,42,0.3398902636916835,0.30525991258698304,0.27739337887870436,0.28688502863591286,0.06352210953346854
CELF,WC,email_di,0,43,0.34274604462474645,0.3078442516644576,0.27965203182106646,0.2885430194392833,0.06352210953346854
CELF,WC,email_di,0,44,0.3438365111561866,0.3088314899955559,0.2805072590937936,0.289171588058835,0.06352210953346854
CELF,WC,email_di,0,45,0.3460342799188641,0.3113646645494254,0.28233785712110376,0.29041232900267744,0.06352210953346854
CELF,WC,email_di,0,46,0.3508427991886409,0.31666748107846066,0.28615890858629117,0.29309445855964383,0.06352210953346854
CELF,WC,email_di,0,47,0.3534336713995943,0.3190336936306033,0.2882725192715523,0.2945308579258014,0.06352210953346854
CELF,WC,email_di,0,48,0.3534336713995943,0.3190336936306033,0.2882725192715523,0.2945308579258014,0.06352210953346854
CELF,WC,email_di,0,49,0.3534336713995943,0.3190336936306033,0.28846226001024644,0.2945308579258014,0.06352210953346854
CELF,WC,email_di,0,50,0.3562480730223123,0.32189860666968295,0.29076178765080773,0.29603656415265095,0.06352210953346854
CELF,WC,email_di,0,51,0.35636237322515213,0.3220031000282451,0.2910283601085722,0.2960974499515374,0.06352210953346854
CELF,WC,email_di,0,52,0.35678103448275855,0.32238468539383436,0.29142898601771,0.29631929150621,0.06352210953346854
CELF,WC,email_di,0,53,0.35678103448275855,0.32255148987908666,0.29142898601771,0.29631929150621,0.06352210953346854
CELF,WC,email_di,0,54,0.3616049695740365,0.3272926847355326,0.295524199488674,0.2987780685021409,0.06352210953346854
CELF,WC,email_di,0,55,0.3616049695740365,0.3276316422839625,0.2955827770024057,0.2987780685021409,0.06908093306288031
CELF,WC,email_di,0,56,0.3616049695740365,0.3276316422839625,0.2955827770024057,0.2987780685021409,0.06908093306288031
CELF,WC,email_di,0,57,0.3616049695740365,0.3276316422839625,0.29566578902912266,0.2987780685021409,0.06908093306288031
CELF,WC,email_di,0,58,0.36437373225152125,0.33096518719071144,0.30561974987451324,0.30015590019469246,0.06908093306288031
CELF,WC,email_di,0,59,0.36437373225152125,0.33096518719071144,0.30561974987451324,0.30015590019469246,0.06908093306288031
CELF,WC,email_di,0,60,0.36437373225152125,0.33096518719071144,0.30561974987451324,0.30015590019469246,0.06930162271805272
CELF,WC,email_di,0,61,0.3671701825557809,0.3335380257496756,0.3087632651237204,0.30150079919686656,0.06930162271805272
CELF,WC,email_di,0,62,0.3671701825557809,0.33353873076812945,0.30902233168574045,0.30150079919686656,0.06930162271805272
CELF,WC,email_di,0,63,0.3683372210953347,0.33461237743966843,0.3110034611547587,0.3020497816980451,0.06930162271805272
CELF,WC,email_di,0,64,0.3685416835699797,0.33480425235116507,0.3111869552953707,0.3021452712210593,0.06930162271805272
CELF,WC,email_di,0,65,0.3700964503042596,0.3362324254995325,0.31265296353168864,0.3028677866494738,0.06930162271805272
CELF,WC,email_di,0,66,0.3702757606490872,0.3369639102709926,0.3128133562162042,0.3029505426066309,0.06930162271805272
CELF,WC,email_di,0,67,0.3702757606490872,0.3369639102709926,0.3128133562162042,0.3029505426066309,0.06930162271805272
CELF,WC,email_di,0,68,0.3702757606490872,0.3369639102709926,0.3128133562162042,0.3029505426066309,0.06930162271805272
CELF,WC,email_di,0,69,0.3719326572008113,0.3384954739750493,0.3142892741392324,0.3036840436870263,0.07091701825557807
CELF,WC,email_di,0,70,0.37241338742393504,0.3389383620243651,0.31471690566908017,0.3038935189691502,0.07091701825557807
CELF,WC,email_di,0,71,0.37241338742393504,0.33893840126842634,0.31471690566908017,0.3038935189691502,0.07091701825557807
CELF,WC,email_di,0,72,0.37377647058823527,0.3402184674621871,0.3159274569056848,0.3044674695030416,0.07127937119675454
CELF,WC,email_di,0,73,0.37377647058823527,0.3402184674621871,0.3159274569056848,0.3044674695030416,0.07127937119675454
CELF,WC,email_di,0,74,0.37519513184584175,0.3415303279778025,0.31718030648101314,0.305050850626547,0.07127937119675454
CELF,WC,email_di,0,75,0.37519513184584175,0.3415303279778025,0.31718030648101314,0.305050850626547,0.07127937119675454
CELF,WC,email_di,0,76,0.375246247464503,0.3415784226639904,0.3172252872806394,0.30507163840155926,0.07155150101419877
CELF,WC,email_di,0,77,0.3758340770791075,0.34212045136753366,0.31774443336158004,0.3053094491657953,0.07166906693711966
CELF,WC,email_di,0,78,0.37610628803245433,0.34237748264227263,0.31798466815809645,0.30541881189408304,0.07172350912778902
CELF,WC,email_di,0,79,0.3763618661257606,0.3426142923350334,0.3182097021177871,0.3055207272677776,0.07177462474645029
CELF,WC,email_di,0,80,0.37747139959432047,0.3436421678803845,0.31918388542281195,0.3059604911847843,0.07177462474645029
CELF,WC,email_di,0,81,0.37747139959432047,0.3436421678803845,0.3191855101887197,0.3059604911847843,0.07195267748478701
CELF,WC,email_di,0,82,0.37747139959432047,0.3436421678803845,0.3191855101887197,0.3059604911847843,0.07195267748478701
