heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
CELF,IC,email_di,0,0,0.34147058823529414,1.0,0.0010141987829614604,0.8996557277783247,0.1674453888423022,0.9677512793279908,0.0
CELF,IC,email_di,0,1,0.3995131845841785,0.99,0.002028397565922921,0.9213774464211458,0.2766361985152871,0.9523027903833157,0.0
CELF,IC,email_di,0,2,0.4243914807302231,0.98,0.0030425963488843813,0.9246812071979954,0.2847048152263686,0.930868011972579,0.0
CELF,IC,email_di,0,3,0.434604462474645,0.97,0.004056795131845842,0.9280466205781244,0.38853041160308077,0.9142608863570532,0.0
CELF,IC,email_di,0,4,0.4366632860040568,0.96,0.005070993914807302,0.9272207052257235,0.38815280575661326,0.9017089890895047,0.0
CELF,IC,email_di,0,5,0.4403346855983773,0.95,0.006085192697768763,0.929293312995825,0.3779743931945061,0.8973641015738149,0.0
CELF,IC,email_di,0,6,0.4415111561866126,0.94,0.007099391480730223,0.934518944267601,0.47823804546325244,0.8931157671140292,0.0
CELF,IC,email_di,0,7,0.44297160243407707,0.93,0.008113590263691683,0.9307326591722589,0.47227794082630326,0.8866467123684465,0.0
CELF,IC,email_di,0,8,0.4425760649087221,0.92,0.009127789046653144,0.9304321583476333,0.4756684629971676,0.8853915226416916,0.0
CELF,IC,email_di,0,9,0.44728194726166326,0.91,0.010141987829614604,0.9314257786091069,0.48866108939876285,0.8830742492999903,0.0
CELF,IC,email_di,0,10,0.45007099391480726,0.9,0.011156186612576065,0.9324709170165094,0.49015587773429525,0.8721637539828135,0.0
CELF,IC,email_di,0,11,0.4548985801217038,0.89,0.012170385395537525,0.9349434061409131,0.5773835623428003,0.8571014772617553,0.0
CELF,IC,email_di,0,12,0.455841784989858,0.88,0.013184584178498986,0.936962064256919,0.574080302590386,0.8495703389012262,0.0
CELF,IC,email_di,0,13,0.4593711967545639,0.87,0.014198782961460446,0.9353078564678652,0.5733470424705707,0.8407840108139423,0.0
CELF,IC,email_di,0,14,0.4584584178498986,0.86,0.015212981744421906,0.9362707690123413,0.6914618709808895,0.8382736313604325,0.0
CELF,IC,email_di,0,15,0.45946247464503037,0.85,0.016227180527383367,0.9341269132446473,0.6882784501482614,0.8376943130250072,0.0
CELF,IC,email_di,0,16,0.45844827586206893,0.84,0.017241379310344827,0.9354591103412777,0.6787928947121331,0.8350873805155933,0.0
CELF,IC,email_di,0,17,0.46010141987829617,0.83,0.018255578093306288,0.9338184566323624,0.6755916668226236,0.8298735154967655,0.0
CELF,IC,email_di,0,18,0.46241379310344827,0.82,0.019269776876267748,0.9346250857362286,0.6703978081192714,0.8295838563290528,0.0
CELF,IC,email_di,0,19,0.4637322515212982,0.81,0.02028397565922921,0.9376416035221633,0.6982840928277447,0.815583663222941,0.0
CELF,IC,email_di,0,20,0.46474645030425965,0.8,0.02129817444219067,0.9325185707049435,0.6907379198175435,0.8151974509993242,0.0
CELF,IC,email_di,0,21,0.46679513184584176,0.79,0.02231237322515213,0.9358847328464398,0.6894058571794177,0.8143284734961862,0.0
CELF,IC,email_di,0,22,0.46767748478701826,0.78,0.02332657200811359,0.9339303456116868,0.6871791746771677,0.8114318818190596,0.0
CELF,IC,email_di,0,23,0.47043610547667347,0.77,0.02434077079107505,0.9375715270822759,0.6842722559612646,0.8058318045766149,0.0
CELF,IC,email_di,0,24,0.47254563894523327,0.76,0.02535496957403651,0.937794639230004,0.6917330564631666,0.8026455537317756,0.0
