heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
CELF,IC,facebook_combined_un,0,0,0.21178014359990097,1.0,0.0002475860361475613,0.3972793833454932,0.1674453888423022,0.9537671990443747,0.0
CELF,IC,facebook_combined_un,0,1,0.32112404060410993,0.99,0.0004951720722951226,0.49453715027253553,0.2254561264895163,0.9203645533778702,0.0
CELF,IC,facebook_combined_un,0,2,0.4185169596434761,0.98,0.0007427581084426838,0.577049926194763,0.2752606427704378,0.885324956864133,0.0
CELF,IC,facebook_combined_un,0,3,0.44867541470661054,0.97,0.0009903441445902451,0.6061323590603549,0.3211327116018593,0.8611246294739636,0.0
CELF,IC,facebook_combined_un,0,4,0.4559717751918792,0.96,0.0012379301807378064,0.6244627136689181,0.36394298207213027,0.8586470822457196,0.0
CELF,IC,facebook_combined_un,0,5,0.46920277296360485,0.95,0.0014855162168853676,0.6332271980857609,0.40588353117309406,0.848427199929213,0.0
CELF,IC,facebook_combined_un,0,6,0.4798266897746967,0.94,0.0017331022530329288,0.6692944790626969,0.44027087342234905,0.8449320886607973,0.0
CELF,IC,facebook_combined_un,0,7,0.481978212428819,0.93,0.0019806882891804903,0.6723225684429629,0.4184666930784081,0.8418793965402822,0.0
CELF,IC,facebook_combined_un,0,8,0.49061401336964594,0.92,0.0022282743253280515,0.6835770419652591,0.416564944096678,0.8265274521081273,0.0
CELF,IC,facebook_combined_un,0,9,0.49159692993315174,0.91,0.0024758603614756128,0.6831623085347467,0.41948109448516846,0.8235632438171924,0.0
CELF,IC,facebook_combined_un,0,10,0.49405793513245855,0.9,0.002723446397623174,0.6827697021470561,0.42539483943079315,0.8230323408397116,0.0
CELF,IC,facebook_combined_un,0,11,0.4963901955929686,0.89,0.0029710324337707352,0.6901065561693858,0.4233825973728593,0.8198911648896164,0.0
CELF,IC,facebook_combined_un,0,12,0.49652389205248826,0.88,0.0032186184699182965,0.680815073948687,0.4244790001342468,0.8189620846790249,0.0
CELF,IC,facebook_combined_un,0,13,0.4987893042832384,0.87,0.0034662045060658577,0.6884926740043101,0.42329278944787274,0.8174136176613724,0.0
CELF,IC,facebook_combined_un,0,14,0.49860113889576624,0.86,0.0037137905422134194,0.6916121820095562,0.4209546148838882,0.8161306021324604,0.0
