heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
CELF,IC,gnutella_di,0,0,0.0007239244324495952,1.0,0.00015875535799333228,0.21291175305344257,0.1674453888423023,0.964152352501867,0.8
CELF,IC,gnutella_di,0,1,0.0012303540244483252,0.99,0.00031751071598666456,0.2701720646636504,0.2102622709915204,0.929798356982823,0.8
CELF,IC,gnutella_di,0,2,0.0018034608668042545,0.98,0.0004762660739799968,0.3137881347288318,0.2482913205760836,0.8946975354742345,0.8
CELF,IC,gnutella_di,0,3,0.002390855691379584,0.97,0.0006350214319733291,0.3541492323031501,0.27742186734487007,0.8693054518297236,0.8
CELF,IC,gnutella_di,0,4,0.002697253532306715,0.96,0.0007937767899666614,0.367633306860751,0.31082933040877436,0.8483943241224794,0.6
CELF,IC,gnutella_di,0,5,0.0031608191776472455,0.95,0.0009525321479599936,0.40035694420024215,0.34196225477910513,0.8252427184466019,0.6
CELF,IC,gnutella_di,0,6,0.003392602000317511,0.94,0.001111287505953326,0.40523541862751566,0.34713099446951123,0.8073188946975355,0.6
CELF,IC,gnutella_di,0,7,0.00404191141451024,0.93,0.0012700428639466582,0.43474963370319586,0.37735536167559214,0.7931292008961912,0.6
CELF,IC,gnutella_di,0,8,0.004588029846007303,0.92,0.0014287982219399905,0.4579995958857528,0.40709402055087807,0.7625093353248693,0.6
CELF,IC,gnutella_di,0,9,0.004753135418320368,0.91,0.0015875535799333227,0.4664128307496147,0.4363340157823312,0.7498132935026138,0.6
CELF,IC,gnutella_di,0,10,0.005230989045880299,0.9,0.001746308937926655,0.47650877661854085,0.4288534220931016,0.7281553398058253,0.6
CELF,IC,gnutella_di,0,11,0.00556596285124623,0.89,0.0019050642959199872,0.48463043441164355,0.45681173771680406,0.7206870799103808,0.6
CELF,IC,gnutella_di,0,12,0.005845372281314494,0.88,0.0020638196539133195,0.4996505584081895,0.4849423185732178,0.707244212098581,0.6
CELF,IC,gnutella_di,0,13,0.006170820765200825,0.87,0.002222575011906652,0.489262925312016,0.5097385950837947,0.6997759522031366,0.6
CELF,IC,gnutella_di,0,14,0.006393078266391491,0.86,0.002381330369899984,0.49448840164721286,0.5133642195333268,0.6923076923076923,0.6
CELF,IC,gnutella_di,0,15,0.0068121924114938875,0.85,0.0025400857278933165,0.5010691722634946,0.5125981988562696,0.684839432412248,0.6
CELF,IC,gnutella_di,0,16,0.006904270519130021,0.84,0.0026988410858866485,0.49316413452522323,0.5123893468601237,0.6773711725168036,0.6
CELF,IC,gnutella_di,0,17,0.007293221146213684,0.83,0.002857596443879981,0.49982605128955515,0.5102202141996239,0.6699029126213591,0.6
CELF,IC,gnutella_di,0,18,0.00747737736148595,0.82,0.0030163518018733134,0.5152173593202636,0.5055510818227433,0.6564600448095594,0.6
CELF,IC,gnutella_di,0,19,0.007771074773773616,0.81,0.0031751071598666455,0.5141629570320194,0.5030720727008537,0.648991784914115,0.6
CELF,IC,gnutella_di,0,20,0.007975869185585014,0.8,0.003333862517859978,0.5009221300052855,0.5059544444950737,0.6415235250186706,0.6
CELF,IC,gnutella_di,0,21,0.008229877758374346,0.79,0.00349261787585331,0.512945884770111,0.5029755284846216,0.6340552651232263,0.6
CELF,IC,gnutella_di,0,22,0.00872360692173361,0.78,0.0036513732338466424,0.5074538426648654,0.4996517849898994,0.626587005227782,0.6
CELF,IC,gnutella_di,0,23,0.008945864422924273,0.77,0.0038101285918399745,0.5210202546639756,0.5013703045435991,0.6191187453323376,0.6
CELF,IC,gnutella_di,0,24,0.009042705191300206,0.76,0.003968883949833307,0.5176016375412729,0.498137317724482,0.6116504854368932,0.6
CELF,IC,gnutella_di,0,25,0.009323702174948404,0.75,0.004127639307826639,0.5216331897051254,0.4947718809022513,0.6041822255414488,0.6
CELF,IC,gnutella_di,0,26,0.009719003016351802,0.74,0.004286394665819971,0.5292533208796839,0.499513405348432,0.5967139656460045,0.6
CELF,IC,gnutella_di,0,27,0.010007937767899667,0.73,0.004445150023813304,0.5229319053326427,0.49618412131864,0.5892457057505601,0.6
CELF,IC,gnutella_di,0,28,0.010127004286394665,0.72,0.004603905381806636,0.5191898462263147,0.49281484905756245,0.5817774458551157,0.6
CELF,IC,gnutella_di,0,29,0.010425464359422132,0.71,0.004762660739799968,0.5287342842988645,0.48943570015618165,0.5743091859596714,0.6
CELF,IC,gnutella_di,0,30,0.010711224003810128,0.7,0.004921416097793301,0.5242398138728841,0.48923047106467943,0.5668409260642271,0.4
CELF,IC,gnutella_di,0,31,0.010987458326718526,0.69,0.005080171455786633,0.5252177437500982,0.4860558760268745,0.5593726661687827,0.6
CELF,IC,gnutella_di,0,32,0.011266867756786791,0.68,0.005238926813779965,0.5252487505442233,0.48289624924547003,0.5519044062733383,0.4
CELF,IC,gnutella_di,0,33,0.01156691538339419,0.67,0.005397682171773297,0.5187596625129114,0.5083278164444451,0.544436146377894,0.6
CELF,IC,gnutella_di,0,34,0.011663756151770122,0.66,0.00555643752976663,0.5336461926748026,0.5103928083833225,0.5369678864824496,0.6
CELF,IC,gnutella_di,0,35,0.01196380377837752,0.65,0.005715192887759962,0.5329277010499144,0.5071399069923843,0.5294996265870052,0.4
CELF,IC,gnutella_di,0,36,0.012132084457850453,0.64,0.005873948245753294,0.5262402094394294,0.5089100866020517,0.5220313666915608,0.4
CELF,IC,gnutella_di,0,37,0.012509922209874583,0.63,0.006032703603746627,0.5297677475153133,0.5059242048380633,0.5145631067961165,0.4
CELF,IC,gnutella_di,0,38,0.012878234640419114,0.62,0.006191458961739959,0.5351713706170597,0.502953957826726,0.5070948469006722,0.4
CELF,IC,gnutella_di,0,39,0.013073503730750911,0.61,0.006350214319733291,0.52826158727868,0.5000073049784066,0.4996265870052278,0.6
CELF,IC,gnutella_di,0,40,0.013554532465470708,0.6,0.006508969677726623,0.5316483979502198,0.49709025619597114,0.49215832710978347,0.4
CELF,IC,gnutella_di,0,41,0.013776789966661375,0.59,0.006667725035719956,0.5379270867837729,0.4963511099382669,0.48469006721433905,0.4
CELF,IC,gnutella_di,0,42,0.013906969360215906,0.58,0.006826480393713288,0.5480748517868743,0.4935941673830755,0.47722180731889474,0.4
CELF,IC,gnutella_di,0,43,0.014107001111287506,0.57,0.00698523575170662,0.5344789792839051,0.49420056113304733,0.4697535474234503,0.4
CELF,IC,gnutella_di,0,44,0.014041911414510241,0.56,0.007143991109699952,0.5361153870439133,0.49577233247768504,0.462285287528006,0.4
CELF,IC,gnutella_di,0,45,0.014635656453405302,0.55,0.007302746467693285,0.5393150028525333,0.49513440495017935,0.4548170276325616,0.4
CELF,IC,gnutella_di,0,46,0.014624543578345769,0.54,0.007461501825686617,0.5341819352616755,0.5216914115884933,0.4473487677371173,0.4
CELF,IC,gnutella_di,0,47,0.015034132401968566,0.53,0.007620257183679949,0.5515792846438817,0.5190498587935855,0.4398805078416729,0.4
CELF,IC,gnutella_di,0,48,0.015373868868074299,0.52,0.007779012541673282,0.5576711248122702,0.5201629878413443,0.43241224794622857,0.4
CELF,IC,gnutella_di,0,49,0.01539926972535323,0.51,0.007937767899666614,0.5499728712035654,0.5176753515848376,0.42494398805078415,0.4
CELF,IC,gnutella_di,0,50,0.015921574853151294,0.5,0.008096523257659947,0.5501576365794159,0.5152304347185416,0.4182225541448843,0.4
CELF,IC,gnutella_di,0,51,0.016156532782981424,0.49,0.008255278615653278,0.5509804026730216,0.5128039880126174,0.4107542942494399,0.4
