heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
CELF,WC,email_di,0,0,0.05608519269776876,1.0,0.0010141987829614604,0.6910170851398802,0.1674453888423022,0.9677512793279908,0.19999999999999996
CELF,WC,email_di,0,1,0.08635902636916837,0.99,0.002028397565922921,0.721016039607111,0.28466888564228554,0.9482475620353384,0.19999999999999996
CELF,WC,email_di,0,2,0.11406693711967546,0.98,0.0030425963488843813,0.7703220921213907,0.38035919754782777,0.9263300183450807,0.19999999999999996
CELF,WC,email_di,0,3,0.13317444219066937,0.97,0.004056795131845842,0.7929780664418438,0.38947485071803345,0.9079849377232789,0.19999999999999996
CELF,WC,email_di,0,4,0.15628803245436104,0.96,0.005070993914807302,0.8162043766304892,0.49000291498001025,0.8913778121077532,0.19999999999999996
CELF,WC,email_di,0,5,0.17043610547667343,0.95,0.006085192697768763,0.820811164827995,0.48830302854363206,0.8716809887032925,0.0
CELF,WC,email_di,0,6,0.19893509127789047,0.94,0.007099391480730223,0.8396914833242904,0.48163707470650474,0.8502462102925558,0.19999999999999996
CELF,WC,email_di,0,7,0.2024847870182556,0.93,0.008113590263691683,0.8409920563833982,0.4731148811930078,0.8403977985903254,0.0
CELF,WC,email_di,0,8,0.21526369168356999,0.92,0.009127789046653144,0.8445430803534393,0.47471696164864496,0.8277493482668726,0.0
CELF,WC,email_di,0,9,0.225395537525355,0.91,0.010141987829614604,0.8464941519368996,0.5708164453793793,0.8185768079559719,0.19999999999999996
CELF,WC,email_di,0,10,0.23807302231237323,0.9,0.011156186612576065,0.8514620022136915,0.5790336754811289,0.8099835859804962,0.0
CELF,WC,email_di,0,11,0.2499290060851927,0.89,0.012170385395537525,0.8535619964301204,0.5726861274001098,0.7997489620546491,0.0
CELF,WC,email_di,0,12,0.24601419878296146,0.88,0.013184584178498986,0.8549384765549586,0.6888766627055417,0.7923143767500241,0.0
