heuristic,model,graph,seed,spread,community,fairness,budget,time
CELF,IC,email_di,0,1.0,0.9388051565741744,0.8118498469407656,0.9451581226914634,0.04243806575772077
CELF,IC,email_di,1,1.0,0.9411511558989057,0.8302876969395013,0.9442954282909001,0.021410792386611872
CELF,IC,email_di,2,1.0,0.9403602921741,0.8219848757784437,0.9437267352736061,0.09171674976108916
CELF,IC,facebook_combined_un,0,1.0,0.7021429668798784,0.5368209921698502,0.909499341038961,0.0
CELF,IC,facebook_combined_un,1,1.0,0.706092228880248,0.5744404250247513,0.9185521849165331,0.0
CELF,IC,facebook_combined_un,2,1.0,0.7080188018686815,0.5349064826625363,0.9108491061789442,0.0
CELF,IC,gnutella_di,0,1.0,0.5568313794099407,0.5274375404427794,0.6131681774289222,0.5715910085923344
CELF,IC,gnutella_di,1,1.0,0.5463863796849292,0.5408230456743032,0.6291039101817172,0.5576933200917403
CELF,IC,gnutella_di,2,1.0,0.5357081040880668,0.465666741275616,0.6197489759582077,0.5550575136832148
CELF,IC,lastfm_un,0,1.0,0.49891544251622993,0.4020498542116908,0.8373545851135448,0.03781656364668209
CELF,IC,lastfm_un,1,1.0,0.5061395539844898,0.3944342536833893,0.8552579395578853,0.05260855177189293
CELF,IC,lastfm_un,2,1.0,0.4944510757921313,0.3850807936444015,0.8501812723104228,0.034715727539977856
CELF,IC,CA-HepTh_un,0,1.0,0.41255123449601466,0.33891644404156224,0.7710198859846417,0.2092445373900881
CELF,IC,CA-HepTh_un,1,1.0,0.4144457211020982,0.3318178721980551,0.7579351632379383,0.2077709424383104
CELF,IC,CA-HepTh_un,2,1.0,0.4170138407898691,0.3424607496129206,0.7615779169476589,0.2090584347227476
CELF,IC,wiki-vote_di,0,1.0,0.94878859402307,0.8479735031634016,0.930838589386316,0.0
CELF,IC,wiki-vote_di,1,1.0,0.9478186378496165,0.7336581861365694,0.9280934282240937,0.10169157250899481
CELF,IC,wiki-vote_di,2,1.0,0.9487773886984925,0.7184374037131919,0.9246089945886012,0.0
