heuristic,model,graph,seed,spread,community,fairness,budget,time
GDD,IC,email_di,0,0.48975588235294115,0.4621963165061465,0.41905498585703105,0.45700404127417915,0.0656601419878296
GDD,IC,email_di,1,0.4898152129817444,0.4618100742198832,0.4190628242654833,0.4571846025784171,0.0569537728194726
GDD,IC,email_di,2,0.4898453346855984,0.46235500252388095,0.4190633492394514,0.4571817783623623,0.0627695943204868
GDD,IC,email_di,3,0.4899495943204868,0.46197152778382305,0.419193587270734,0.45719116815684135,0.06658494929006083
GDD,IC,email_di,4,0.48980902636916834,0.4620936840504124,0.4189810855046506,0.45745431501090567,0.061768945233265704
GDD,IC,email_di,5,0.4897796146044625,0.4615937202678168,0.4190681232005575,0.4569333677568806,0.058912900608519246
GDD,IC,email_di,6,0.4902244421906694,0.4623451651164806,0.41945989873010797,0.45747182317433943,0.06277436105476672
GDD,IC,email_di,7,0.4897826572008114,0.4622289558044804,0.4190447376363221,0.45700580780340616,0.06085947261663285
GDD,IC,email_di,8,0.4896920892494929,0.461742958224582,0.41902243389722416,0.4567915201348375,0.06474494929006083
GDD,IC,email_di,9,0.4895526369168357,0.4619429802403109,0.4189080785593966,0.45677830838654354,0.07031584178498984
GDD,IC,facebook_combined_un,0,0.5149803911859371,0.3647137042545012,0.2947819894787439,0.46196887837829714,0.0
GDD,IC,facebook_combined_un,1,0.5150622183708838,0.36542422750905557,0.2948250754993673,0.4620761537284186,0.0
GDD,IC,facebook_combined_un,2,0.515076157464719,0.36439699445056606,0.29476943218499585,0.4626346108092211,0.0
GDD,IC,facebook_combined_un,3,0.515103342411488,0.36473585284564086,0.2948557091150702,0.46209222815679235,0.0
GDD,IC,facebook_combined_un,4,0.5149911859371131,0.36546231452072764,0.29471390585672724,0.4626129748577875,0.0
GDD,IC,facebook_combined_un,5,0.5150966823471156,0.3649896574829694,0.29482271759035455,0.4622963438181486,0.0
GDD,IC,facebook_combined_un,6,0.514987794008418,0.3649984888790867,0.29475954357301065,0.46226154160322247,0.0
GDD,IC,facebook_combined_un,7,0.5149733597425106,0.3648602372082276,0.2947859566070334,0.4619446190029025,0.0
GDD,IC,facebook_combined_un,8,0.5149592473384501,0.36498964098614495,0.2947275376326466,0.4622895220960761,0.0
GDD,IC,facebook_combined_un,9,0.5147939836593216,0.36433478309949574,0.294662637869075,0.4618995186317556,0.0
GDD,IC,gnutella_di,0,0.015548547388474363,0.010065735193483565,0.009898064603519944,0.009072231743459879,0.00954808699793618
GDD,IC,gnutella_di,1,0.015555834259406258,0.010059707065774673,0.009902708529345838,0.00906761776025475,0.009837815526274014
GDD,IC,gnutella_di,2,0.015538688680742973,0.01004427187068135,0.009893434903726364,0.009055045936497141,0.00987376091443086
GDD,IC,gnutella_di,3,0.01555048420384188,0.010054849575389428,0.009898858300500676,0.009065491185402192,0.009744130814414987
GDD,IC,gnutella_di,4,0.015580044451500241,0.010108238031508794,0.009917374526756517,0.009084982442653333,0.009674211779647564
GDD,IC,gnutella_di,5,0.015550484203841877,0.010038497687409463,0.00990042782698142,0.009065171528702646,0.00974971265280203
GDD,IC,gnutella_di,6,0.015539974599142721,0.010070876986695485,0.009891485633801,0.00906465083721221,0.009757063025877123
GDD,IC,gnutella_di,7,0.015552389268137798,0.010073803634953412,0.009902192913629749,0.00905519136541583,0.009838409271312906
GDD,IC,gnutella_di,8,0.01553879980949357,0.010041040555559334,0.009890796994669167,0.00906200269350577,0.009910103190982695
GDD,IC,gnutella_di,9,0.015536767740911258,0.010034254389659557,0.009891876509674914,0.009052722737383424,0.009843152881409746
GDD,IC,lastfm_un,0,0.07160819779643232,0.04022844121314553,0.036686032316827016,0.05448006375432607,0.0021594963273871975
GDD,IC,lastfm_un,1,0.07150688614900315,0.04016920916754149,0.03662660821307325,0.0544683783571353,0.003938756558237146
GDD,IC,lastfm_un,2,0.07156211962224554,0.04025234803664186,0.03666418265937569,0.054437088962294065,0.002988578174186778
GDD,IC,lastfm_un,3,0.0715129721930745,0.04022747572484288,0.0366330677131637,0.05444443634226934,0.0022644281217208805
GDD,IC,lastfm_un,4,0.07152439664218259,0.04016009048054929,0.03662744150880716,0.0545484369217731,0.0048534417628541444
GDD,IC,lastfm_un,5,0.071483722455404,0.04018009496294553,0.03661874024673886,0.0544307546324309,0.0022704616998950678
GDD,IC,lastfm_un,6,0.07161583158447009,0.0402640663057649,0.03668722660359722,0.0544970240977038,0.004765831584470094
GDD,IC,lastfm_un,7,0.07148185991605456,0.04012767785352288,0.03661816166080907,0.054411356385009886,0.0051271878279118555
GDD,IC,lastfm_un,8,0.07160413168940188,0.040205175527844056,0.03668124711962744,0.05450170137622032,0.00225813221406086
GDD,IC,lastfm_un,9,0.07152507869884574,0.040198693473368304,0.03663645491534297,0.054462806469258336,0.002286726128016789
GDD,IC,wiki-vote_di,0,0.1788246249646193,0.16966587218620885,0.1630867973582333,0.15869978887462194,0.02448023209736767
GDD,IC,wiki-vote_di,1,0.17880304273988112,0.16973107191997833,0.16310276534127888,0.15851338327511114,0.019479003679592412
GDD,IC,wiki-vote_di,2,0.17874562694593826,0.1696132405780184,0.16302107403487692,0.15855723265334787,0.01982240588734786
GDD,IC,wiki-vote_di,3,0.17885929804698558,0.16968262014607313,0.1631122077983741,0.15877323251329709,0.01871128785734503
GDD,IC,wiki-vote_di,4,0.17873880554769317,0.1695204502951758,0.163007186203582,0.15862323056673697,0.017237115765638265
GDD,IC,wiki-vote_di,5,0.1788078828191339,0.16970581402172158,0.1630647106702787,0.15866521876858308,0.017255536371355785
GDD,IC,wiki-vote_di,6,0.17876358618737617,0.16960063282388138,0.1630280883189707,0.1587051785162585,0.02054070761392584
GDD,IC,wiki-vote_di,7,0.1787650438720634,0.16965335346307475,0.16304929511632163,0.15855632479955306,0.01798549108406453
GDD,IC,wiki-vote_di,8,0.17880784036229835,0.169682235133817,0.16308049082167542,0.1586403702464876,0.021617860175488248
GDD,IC,wiki-vote_di,9,0.17877804981602038,0.16965495807304737,0.16303424117253865,0.15867744830713024,0.020539510331163312
GDD,IC,CA-HepTh_un,0,0.029061692521417,0.01430684109756476,0.014086214123620502,0.02078960013874253,0.006297230840472333
GDD,IC,CA-HepTh_un,1,0.029051852280620516,0.014302904210458715,0.014079282697039626,0.020792932628290878,0.006341546654318129
GDD,IC,CA-HepTh_un,2,0.029027344292660337,0.014268550606161797,0.014071986278203505,0.02075031060570493,0.0062955892567724
GDD,IC,CA-HepTh_un,3,0.029043852743690663,0.014337378453782695,0.014078025853294665,0.020770786946729493,0.0063600393609631834
GDD,IC,CA-HepTh_un,4,0.02909039129428109,0.014316148633280061,0.014096920566680354,0.020825255868277673,0.006330972447325769
GDD,IC,CA-HepTh_un,5,0.02903971984255615,0.014298301879923338,0.014073502724954815,0.02078214334359859,0.006273822644130586
GDD,IC,CA-HepTh_un,6,0.02906566334799722,0.014307383700543595,0.014090127799567373,0.02077358797074411,0.006268122250520952
GDD,IC,CA-HepTh_un,7,0.029006378791386893,0.01426238305075894,0.01405380442914509,0.02078541370962573,0.006309367909238249
GDD,IC,CA-HepTh_un,8,0.029072586246816398,0.014359551170712869,0.014093540770618938,0.02077543193550055,0.006336151887010881
GDD,IC,CA-HepTh_un,9,0.0290389442000463,0.014280574635772257,0.014077256542906244,0.020759944366125566,0.006305841630006945
