heuristic,model,graph,seed,spread,community,fairness,budget,time
GDD,IC,email_di,0,1.0,0.9437279533746694,0.8556405363499857,0.9331261915193099,0.13406708189471384
GDD,IC,email_di,1,1.0,0.9428250939953859,0.8555528966004204,0.9333817947288962,0.11627603902452759
GDD,IC,email_di,2,1.0,0.9438795672528723,0.855501358420454,0.933318633433141,0.12814165998084834
GDD,IC,email_di,3,1.0,0.9428960308142175,0.8555851298379283,0.933139191167046,0.1359016316411238
GDD,IC,email_di,4,1.0,0.9434160237425536,0.8553968239631116,0.933944232105929,0.12610822158820434
GDD,IC,email_di,5,1.0,0.9424518834672037,0.8556258992914386,0.9329366803595777,0.12028450930138503
GDD,IC,email_di,6,1.0,0.9431295654096632,0.8556486838062676,0.9331885230569734,0.128052287181452
GDD,IC,email_di,7,1.0,0.9437430031642915,0.8555728372074909,0.9330787872630478,0.1242581208662119
GDD,IC,email_di,8,1.0,0.942925091831183,0.8556855278986071,0.9328137622866663,0.1322156324585304
GDD,IC,email_di,9,1.0,0.9436022715546825,0.8556956841201938,0.9330524931155466,0.14363285269554163
GDD,IC,facebook_combined_un,0,1.0,0.7082089153231835,0.5724140074535593,0.8970611042382393,0.0
GDD,IC,facebook_combined_un,1,1.0,0.7094758933491069,0.572406720943121,0.8971268659346485,0.0
GDD,IC,facebook_combined_un,2,1.0,0.7074623609917841,0.5722832010627216,0.8981868100561614,0.0
GDD,IC,facebook_combined_un,3,1.0,0.7080828696201183,0.5724204928173928,0.8970864486987778,0.0
GDD,IC,facebook_combined_un,4,1.0,0.7096477075733004,0.572269805589868,0.8982929950849263,0.0
GDD,IC,facebook_combined_un,5,1.0,0.7085847569816196,0.5723638448746174,0.8974943144879631,0.0
GDD,IC,facebook_combined_un,6,1.0,0.7087517279547803,0.5723621938274376,0.897616500781893,0.0
GDD,IC,facebook_combined_un,7,1.0,0.7085031299301766,0.5724295267514963,0.8970262446855062,0.0
GDD,IC,facebook_combined_un,8,1.0,0.7087738357405599,0.5723317702438322,0.897720595339154,0.0
GDD,IC,facebook_combined_un,9,1.0,0.707729294949577,0.572389435817641,0.8972511981364368,0.0
GDD,IC,gnutella_di,0,1.0,0.6473746351987176,0.6365909532395971,0.5834777691313358,0.6140822521474816
GDD,IC,gnutella_di,1,1.0,0.6466838678029626,0.6365912855723502,0.5829078408168156,0.6324196672592671
GDD,IC,gnutella_di,2,1.0,0.6464040870533156,0.6366968993971321,0.5827419625002861,0.6354307700795478
GDD,IC,gnutella_di,3,1.0,0.6465939866300299,0.6365627057487431,0.5829716339741038,0.6266126949286643
GDD,IC,gnutella_di,4,1.0,0.6487939147397905,0.6365434038156128,0.5831165932121918,0.620936083318813
GDD,IC,gnutella_di,5,1.0,0.6455424510144429,0.636663636784727,0.5829510779132536,0.626971644419489
GDD,IC,gnutella_di,6,1.0,0.6480626414441537,0.6365187774725625,0.5833118181359364,0.6278686598635356
GDD,IC,gnutella_di,7,1.0,0.647733506490326,0.6366991426787642,0.5822379577372856,0.632597930883126
