heuristic,model,graph,seed,spread,community,fairness,budget,time
GDD,WC,email_di,0,0.41107586206896557,0.37790866271504686,0.3012766401410709,0.31068885229360516,0.06655549695740365
GDD,WC,email_di,1,0.41078742393509127,0.3777307749853339,0.30108157518785617,0.3105417249036967,0.07773551724137928
GDD,WC,email_di,2,0.41052231237322523,0.37777809342896196,0.30098536155100897,0.3096756849440492,0.07910592292089247
GDD,WC,email_di,3,0.4101695740365111,0.3770485777307302,0.3006305671113372,0.30977064537394333,0.07135129817444218
GDD,WC,email_di,4,0.41088772819472613,0.37760516494156865,0.30101478755710853,0.31115296145652943,0.07831089249492898
GDD,WC,email_di,5,0.41073904665314404,0.37765692892546815,0.3010531474903779,0.3103753463718475,0.07476929006085192
GDD,WC,email_di,6,0.4104203853955375,0.3773754572708706,0.30086387775149015,0.30999703849450877,0.07890750507099392
GDD,WC,email_di,7,0.41050801217038546,0.3774472136725794,0.3008334154508156,0.3104315449703202,0.07675310344827585
GDD,WC,email_di,8,0.41041156186612576,0.3770805569373563,0.3008036668182904,0.31014036161567543,0.0685322312373225
GDD,WC,email_di,9,0.41079452332657196,0.3776164011549995,0.30118178578370464,0.3100055490000884,0.06773795131845842
GDD,WC,facebook_combined_un,0,0.20680881406288687,0.1338118581867629,0.08756501210899187,0.1696897207344964,0.0
GDD,WC,facebook_combined_un,1,0.20703869769744987,0.13392763459346774,0.08764201852313315,0.16970350331995646,0.00710027234463976
GDD,WC,facebook_combined_un,2,0.2069057439960386,0.13389645013767174,0.08762990429459527,0.16957189313453666,0.006889329041842039
GDD,WC,facebook_combined_un,3,0.20639774696707103,0.13334660934829856,0.08734802174111958,0.16905047549433325,0.0
GDD,WC,facebook_combined_un,4,0.20680693240901213,0.13360674702448,0.08754748992999047,0.16968270448053824,0.007103738549145827
GDD,WC,facebook_combined_un,5,0.2067508541718247,0.13355972016576917,0.08752471398985655,0.16948350375416033,0.0
GDD,WC,facebook_combined_un,6,0.20664270859123546,0.13378376349190824,0.08750679095752478,0.16932474620952548,0.0
GDD,WC,facebook_combined_un,7,0.20662691260212923,0.13365712958606013,0.08744280233885512,0.1694123935163983,0.0
GDD,WC,facebook_combined_un,8,0.20666769002228275,0.1340173375871892,0.08749605997056377,0.16939112150647012,0.007089378559049266
GDD,WC,facebook_combined_un,9,0.20650834364941817,0.13362056138477846,0.08743018344483003,0.16935515952463528,0.007299826689774695
