n_nodes,influence,nodes
4,303.64,"[1896, 4492, 4727, 5882]"
3,257.36,"[5882, 6249, 4727]"
2,185.07,"[5882, 3090]"
14,836.51,"[3587, 4727, 6249, 5801, 5265, 3473, 4467, 4821, 1654, 2805, 694, 2710, 5882, 766]"
43,1876.17,"[4238, 4751, 3473, 3090, 5265, 2710, 4761, 1821, 926, 2721, 1442, 2851, 2341, 4517, 2726, 2984, 5801, 1834, 3115, 3755, 694, 695, 6070, 3397, 1103, 1872, 4944, 5461, 5335, 1639, 4839, 5737, 1896, 236, 3313, 4465, 4467, 2805, 1654, 4727, 6261, 5882, 766]"
11,736.73,"[2721, 4238, 3313, 5265, 4467, 3090, 2805, 1654, 4727, 2710, 5882, 3426]"
15,893.57,"[5410, 4839, 4238, 1071, 5265, 3313, 3090, 4465, 2805, 2710, 4727, 1556, 694, 5882, 926]"
9,651.65,"[4839, 5801, 3115, 4238, 5265, 3090, 1654, 4727, 2710, 5882]"
41,1838.45,"[3459, 4238, 4751, 3473, 3090, 5265, 2710, 4761, 926, 2721, 1442, 2851, 2341, 2726, 4517, 2984, 5801, 1834, 3755, 3115, 694, 695, 3397, 1103, 4944, 5461, 5335, 1639, 1896, 4839, 5737, 236, 4465, 3313, 4467, 6261, 1654, 4727, 2805, 5882, 766]"
20,1161.27,"[4484, 3473, 3090, 2710, 1556, 2350, 5265, 5801, 3755, 695, 4465, 3397, 2805, 4727, 694, 5882, 2721, 5410, 4839, 2392, 3313]"
5,383.83,"[5526, 5801, 3115, 5882, 4727]"
1,118.77,[5882]
7,477.14,"[248, 1896, 4467, 6261, 2805, 4727, 5882]"
92,2662.48,"[3090, 3115, 1103, 1639, 5737, 1647, 6261, 1654, 4727, 1157, 1669, 1163, 4238, 4751, 5265, 1171, 2710, 4761, 2721, 2726, 5801, 3755, 694, 695, 5324, 5335, 216, 222, 4839, 5352, 233, 3306, 236, 2798, 3313, 2805, 248, 5882, 766, 5915, 1821, 5410, 2851, 2341, 1834, 5935, 4912, 2864, 4405, 4921, 835, 5955, 3397, 2378, 5962, 4944, 1872, 5461, 2392, 5984, 3425, 4965, 1896, 4465, 4467, 3459, 6020, 4485, 1414, 2439, 4484, 4492, 3473, 5012, 2455, 408, 412, 926, 1442, 4517, 2472, 2984, 6070, 5562, 4548, 459, 4056, 985, 2018, 4071, 5099, 1522]"
