n_nodes,influence,obj,nodes
0.96,0.0,1.0,"[4096, 5455, 18, 6034, 3803]"
0.95,0.0,1.0,"[5061, 6728, 5071, 5104, 121, 5533]"
1.0,0.0,0.8,[1366]
0.87,0.0,1.0,"[3492, 389, 5353, 6187, 1387, 6318, 880, 2511, 4148, 664, 923, 6811, 1309, 5022]"
0.9,0.0,0.6,"[897, 5380, 3077, 6670, 902, 2057, 6537, 2664, 140, 1368, 1341]"
0.98,0.0,1.0,"[6159, 6728, 5071]"
0.97,0.0,1.0,"[4096, 6034, 18, 2610]"
0.99,0.0,0.8,"[746, 6913]"
0.68,0.01,0.6,"[4610, 519, 2580, 2583, 4658, 564, 6714, 1091, 3143, 77, 4190, 5220, 3695, 5747, 5238, 1660, 5760, 5763, 6793, 1011, 1162, 649, 5265, 2706, 6297, 6351, 4942, 2131, 3412, 1243, 3292, 485, 5224]"
0.89,0.0,1.0,"[6016, 897, 5380, 3077, 5124, 5990, 2663, 521, 5100, 5750, 4729, 6197]"
0.93,0.0,0.6,"[897, 5380, 3077, 902, 2664, 2057, 140, 6670]"
0.79,0.0,0.8,"[2689, 5636, 2309, 4871, 3848, 1934, 2835, 150, 1689, 1306, 6815, 3750, 1595, 2750, 1609, 2390, 2266, 1501, 4837, 3302, 2663, 4203]"
0.96,0.01,0.4,"[3712, 1274, 1404, 4356, 2504]"
0.95,0.01,0.4,"[5671, 1491, 2013, 1183, 5533, 4233]"
0.94,0.0,1.0,"[5061, 6728, 5071, 5104, 121, 5533, 2432]"
0.82,0.0,0.8,"[6016, 897, 5380, 3077, 5124, 5990, 2663, 521, 5100, 5750, 4729, 3302, 3750, 2750, 1595, 1609, 801, 2390, 369]"
0.88,0.0,1.0,"[3492, 389, 5353, 1387, 6318, 2511, 880, 4148, 664, 858, 923, 6811, 1309]"
0.8,0.0,0.8,"[1223, 6728, 5071, 2887, 5320, 6601, 299, 4972, 621, 1261, 3747, 4093, 5011, 1275, 1309, 6391, 6393, 3684, 7036, 7037, 639]"
1.0,0.0,0.6,[2]
0.97,0.0,0.8,"[6728, 5061, 942, 2841]"
0.81,0.0,0.8,"[389, 801, 3492, 3750, 6187, 6318, 4148, 1595, 2750, 1609, 2511, 2390, 3302, 5353, 1387, 880, 369, 5750, 4729, 7000]"
0.72,0.01,0.6,"[2689, 5636, 2309, 4871, 1934, 2835, 150, 1689, 6815, 6944, 4768, 4772, 933, 3494, 1447, 4904, 1195, 2479, 1967, 2864, 1972, 5574, 4020, 4788, 314, 3133, 3777, 579, 580]"
0.86,0.0,0.8,"[5061, 6728, 5071, 5104, 121, 5533, 2432, 1275, 1309, 6391, 1033, 3684, 7036, 7037, 639]"
0.87,0.01,0.4,"[3712, 2, 1018, 4356, 1387, 6318, 880, 2511, 4148, 664, 923, 6811, 1309, 858]"
0.04,0.02,0.4,"[2400, 571, 3644, 2663, 5750, 4729, 1240, 5799, 1193, 5812, 4788, 4281, 3777, 5826, 710, 6347, 5326, 2256, 6353, 2266, 221, 737, 227, 1783, 4344, 3324, 4861, 1279, 5378, 6406, 2824, 2837, 1815, 5914, 6427, 1312, 6435, 292, 808, 811, 1324, 6960, 3899, 1345, 3907, 1349, 1353, 4939, 5967, 7008, 3936, 5990, 2919, 4967, 884, 3958, 5506, 2439, 909, 3473, 2449, 5013, 2966, 6553, 1442, 2978, 932, 3492, 4005, 6055, 6573, 5554, 4531, 2483, 1459, 434, 6578, 2488, 5049, 3002, 1467, 5052, 4543, 3009, 3524, 4549, 5575, 1484, 978, 5077, 3032, 2525, 478, 2528, 6118, 5100, 2030]"
0.83,0.0,0.8,"[521, 389, 5353, 6187, 1387, 6318, 880, 2511, 2807, 664, 923, 6811, 1309, 858, 6391, 6393, 7036, 409]"
0.84,0.0,1.0,"[1083, 897, 5380, 3077, 5124, 5990, 2663, 521, 5100, 5750, 4729, 6197, 6393, 3684, 7036, 7037, 639]"
0.77,0.0,0.8,"[791, 1576, 1322, 299, 2864, 2887, 1765, 6547, 4433, 4820, 5333, 3928, 2008, 2272, 5088, 1636, 996, 6886, 1767, 2097, 358, 4972, 365, 5007]"
0.05,0.02,0.4,"[5636, 3077, 3592, 571, 3644, 1620, 6279, 6803, 664, 6811, 3230, 4770, 5799, 1193, 5812, 4788, 4281, 3777, 5826, 710, 6347, 5326, 2256, 6353, 221, 737, 227, 1259, 1783, 4344, 1274, 3324, 4861, 1279, 5378, 5380, 1797, 6406, 2824, 1815, 5914, 1312, 6435, 292, 811, 1324, 6960, 3899, 1345, 3907, 1349, 1353, 4939, 5967, 7008, 3936, 2919, 4967, 884, 3958, 6524, 897, 5506, 2439, 909, 3473, 2449, 5013, 2966, 923, 5022, 1442, 2978, 932, 3492, 4005, 6055, 6573, 5554, 4531, 2483, 1459, 434, 6578, 2488, 5049, 3002, 1467, 5052, 4543, 3009, 3524, 4549, 5575, 478, 4554]"
0.73,0.01,0.6,"[1295, 2833, 6547, 299, 2864, 2097, 577, 2887, 4820, 5333, 2008, 3928, 2272, 5088, 1636, 1765, 996, 6886, 1767, 358, 4972, 365, 7021, 2166, 6391, 6393, 1146, 7036]"
0.98,0.0,0.8,"[1373, 5614, 942]"
0.65,0.02,0.4,"[791, 1576, 1322, 299, 2864, 2887, 1765, 6547, 4433, 4820, 5333, 3928, 2008, 2272, 3279, 1636, 996, 6886, 1767, 2097, 358, 4972, 365, 7021, 2166, 6391, 6393, 7036, 2833, 877, 2550, 3192, 1018, 1404, 1277, 6345]"
0.9,0.0,1.0,"[2400, 2051, 2887, 5320, 6728, 6601, 299, 4972, 5071, 6197, 5750]"
0.91,0.01,0.4,"[3712, 4225, 517, 1195, 1374, 4951, 2663, 521, 5100, 5750]"
