n_nodes,influence,nodes
7,60.54,"[386, 4485, 8, 4491, 277, 17, 1556]"
7,64.57,"[386, 4485, 8, 400, 17, 1556, 277, 31]"
4,41.18,"[386, 35, 4485, 8]"
1,14.16,[35]
2,24.07,"[386, 4491]"
26,133.44,"[386, 4485, 8, 4491, 5007, 8464, 17, 1556, 1301, 277, 408, 31, 1184, 8481, 290, 3874, 35, 165, 1324, 1068, 54, 442, 5308, 4925, 202, 3296]"
17,102.37,"[3874, 35, 290, 4485, 386, 165, 8, 4491, 400, 17, 1556, 1301, 277, 220, 30, 31, 633]"
11,84.8,"[386, 4485, 8, 7466, 141, 400, 17, 8464, 1556, 277, 30, 31]"
8,71.82,"[3840, 386, 4485, 8, 4491, 8464, 1556, 277, 31]"
83,244.07,"[8, 2061, 17, 1556, 31, 35, 1068, 2101, 54, 567, 1083, 588, 7763, 87, 5209, 94, 3181, 4212, 119, 1184, 165, 3749, 1195, 1206, 5302, 2742, 718, 3840, 277, 7449, 1306, 3874, 290, 2855, 1324, 813, 305, 7475, 824, 5433, 4925, 5439, 7487, 386, 4485, 1414, 400, 4497, 913, 7574, 7070, 5022, 1956, 3495, 2473, 8622, 7601, 946, 7602, 1462, 442, 4028, 1981, 3007, 1984, 963, 3013, 1478, 6597, 8136, 1993, 971, 4556, 972, 459, 461, 1996, 4045, 4044, 4557, 4560, 4566, 1504]"
5,47.24,"[386, 4485, 8, 4491, 17]"
14,93.37,"[386, 4485, 8, 4491, 2061, 8464, 17, 1556, 1301, 277, 633, 220, 30, 31]"
3,32.95,"[386, 35, 4485]"
88,251.63,"[8, 2061, 17, 1556, 31, 35, 1068, 2101, 54, 567, 1083, 588, 7763, 87, 5209, 94, 3181, 4212, 119, 1184, 165, 3749, 1195, 1206, 5302, 2742, 718, 3840, 277, 7449, 1306, 3874, 290, 2855, 1324, 813, 305, 7475, 824, 5433, 4925, 5439, 7487, 386, 4485, 1414, 400, 4497, 913, 1390, 7070, 5022, 1956, 3495, 6055, 2473, 8622, 7601, 946, 7602, 1462, 442, 4028, 1981, 3007, 1984, 963, 3013, 1478, 6597, 8136, 1993, 971, 4556, 972, 459, 461, 1996, 4045, 4044, 4557, 4560, 6098, 4566, 1504, 6625, 5602, 6126]"
92,257.23,"[8, 2061, 17, 1556, 31, 35, 1068, 2101, 54, 567, 1083, 588, 7763, 87, 5209, 94, 3181, 4212, 119, 1184, 165, 3749, 1195, 1206, 5302, 2742, 718, 3840, 277, 7449, 1306, 3874, 290, 2855, 1324, 813, 305, 7475, 824, 5433, 4925, 5439, 7487, 386, 4485, 1414, 2443, 400, 4497, 913, 6544, 2452, 7574, 2456, 7070, 5022, 1956, 3495, 2473, 1963, 8622, 7601, 946, 435, 5557, 1462, 442, 4028, 1981, 3007, 1984, 6597, 3013, 1478, 8136, 1996, 461, 4556, 4044, 972, 3020, 4045, 4557, 4560, 4566, 1504, 6625, 5602, 6126, 3569, 5108, 6778]"
33,161.26,"[386, 4485, 8, 4491, 2061, 8464, 17, 1556, 31, 1184, 290, 35, 3874, 165, 1324, 1068, 946, 54, 1206, 824, 1462, 442, 1083, 5308, 4925, 3013, 202, 1866, 588, 8447, 1231, 2768, 2014]"
69,226.41,"[3840, 386, 4485, 8, 4491, 2061, 8464, 17, 400, 1556, 1301, 277, 408, 31, 1184, 8481, 290, 35, 3874, 165, 1956, 3113, 1324, 1068, 5425, 305, 7475, 7858, 2101, 435, 54, 946, 1206, 567, 5302, 824, 1083, 1462, 4925, 442, 4028, 1981, 963, 3013, 6597, 1478, 588, 4557, 2126, 3020, 4560, 1996, 2768, 1872, 4556, 7763, 340, 7639, 7509, 8280, 87, 4824, 6098, 4566, 1498, 1504, 6625, 3569, 4900]"
60,210.56,"[3840, 386, 4485, 8, 4491, 400, 8464, 1556, 1301, 277, 1560, 408, 31, 1184, 8481, 290, 3874, 35, 165, 1324, 1068, 305, 7858, 7475, 435, 946, 1206, 54, 824, 1462, 442, 1083, 4925, 1981, 4034, 707, 963, 3013, 6981, 6597, 1478, 8136, 1996, 4556, 588, 719, 461, 2126, 718, 2768, 1872, 7763, 340, 6098, 87, 4824, 4566, 1504, 2805, 5325]"
