n_nodes,influence,nodes
1,129.83,[1821]
8,536.69,"[0, 3238, 742, 3946, 107, 736, 1692, 1821, 351]"
5,508.01,"[0, 107, 1420, 1821, 351]"
6,514.52,"[0, 2570, 107, 1420, 1821, 351]"
2,265.05,"[107, 351]"
4,498.29,"[0, 107, 1821, 351]"
3,370.67,"[0, 107, 351]"
48,823.88,"[0, 1420, 3084, 2841, 1691, 1821, 1827, 3238, 682, 2475, 1964, 1581, 1070, 2222, 1967, 1329, 1843, 3382, 1593, 704, 1090, 2627, 1479, 1095, 1480, 1099, 1753, 1373, 351, 223, 3169, 1379, 742, 3431, 3689, 745, 107, 3946, 874, 366, 2797, 368, 1648, 753, 3187, 2931, 3444, 2173]"
17,627.93,"[0, 1827, 3238, 107, 1420, 3084, 1070, 2222, 1967, 1329, 1843, 3382, 1655, 2841, 1691, 1821, 351]"
7,530.91,"[0, 1827, 3238, 107, 1821, 351, 306]"
61,886.88,"[0, 1926, 2566, 1821, 2270, 1827, 2725, 3238, 3111, 1702, 2983, 682, 2475, 1964, 1068, 1070, 1967, 1843, 1593, 1210, 1090, 2627, 1479, 1095, 2249, 1099, 1495, 216, 729, 3417, 2138, 1115, 2525, 1373, 3806, 1248, 3550, 351, 223, 3169, 226, 1379, 1503, 360, 3431, 3946, 107, 745, 2020, 2797, 366, 1645, 1777, 3444, 990, 1626, 2165, 1753, 2173, 1278, 348]"
13,590.28,"[0, 1827, 3238, 107, 1070, 2222, 306, 1843, 2841, 1109, 1692, 1821, 351]"
60,878.05,"[0, 1420, 3084, 2841, 2586, 1691, 1821, 1827, 3235, 3238, 682, 2475, 1964, 1068, 1070, 1967, 1843, 1593, 1210, 1090, 2627, 1479, 1095, 2249, 1099, 1495, 216, 729, 3417, 2138, 348, 1115, 2525, 1503, 2270, 1373, 3806, 1248, 3550, 351, 223, 3169, 226, 1379, 360, 3431, 3946, 107, 745, 2797, 366, 1645, 1777, 3444, 990, 1626, 2165, 1753, 2173, 1278]"
73,888.91,"[0, 1926, 2964, 26, 1434, 1692, 1691, 1948, 1821, 1827, 2725, 3238, 3111, 1702, 2983, 682, 2475, 1964, 2731, 1070, 1967, 1843, 1593, 1210, 4027, 1084, 3133, 2627, 1988, 1095, 200, 1098, 1099, 1739, 3788, 80, 1108, 3669, 2388, 1495, 3287, 3160, 729, 3417, 2138, 216, 3550, 1503, 2270, 2525, 3806, 1248, 351, 1379, 2020, 742, 2145, 745, 3946, 107, 1115, 1645, 1777, 3187, 3444, 990, 1626, 2165, 1753, 1373, 2173, 1278, 3626]"
21,682.29,"[0, 1926, 2566, 1821, 1827, 2725, 3238, 3111, 1702, 1967, 1843, 1593, 830, 1090, 2627, 1479, 1099, 1753, 349, 1373, 351, 107]"
35,768.61,"[0, 2566, 1418, 2841, 2586, 1691, 1821, 1827, 3235, 3238, 682, 2475, 1964, 1843, 1461, 1593, 706, 2627, 1099, 1871, 1753, 860, 349, 1373, 351, 3169, 3431, 3689, 3946, 107, 1645, 366, 2797, 368, 1405]"
9,550.25,"[0, 1827, 3238, 107, 1420, 2841, 1691, 1821, 351, 165]"
36,774.09,"[0, 2053, 1420, 2964, 2841, 1821, 1827, 3238, 682, 2475, 1964, 1581, 1070, 2222, 1967, 1593, 706, 2118, 1480, 1099, 1871, 1753, 860, 349, 1373, 351, 3169, 1379, 742, 3431, 3946, 107, 1645, 366, 2797, 368]"
25,723.83,"[0, 2570, 2841, 1691, 1692, 1821, 1827, 3238, 1964, 1070, 1455, 3715, 1967, 1843, 1479, 1480, 1099, 1753, 349, 1373, 351, 3431, 360, 3946, 107]"
58,864.23,"[0, 1926, 2566, 1821, 1827, 2725, 3238, 3111, 1702, 2983, 682, 2475, 1964, 1070, 1967, 1843, 1593, 1210, 1090, 2627, 1479, 1095, 2249, 1099, 1495, 216, 729, 3417, 2138, 348, 1115, 2525, 1503, 2270, 1373, 3806, 1248, 3550, 2020, 351, 223, 226, 1379, 360, 3431, 3946, 107, 745, 2797, 366, 1645, 1777, 3444, 990, 1626, 2165, 1753, 1786]"
11,568.39,"[0, 1609, 3946, 107, 1420, 1070, 1843, 2841, 1691, 1692, 1821, 351]"
10,567.43,"[0, 3946, 107, 1420, 1070, 1843, 2841, 1691, 3481, 1821, 351]"
16,622.17,"[0, 1827, 3238, 107, 1420, 1070, 2222, 1967, 1329, 1843, 3382, 1655, 2841, 1691, 1821, 351]"
22,691.94,"[0, 2841, 2586, 1691, 1692, 1821, 1827, 3238, 1967, 1843, 1593, 830, 1090, 2627, 1479, 1480, 1099, 1753, 349, 1373, 351, 3946, 107]"
51,846.1,"[0, 1926, 2566, 1929, 1420, 1948, 1821, 1827, 2725, 3238, 3111, 1843, 1593, 1466, 830, 3135, 1090, 2627, 1479, 1095, 2249, 1099, 1495, 216, 729, 2138, 1115, 348, 2525, 2270, 1503, 1373, 3806, 1248, 3550, 2020, 351, 223, 3169, 226, 1025, 360, 3431, 3946, 107, 745, 2797, 366, 1645, 1777, 3444]"
28,736.91,"[0, 1420, 3084, 2841, 1691, 1821, 1827, 3238, 1070, 2222, 1967, 1329, 1843, 3382, 2137, 349, 1373, 351, 3935, 360, 3946, 107, 1645, 366, 2797, 368, 1655, 470]"
38,789.92,"[0, 2570, 1420, 3471, 2586, 1691, 1821, 1827, 3235, 3238, 682, 2475, 1964, 1843, 1461, 1593, 706, 2627, 2118, 1480, 1099, 1871, 1753, 860, 349, 1373, 351, 3169, 1379, 742, 3431, 3946, 107, 1645, 366, 2797, 368, 277]"
33,761.94,"[0, 2053, 1926, 2841, 2586, 1691, 1821, 1827, 3238, 1070, 1967, 1843, 3382, 3017, 1871, 1753, 3929, 860, 349, 1373, 351, 2781, 3169, 1379, 742, 3431, 3946, 107, 1645, 366, 2797, 368, 1405, 2293]"
43,803.2,"[0, 1420, 2964, 1691, 1692, 1948, 1821, 1827, 2725, 3238, 25, 1843, 1593, 1466, 830, 3135, 1090, 2627, 1479, 1480, 1099, 1753, 1373, 351, 223, 3169, 226, 1379, 742, 2151, 3431, 3689, 745, 107, 3946, 2797, 366, 368, 1777, 753, 3187, 3444, 2173]"
