seed_set,spread,seed,communities,fairness,budget,time
"[4013, 3951, 3907, 3748, 3713, 3692, 3686, 3564, 3556, 3545, 3428, 3288, 3113, 3107, 3092, 2912, 2878, 2645, 2479, 2389, 2351, 2297, 2163, 2111, 2090, 2038, 1854, 1833, 1642, 1615, 1614, 1592, 1556, 1406, 1190, 1183, 1161, 1061, 886, 731, 592, 553, 521, 269, 135, 16, 10]",1904.06,47.0,0.34853312201734754,0.37341120687775464,1566.0000000000005,0.0
"[4013, 3951, 3748, 3692, 3686, 3564, 3556, 3545, 3428, 3288, 3173, 3113, 3107, 3089, 2912, 2878, 2720, 2479, 2468, 2389, 2322, 2297, 2236, 2163, 2111, 2050, 1909, 1854, 1833, 1692, 1642, 1615, 1614, 1592, 1206, 1190, 1172, 1018, 886, 772, 731, 592, 526, 416, 407, 375, 373, 371, 21]",1988.69,49.0,0.3211869455989065,0.3369792719483884,2166.9999999999986,0.0
"[3247, 2432, 1308, 351]",1363.61,4.000000000000003,0.47860899375407406,0.7252441653611594,1090.9999999999995,0.0
"[3247, 1571, 1308, 837, 351]",1394.92,5.0000000000000036,0.46677239522599956,0.6850672600447008,1152.0000000000007,0.0
"[3300, 2214, 510]",816.82,3.0000000000000018,0.5840477555608777,0.7763973404326815,143.0000000000009,0.0
"[3300, 2615, 2375, 962, 510]",960.82,5.0000000000000036,0.5277475047477125,0.6852785516487802,187.0000000000012,0.0
"[3247, 1571, 1308, 837, 763, 351]",1498.61,6.000000000000004,0.45968539750991366,0.6420196461295226,1276.0000000000005,0.0
"[4013, 3951, 3763, 3692, 3686, 3564, 3556, 3545, 3428, 3288, 3113, 2912, 2878, 2684, 2479, 2389, 2351, 2297, 2212, 2163, 2095, 2090, 1954, 1909, 1854, 1833, 1730, 1642, 1615, 1614, 1592, 1206, 1190, 962, 958, 886, 731, 592, 375, 373, 371, 0]",1965.74,42.0,0.3210239471716395,0.38196898055061823,2002.0000000000002,0.0
"[3589, 3107, 2819, 2720, 2692, 2690, 2468, 2297, 2052, 1909, 1669, 1421, 1018, 416, 407, 375, 118, 6]",1641.76,18.000000000000004,0.375142095267765,0.5171989839301906,776.0000000000006,0.0
"[4013, 3998, 3981, 3957, 3951, 3814, 3767, 3748, 3686, 3564, 3556, 3545, 3460, 3428, 3179, 3113, 3107, 3089, 3060, 3022, 3005, 2912, 2878, 2748, 2720, 2548, 2485, 2479, 2468, 2419, 2406, 2402, 2389, 2322, 2297, 2257, 2181, 2163, 2141, 2111, 2090, 2009, 1982, 1917, 1905, 1897, 1892, 1833, 1692, 1642, 1631, 1615, 1614, 1592, 1529, 1528, 1516, 1475, 1406, 1387, 1206, 1190, 1172, 979, 952, 886, 750, 731, 722, 592, 495, 416, 407, 375, 367, 364, 225, 21]",2083.9,78.0,0.3102253038720115,0.38873380368688903,2860.0000000000005,0.0
"[2993, 1308, 1190, 837, 763, 351]",1512.43,6.000000000000004,0.45625575497067206,0.646798640180525,1336.0000000000002,0.0
"[4013, 3748, 3556, 3545, 3428, 3288, 3198, 3089, 3066, 2912, 2680, 2419, 2389, 2322, 2297, 2293, 2090, 2040, 1953, 1833, 1615, 1579, 1471, 1326, 1190, 830, 743, 731, 592, 556, 526, 397, 375, 350, 348, 225, 21]",1918.66,37.0,0.3359732400725436,0.355295299442814,1860.9999999999995,0.0
"[4013, 3953, 3951, 3850, 3825, 3814, 3748, 3692, 3686, 3616, 3574, 3564, 3556, 3470, 3428, 3288, 3179, 3113, 3107, 3089, 3060, 3022, 2912, 2878, 2720, 2690, 2539, 2479, 2468, 2432, 2389, 2322, 2288, 2257, 2163, 2141, 2111, 2090, 2031, 2009, 1897, 1892, 1854, 1833, 1692, 1642, 1615, 1614, 1592, 1551, 1529, 1516, 1364, 1206, 1190, 1172, 1152, 979, 886, 879, 786, 750, 731, 722, 646, 592, 495, 375, 231, 225, 21]",2060.59,71.0,0.3134043999705527,0.36117039409079377,2539.9999999999995,0.0
