n_nodes,influence,communities,nodes
6.000000000000004,11.07,0.6548942843069763,"[6143, 2723, 4613, 9, 3473, 3341]"
11.999999999999998,15.6,0.48350738117045355,"[5122, 516, 3845, 5512, 6152, 1165, 1807, 3218, 21, 5526, 2042, 3355]"
4.000000000000003,7.04,0.7141931006819114,"[3017, 2668, 5, 6157]"
2.000000000000001,3.5,0.7879236266449665,"[530, 2285]"
5.0000000000000036,6.31,0.6807591995842238,"[2866, 3340, 2565, 5843, 987]"
3.0000000000000018,6.58,0.7508357700084661,"[6157, 5124, 4613]"
2.000000000000001,3.29,0.7876304989279771,"[4219, 260]"
3.0000000000000018,6.14,0.7504147844201002,"[1024, 6157, 5]"
44.99999999999999,73.4,0.13292372772586658,"[5122, 5124, 4102, 267, 6157, 1038, 3473, 1941, 5015, 2455, 2969, 2458, 4507, 6043, 5882, 2463, 544, 2721, 3242, 2860, 2483, 4042, 463, 3451, 1368, 1371, 1378, 867, 5988, 6117, 871, 2541, 2415, 5359, 2932, 4599, 504, 3065, 122, 507, 1916, 5117, 510, 383, 3799]"
3.0000000000000018,6.38,0.7507276540178784,"[5333, 6157, 5]"
5.0000000000000036,8.88,0.6814085063176835,"[1024, 5, 663, 1841, 3473]"
5.0000000000000036,12.44,0.6855889005916466,"[4219, 3443, 43, 3473, 5882]"
5.0000000000000036,6.28,0.6797679821854645,"[3616, 1314, 2565, 1392, 987]"
6.000000000000004,13.96,0.656136546664548,"[530, 4219, 863, 43, 5882, 3473]"
