n_nodes,influence,nodes
6,19.05,"[4484, 6157, 3473, 5335, 5882, 3646]"
3,8.92,"[4484, 2984, 5882]"
1,3.31,[6157]
4,13.34,"[2721, 4484, 5335, 5882]"
11,32.44,"[2721, 4484, 2212, 44, 6157, 2798, 2443, 3473, 2455, 157, 5335, 5882]"
62,117.53,"[4484, 1639, 2984, 1896, 6279, 140, 2798, 1821, 554, 2517, 5882, 2439, 6157, 2875, 2392, 3473, 5335, 1244, 401, 2966, 3553, 2481, 848, 2866, 4013, 945, 54, 5346, 695, 3569, 4085, 504, 2753, 5313, 5396, 6016, 2443, 2131, 4180, 387, 3797, 1747, 4409, 1459, 2948, 2406, 5888, 3464, 1423, 1382, 2455, 3434, 3965, 878, 624, 3313, 2155, 4467, 157, 6005, 3432, 2721]"
76,139.79,"[4484, 5, 2052, 2439, 3464, 2443, 6157, 911, 1423, 3473, 5396, 916, 2966, 2455, 2840, 5018, 4507, 1182, 1440, 2721, 1955, 2212, 420, 934, 2599, 2984, 1452, 945, 1459, 695, 5304, 4409, 1981, 4416, 5313, 2753, 66, 2883, 1861, 714, 1482, 2506, 1102, 5842, 1747, 3797, 5334, 5335, 2392, 4185, 4311, 5461, 1246, 5983, 5985, 2913, 1381, 1766, 1639, 1896, 5737, 3432, 2406, 3434, 1645, 2798, 878, 624, 3313, 2155, 3181, 1529, 5882, 4731, 3965, 3882]"
93,165.48,"[2048, 4484, 1156, 2443, 6157, 3473, 2198, 2455, 157, 2721, 3680, 5219, 1366, 121, 4731, 1728, 712, 5842, 5313, 5461, 4185, 1639, 2155, 1245, 1896, 2285, 878, 2798, 3181, 5737, 624, 2649, 5335, 5032, 1645, 5346, 2458, 923, 2984, 762, 3313, 6071, 5569, 967, 1486, 4573, 1003, 3569, 4085, 504, 1246, 4092, 3434, 5867, 1916, 5882, 129, 5888, 381, 387, 3967, 2320, 3432, 5396, 4374, 4416, 2840, 2883, 1861, 4409, 2406, 2875, 4417, 5983, 3965, 2392, 1382, 2431, 420, 51, 4013, 2481, 945, 1459, 1529, 6016, 2439, 3464, 4492, 1423, 2832, 2966, 5018]"
69,128.83,"[6016, 4484, 2948, 2439, 3464, 2443, 4492, 6157, 911, 2832, 3473, 1423, 401, 2198, 2455, 2840, 2966, 5018, 157, 2721, 2212, 934, 2984, 1968, 3121, 2481, 945, 54, 695, 6071, 4409, 2875, 2429, 4416, 4417, 2753, 2883, 5569, 1861, 1747, 4180, 3797, 5461, 5335, 2392, 3933, 1885, 5983, 5985, 1381, 1382, 1639, 357, 5737, 2406, 2155, 1896, 3181, 2798, 4457, 3434, 3432, 4467, 6005, 886, 5882, 3965, 2431, 5296]"
91,162.68,"[6157, 1645, 121, 1156, 2198, 157, 2721, 2212, 695, 5313, 1747, 3797, 5335, 1246, 5346, 1766, 5867, 2285, 2798, 3313, 762, 5882, 5888, 2832, 4368, 3345, 2320, 5396, 4374, 2840, 1817, 4409, 2875, 4416, 4417, 2883, 1861, 5461, 2392, 5983, 357, 1381, 1382, 1896, 4457, 2406, 3434, 3432, 878, 6005, 1916, 381, 3965, 3967, 6016, 3454, 2431, 387, 4484, 2948, 2439, 3464, 4492, 2446, 911, 398, 3473, 401, 1423, 2455, 5018, 2458, 923, 420, 934, 2984, 4013, 2481, 945, 1459, 6071, 5569, 967, 1486, 4573, 1003, 3569, 4085, 504, 1529, 4092]"
