n_nodes,influence,nodes
0.0014855162168853676,0.37,"[2560, 690, 1466, 2652, 830, 1577]"
0.018321366674919536,0.53,"[0, 2570, 2188, 2573, 2832, 3858, 790, 791, 2204, 1821, 1695, 801, 291, 2088, 680, 1327, 2096, 690, 1588, 1973, 2359, 2103, 953, 698, 1850, 315, 444, 1342, 3904, 1858, 962, 2627, 325, 4037, 1736, 3912, 1992, 2379, 2377, 1737, 843, 1998, 335, 2769, 3534, 2259, 3668, 3285, 2512, 3024, 3535, 470, 1500, 2526, 352, 3556, 1254, 2920, 1002, 1643, 3692, 363, 622, 1900, 366, 2540, 495, 2543, 499, 1654, 2550, 2043, 1020, 3781]"
0.0009903441445902451,0.33,"[690, 1466, 2652, 830]"
0.003961376578360981,0.47,"[0, 768, 801, 2570, 2188, 1423, 1327, 2096, 3377, 2452, 1588, 2228, 2839, 1973, 1821, 959]"
0.002723446397623174,0.43,"[352, 0, 3745, 768, 2570, 2096, 817, 1588, 1973, 3644, 1821]"
0.0002475860361475613,0.15,[352]
0.0019806882891804903,0.43,"[352, 1577, 2570, 1356, 817, 2652, 1821, 3102]"
0.018568952711067097,0.54,"[0, 768, 2570, 2188, 2573, 790, 1821, 1950, 1695, 801, 291, 2088, 680, 1455, 2096, 3505, 690, 819, 1588, 1973, 2103, 2359, 953, 698, 1850, 315, 1466, 444, 1470, 962, 325, 4037, 199, 1736, 3912, 1992, 2379, 1484, 1998, 3535, 2512, 2769, 3534, 2259, 3668, 3285, 2774, 1111, 3160, 1751, 2264, 3416, 470, 3293, 350, 352, 985, 1495, 1498, 2916, 1500, 2526, 3556, 1002, 1643, 363, 1900, 366, 3024, 2540, 495, 2543, 2550, 2043, 1020]"
0.021044813072542707,0.54,"[2560, 0, 2573, 2088, 2096, 1588, 2103, 3668, 1111, 3160, 1643, 645, 2188, 1695, 680, 690, 698, 199, 1736, 2769, 2259, 3285, 2774, 1751, 2264, 221, 1254, 2832, 3858, 790, 791, 1821, 801, 291, 1327, 2359, 1850, 315, 325, 3912, 2379, 3416, 352, 2916, 363, 1900, 366, 3972, 911, 3986, 1943, 1950, 1439, 3490, 426, 3503, 1455, 3505, 1973, 120, 444, 1470, 962, 4037, 1992, 1484, 1998, 3534, 3535, 3024, 470, 1495, 985, 1498, 1500, 2526, 3556, 1002, 2540, 495, 2543, 499, 2550, 2043, 1020]"
0.019806882891804902,0.54,"[2560, 0, 2096, 1588, 1643, 3692, 622, 2188, 3214, 665, 3232, 678, 680, 698, 192, 1736, 2769, 2259, 3285, 2774, 1751, 2264, 221, 3293, 768, 2832, 790, 1821, 801, 291, 1327, 819, 2359, 1850, 315, 325, 3912, 2379, 3416, 350, 352, 2916, 363, 1900, 366, 1423, 1950, 3487, 1455, 1457, 3505, 1973, 953, 1466, 444, 1470, 962, 4037, 1992, 1484, 1998, 3535, 2512, 3534, 3024, 470, 1495, 985, 1498, 1500, 2526, 3556, 1002, 2540, 495, 2543, 2550, 2043, 1020, 3939]"
0.0017331022530329288,0.4,"[2570, 1356, 817, 690, 1466, 2652, 1821]"
0.008170339192869523,0.51,"[0, 2570, 2188, 2573, 2832, 3858, 790, 1821, 1695, 2088, 1327, 2096, 690, 1588, 1973, 2103, 953, 698, 1850, 315, 3912, 1227, 2379, 2769, 3923, 352, 1643, 1900, 3565, 3692, 366, 622, 373]"
0.0034662045060658577,0.46,"[0, 2570, 2188, 2573, 1327, 1456, 1585, 690, 3377, 1588, 2228, 1973, 2839, 1821]"
0.004208962614508541,0.47,"[0, 352, 2570, 1227, 2188, 2573, 2832, 690, 819, 1588, 1973, 790, 791, 2070, 1491, 1821, 2005]"
0.00569447883139391,0.49,"[0, 2570, 2188, 2573, 2832, 790, 791, 1821, 1950, 801, 1569, 678, 2088, 819, 1588, 53, 1973, 2228, 2748, 2504, 477, 352, 507]"
0.021787571180985392,0.54,"[0, 2570, 2573, 2088, 2096, 1588, 53, 2103, 3668, 1111, 1643, 3692, 622, 1695, 690, 698, 1736, 2769, 2259, 2774, 1751, 2264, 221, 1254, 2832, 3858, 790, 791, 1821, 291, 1327, 2359, 1850, 315, 325, 3912, 2379, 3416, 352, 3426, 2916, 2920, 3945, 363, 1900, 366, 1397, 885, 3450, 3966, 2947, 3972, 3986, 1943, 1439, 3490, 426, 1455, 3503, 3505, 1973, 953, 444, 962, 4037, 1992, 1484, 1998, 3535, 3534, 3024, 470, 1495, 985, 1498, 1500, 2526, 3556, 2535, 1002, 2540, 495, 1520, 2543, 499, 2550, 2043, 1020]"
0.0012379301807378064,0.36,"[1356, 817, 1466, 2652, 1821]"
0.005199306759098787,0.49,"[0, 2570, 2188, 2573, 2832, 790, 791, 1821, 1950, 801, 1569, 2598, 678, 2088, 681, 819, 1588, 477, 352, 362, 3054]"
0.020054468927952464,0.54,"[0, 2570, 2598, 2088, 1588, 2103, 3668, 1111, 1643, 3692, 622, 2240, 3214, 665, 3232, 678, 680, 698, 192, 1736, 2769, 2259, 3285, 2774, 1751, 2264, 221, 3293, 768, 2832, 790, 1821, 801, 291, 819, 2359, 1850, 315, 325, 3912, 2379, 3416, 350, 352, 2916, 363, 1900, 366, 1950, 3487, 1455, 1457, 3505, 1973, 953, 1466, 444, 1470, 962, 4037, 1992, 1484, 1998, 3535, 2512, 3534, 3024, 470, 1495, 985, 1498, 1500, 2526, 3556, 1002, 2540, 495, 2543, 2550, 2043, 1020]"
0.008417925229017083,0.51,"[0, 2570, 2188, 2573, 2832, 3858, 790, 1821, 1695, 2088, 1327, 2096, 690, 1588, 1973, 2103, 953, 698, 1850, 315, 3912, 1227, 2379, 2769, 3923, 352, 1643, 1900, 3565, 3692, 366, 622, 373, 2676]"
0.0076751671205743995,0.51,"[0, 2570, 2188, 2573, 2832, 1467, 790, 1821, 1695, 2088, 1327, 2096, 690, 1588, 1973, 2103, 953, 698, 1850, 315, 3912, 1227, 2379, 2769, 3923, 352, 1643, 1900, 3565, 3692, 366]"
0.0022282743253280515,0.43,"[352, 1577, 2570, 1356, 817, 2652, 1821, 3102, 1564]"
0.02079722703639515,0.54,"[0, 2570, 2573, 2088, 2096, 1588, 53, 2103, 3668, 1111, 1643, 3692, 622, 2188, 1695, 690, 698, 1736, 2769, 2259, 2774, 1751, 2264, 221, 1254, 2832, 3858, 790, 791, 1821, 291, 1327, 2359, 1850, 315, 325, 3912, 2379, 3416, 352, 3426, 2916, 2920, 3945, 363, 1900, 366, 1397, 885, 3450, 3966, 2947, 3972, 3986, 1943, 1439, 3490, 426, 1455, 3503, 3505, 1973, 953, 444, 962, 4037, 1992, 1484, 1998, 3535, 3534, 389, 470, 1495, 985, 1498, 1500, 2526, 3556, 2535, 1002, 2540, 495, 1520]"
