n_nodes,influence,nodes
1,23.32,[66]
2,35.42,"[66, 6]"
9,74.73,"[33, 66, 132, 69, 6, 136, 19, 22, 31, 88]"
13,83.86,"[32, 33, 66, 132, 69, 6, 13, 17, 19, 22, 89, 30, 31]"
34,115.61,"[132, 6, 136, 12, 17, 19, 149, 22, 150, 153, 26, 30, 31, 32, 33, 164, 174, 50, 59, 61, 66, 69, 73, 78, 80, 88, 89, 90, 92, 100, 108, 110, 124, 144]"
11,77.7,"[33, 66, 132, 69, 6, 136, 80, 19, 86, 22, 31]"
23,101.22,"[132, 6, 136, 9, 12, 19, 22, 30, 31, 32, 33, 59, 61, 66, 69, 75, 80, 89, 92, 100, 108, 110, 121]"
9,71.33,"[132, 6, 172, 136, 66, 22, 69, 89, 31]"
12,80.06,"[33, 66, 132, 69, 6, 17, 18, 19, 22, 30, 31, 27]"
24,103.33,"[32, 33, 66, 132, 69, 6, 73, 80, 19, 116, 22, 89, 31, 191, 61, 30, 147, 121, 59, 108, 110, 100, 92, 12]"
37,118.27,"[132, 6, 136, 12, 16, 19, 22, 92, 153, 26, 124, 30, 31, 32, 33, 164, 36, 166, 174, 181, 59, 61, 66, 69, 18, 80, 88, 89, 90, 100, 154, 108, 110, 111, 114, 121, 122]"
7,63.58,"[33, 66, 132, 6, 136, 22, 31]"
18,93.27,"[32, 33, 66, 69, 6, 12, 108, 92, 17, 19, 149, 22, 136, 61, 30, 31, 73, 83]"
37,118.27,"[132, 6, 136, 12, 17, 18, 19, 22, 153, 26, 154, 30, 31, 32, 33, 164, 36, 166, 174, 181, 59, 61, 66, 69, 73, 74, 80, 88, 89, 90, 92, 100, 108, 110, 111, 121, 124]"
8,69.05,"[33, 66, 69, 6, 136, 19, 22, 31]"
14,87.39,"[32, 33, 66, 132, 69, 6, 108, 80, 19, 116, 149, 89, 92, 30, 31]"
29,109.64,"[132, 6, 136, 17, 18, 19, 22, 30, 31, 32, 33, 41, 174, 181, 54, 59, 65, 66, 69, 73, 80, 88, 89, 90, 92, 100, 108, 110, 124]"
