n_nodes,influence,nodes
3,7.56,"[6157, 2455, 1958]"
6,16.82,"[2455, 6157, 3473, 1462, 4119, 5882]"
19,39.91,"[1035, 6157, 5265, 530, 3473, 919, 4119, 2455, 6043, 2721, 5164, 3501, 2733, 1585, 1462, 5703, 2121, 3658, 5882]"
8,22.31,"[6157, 5265, 3473, 530, 2738, 1462, 2455, 5882, 6043]"
30,59.19,"[4484, 6157, 3473, 530, 5396, 4759, 919, 4119, 2455, 2721, 2084, 4901, 5031, 5164, 3501, 2733, 941, 5703, 2121, 3658, 5335, 3415, 4185, 91, 3932, 5083, 1760, 2914, 5882, 1147]"
24,49.06,"[6157, 3473, 5265, 530, 2455, 415, 2721, 4901, 4902, 4647, 3501, 2733, 1462, 3658, 5335, 3415, 4185, 91, 3932, 5083, 1760, 4576, 2914, 5882]"
33,63.44,"[3328, 3969, 1668, 5384, 1035, 6157, 5265, 530, 3473, 2455, 926, 415, 2721, 4901, 4902, 4647, 2344, 1193, 3501, 2733, 3521, 3522, 4291, 3777, 3650, 3658, 1490, 1876, 2134, 5335, 2914, 5882, 1147]"
97,145.64,"[6157, 530, 4119, 4647, 3650, 2116, 5703, 2121, 3658, 1623, 1112, 91, 5211, 3165, 1125, 3686, 1639, 3693, 1668, 2721, 1193, 2733, 3777, 1731, 2773, 5335, 1763, 4326, 2792, 5882, 3835, 3338, 4901, 11, 2344, 823, 2873, 826, 4410, 1340, 3386, 323, 3921, 3930, 4963, 1897, 1419, 3473, 2455, 919, 926, 2985, 5546, 2986, 4522, 3501, 1454, 4014, 1455, 2479, 5554, 3506, 4020, 1461, 1462, 4023, 4536, 2999, 5562, 4538, 3006, 2494, 4544, 1470, 453, 454, 968, 970, 976, 1489, 5073, 5076, 2517, 5591, 4058, 4572, 2013, 5598, 4576, 2532, 4069, 6121, 4586, 2030, 4593, 1521, 1010]"
44,80.46,"[6157, 3473, 530, 5396, 919, 4119, 2455, 152, 3613, 415, 2721, 4647, 2344, 1193, 5031, 3501, 2733, 1585, 1462, 3521, 3522, 4291, 3650, 3658, 1490, 1876, 2134, 5335, 3415, 3930, 5211, 3932, 4957, 91, 4064, 2532, 1125, 4326, 1639, 2792, 3960, 5882, 1147, 2715]"
77,124.89,"[6157, 3473, 530, 1556, 5396, 2455, 4119, 919, 152, 3613, 926, 415, 2721, 4901, 4902, 4647, 2344, 1193, 5031, 2985, 3501, 2733, 941, 2479, 4020, 1461, 1462, 441, 5562, 2494, 3008, 3521, 3522, 4291, 453, 454, 5703, 968, 2121, 3658, 970, 976, 5073, 1490, 1489, 5076, 2517, 2134, 5335, 3415, 2264, 345, 5211, 3932, 4957, 5598, 5591, 4058, 4576, 4572, 2013, 4963, 2532, 1125, 4326, 1639, 2792, 4069, 4586, 3563, 4593, 1010, 1525, 3960, 5882, 1019, 128]"
2,6.82,"[3473, 6157]"
18,38.35,"[2455, 2721, 5703, 2121, 3658, 5164, 6157, 3501, 2733, 3263, 530, 3473, 4119, 1585, 1462, 919, 5882, 6043]"
61,104.29,"[3328, 3969, 1668, 5384, 1035, 6157, 5265, 530, 3473, 2455, 926, 415, 2721, 4901, 4902, 4647, 2344, 1193, 939, 1836, 3501, 2733, 3887, 4017, 1585, 1461, 1462, 823, 826, 4410, 1340, 5562, 444, 3008, 3521, 3522, 3777, 3650, 2116, 3141, 5703, 323, 2121, 3658, 3402, 5960, 3275, 3779, 2772, 2517, 5335, 4824, 1112, 4954, 3932, 324, 223, 3424, 2145, 504, 5882, 1462]"
38,71.76,"[4484, 6157, 3473, 5396, 919, 2455, 152, 4507, 3613, 926, 415, 2721, 4901, 4902, 4647, 2344, 1193, 5031, 2733, 4291, 2121, 842, 3658, 1490, 2134, 5335, 5211, 3932, 4957, 1125, 4326, 1639, 2792, 1256, 6121, 5867, 111, 5882]"
76,122.6,"[6157, 5265, 3473, 530, 5783, 4119, 2455, 2843, 926, 415, 3231, 2721, 4901, 4902, 4647, 2344, 1193, 2985, 299, 172, 1836, 939, 3887, 4017, 1585, 1461, 1462, 823, 826, 4410, 1340, 5562, 444, 3008, 3521, 3522, 3777, 3650, 2116, 3141, 5703, 323, 2121, 3658, 3402, 5960, 3275, 3779, 2772, 2517, 5335, 4824, 1112, 3930, 4954, 3932, 4572, 2013, 324, 5598, 4576, 5851, 4963, 1252, 2661, 4069, 2792, 4586, 3563, 5230, 4593, 1010, 1525, 5882, 3835, 3461]"
