n_nodes,influence,obj,nodes
1.0,0.01,0.20983490666864657,[257]
0.95,0.02,0.3551861509832469,"[257, 3978, 395, 246, 1467, 157]"
0.59,0.05,0.5091472643718258,"[257, 1547, 395, 145, 788, 1948, 669, 157, 158, 288, 7072, 1446, 3239, 4263, 680, 170, 555, 2476, 5032, 4011, 2094, 428, 2220, 2738, 822, 6454, 1593, 6458, 1851, 4284, 2109, 5823, 4160, 5070, 90, 3290, 4188, 97, 2274, 99, 1010, 945]"
0.95,0.02,0.36154488653733496,"[257, 903, 523, 367, 157, 2270]"
0.73,0.05,0.4742819086489415,"[257, 905, 523, 395, 145, 788, 1429, 1941, 1305, 1945, 1308, 669, 157, 158, 288, 5406, 1446, 1576, 170, 555, 6454, 6071, 1593, 2109, 1855, 5589, 90, 107]"
0.6,0.05,0.5283784552825992,"[257, 903, 905, 1929, 523, 395, 3215, 145, 788, 1948, 157, 669, 680, 5032, 170, 555, 2220, 2476, 4011, 428, 2094, 945, 2738, 3518, 822, 6454, 1593, 6458, 1851, 4284, 2109, 5823, 4160, 5070, 90, 3290, 4188, 97, 2274, 99, 1260]"
0.95,0.02,0.35925133435869083,"[257, 905, 523, 4492, 395, 145]"
0.77,0.04,0.48267529390155084,"[5376, 257, 905, 1929, 523, 395, 3215, 145, 788, 1948, 157, 669, 680, 5032, 170, 2220, 2476, 1593, 2109, 2501, 5589, 90, 4830, 107]"
0.97,0.02,0.31964193804226393,"[257, 170, 395, 157]"
0.95,0.02,0.3542286278620772,"[288, 2341, 170, 395, 788, 1305]"
0.83,0.04,0.4868521846442434,"[257, 905, 1929, 523, 669, 157, 288, 680, 5032, 170, 555, 2476, 4011, 2094, 428, 945, 822, 367]"
0.9,0.02,0.43381169749633597,"[257, 903, 1929, 523, 395, 555, 2476, 428, 2220, 145, 6950]"
0.9,0.02,0.44734225408208605,"[257, 903, 1929, 523, 4492, 555, 365, 2476, 145, 428, 2220]"
0.76,0.04,0.511194974432659,"[257, 905, 1929, 523, 4492, 3215, 145, 788, 157, 669, 158, 3239, 5032, 1576, 170, 4263, 555, 680, 2476, 2094, 428, 90, 367, 2291, 246]"
0.95,0.02,0.3449227889195501,"[257, 170, 395, 555, 3184, 145]"
0.79,0.04,0.4991115364376928,"[257, 905, 1929, 395, 157, 669, 288, 680, 7337, 170, 555, 2476, 428, 2094, 2220, 4011, 3374, 90, 367, 2291, 246, 2249]"
0.76,0.04,0.5152683281369779,"[257, 903, 1929, 395, 1308, 669, 1948, 157, 288, 170, 555, 2476, 4011, 2094, 428, 2220, 2738, 3000, 1593, 1620, 2261, 726, 5720, 90, 246]"
