n_nodes,influence,nodes
1,101.66,[669]
2,145.65,"[257, 669]"
6,319.32,"[257, 1544, 392, 139, 398, 669]"
7,355.69,"[65, 1544, 392, 1781, 139, 398, 669]"
7,379.92,"[65, 546, 1544, 392, 139, 398, 669, 7367]"
4,265.86,"[257, 139, 398, 669]"
15,519.91,"[65, 546, 1446, 1544, 392, 138, 139, 2444, 141, 398, 239, 28, 669, 2206, 7263]"
5,296.16,"[257, 1544, 139, 398, 669]"
9,452.91,"[65, 257, 392, 1544, 138, 139, 398, 669, 2206, 401]"
33,769.06,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 939, 169, 1199, 1712, 561, 1332, 1845, 3892, 823, 2234, 65, 1878, 864]"
17,570.92,"[65, 257, 546, 392, 1544, 138, 139, 811, 141, 398, 1199, 145, 561, 2737, 566, 669, 2206]"
8,436.61,"[65, 1544, 392, 138, 139, 141, 398, 669, 1622]"
3,201.51,"[141, 398, 669]"
28,756.61,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 566, 823, 65, 6469, 215, 745, 897]"
31,756.88,"[257, 1544, 392, 138, 139, 10, 398, 1554, 3730, 154, 5019, 28, 669, 2206, 546, 168, 296, 43, 811, 1712, 561, 3634, 3890, 1332, 1845, 65, 6469, 215, 4068, 1002, 4716]"
52,908.73,"[257, 1544, 392, 138, 139, 1163, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 939, 2094, 1199, 1712, 561, 1332, 1845, 3892, 339, 2234, 65, 590, 2513, 4818, 1362, 5971, 852, 1878, 6996, 215, 1236, 2901, 7511, 6488, 995, 1260, 880, 6512, 3186, 371]"
43,871.06,"[257, 1544, 392, 138, 139, 1163, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 168, 296, 43, 811, 1712, 561, 1332, 1845, 566, 823, 2234, 3772, 65, 6469, 1352, 590, 3023, 1362, 5971, 852, 6996, 1236, 215, 7511, 4818]"
20,660.92,"[392, 1544, 138, 139, 141, 398, 145, 28, 669, 2206, 546, 296, 811, 561, 3634, 566, 65, 6469, 2122, 215, 239]"
57,919.15,"[257, 898, 1544, 392, 138, 139, 141, 398, 1554, 3730, 918, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 561, 1332, 1845, 566, 823, 3892, 2234, 65, 6469, 3660, 6222, 2513, 4818, 1362, 5971, 852, 1878, 6996, 215, 1236, 2901, 7511, 4347, 5081, 4060, 6110, 480, 994, 2020, 3687, 6122, 1260, 239, 6512, 4467, 1653, 1141]"
25,723.26,"[257, 898, 1544, 392, 138, 139, 141, 398, 1554, 3730, 918, 4389, 28, 669, 2206, 546, 1702, 296, 43, 811, 566, 823, 65, 6469, 215]"
11,473.8,"[65, 257, 392, 1544, 138, 139, 398, 401, 3702, 669, 2206, 3920]"
59,959.44,"[257, 1544, 392, 138, 139, 1163, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 939, 2094, 1199, 1712, 561, 1332, 1845, 3892, 823, 2234, 65, 590, 4818, 1362, 5971, 852, 1878, 6996, 215, 1236, 2901, 7511, 3030, 5081, 4060, 6110, 480, 994, 2020, 3687, 2834, 1260, 239, 6512, 4467, 1653, 1141]"
58,934.64,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 296, 43, 811, 939, 2094, 1199, 1712, 561, 1332, 1845, 3892, 823, 2234, 65, 3660, 6222, 2513, 4818, 1362, 5971, 852, 1878, 6996, 215, 1236, 2901, 7511, 3030, 5081, 4060, 6110, 994, 2020, 3687, 6122, 1260, 239, 6512, 4467, 1653, 1141]"
19,618.96,"[1544, 392, 139, 141, 398, 145, 28, 669, 2206, 546, 296, 811, 561, 3634, 566, 65, 2122, 215, 239]"
64,982.84,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 7467, 2094, 1199, 1712, 561, 1332, 823, 2234, 65, 6469, 1349, 1352, 2249, 1995, 590, 2513, 4818, 1362, 5971, 852, 6996, 4436, 215, 1236, 2901, 7511, 3030, 5081, 4060, 6110, 480, 1754, 994, 2020, 6631, 6122, 1260, 239, 6512, 4467, 1653, 1141, 5172]"
26,733.32,"[257, 898, 1544, 392, 138, 139, 141, 398, 1554, 3730, 918, 28, 669, 2206, 546, 4389, 1702, 296, 43, 811, 566, 823, 65, 6469, 215, 100]"
24,696.45,"[257, 898, 1544, 392, 139, 141, 398, 1554, 3730, 918, 28, 669, 2206, 546, 1702, 296, 43, 811, 566, 823, 65, 6469, 215, 745]"
41,838.35,"[1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 6799, 28, 669, 2206, 546, 168, 296, 43, 811, 1712, 561, 1332, 1845, 566, 823, 2234, 3772, 65, 6469, 1352, 590, 3023, 1362, 5971, 852, 6996, 1236, 215, 7511, 4818]"
35,828.21,"[257, 898, 1544, 392, 138, 139, 141, 398, 1554, 3730, 918, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 561, 1332, 566, 823, 2234, 65, 6469, 1349, 1352, 2249, 590, 215, 239, 5118, 1304]"
33,770.45,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 2094, 1199, 1712, 1332, 823, 2234, 65, 6469, 1349, 1352, 2249, 590, 239, 5118]"
13,509.74,"[65, 257, 392, 1544, 138, 139, 972, 398, 401, 145, 561, 669, 2206]"
19,649.24,"[257, 898, 1544, 392, 138, 139, 141, 398, 669, 2206, 546, 296, 3634, 566, 823, 65, 6469, 2122, 215, 239]"
61,977.79,"[5760, 257, 392, 1544, 138, 139, 398, 401, 1554, 3730, 918, 154, 28, 669, 2206, 546, 166, 1702, 43, 811, 1712, 561, 3634, 3890, 1332, 1845, 566, 823, 3772, 6462, 65, 6469, 1352, 2249, 590, 1362, 3027, 852, 6996, 4436, 215, 7511, 6488, 1236, 2901, 4060, 6110, 480, 994, 2020, 3687, 6122, 1260, 239, 880, 6512, 4467, 1653, 1141, 888, 7519]"
45,880.22,"[5760, 257, 392, 1544, 138, 139, 398, 401, 1554, 3730, 918, 154, 28, 669, 2206, 546, 166, 1702, 296, 43, 811, 7467, 2094, 1199, 1712, 561, 1332, 823, 2234, 5306, 65, 6469, 1349, 1352, 2249, 842, 590, 2513, 4818, 1362, 5971, 852, 6996, 4436, 215, 6890]"
10,469.01,"[65, 257, 392, 1544, 138, 139, 398, 401, 3702, 669, 2206]"
21,673.2,"[257, 898, 1544, 138, 139, 141, 398, 145, 916, 28, 669, 2206, 546, 296, 811, 561, 4666, 65, 6469, 2122, 215, 239]"
18,595.29,"[257, 139, 141, 398, 145, 28, 669, 2206, 546, 811, 561, 3634, 566, 65, 6469, 2122, 215, 239]"
42,859.17,"[257, 1544, 392, 138, 139, 1163, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 168, 296, 43, 811, 1712, 561, 1332, 1845, 566, 823, 291, 3772, 65, 6469, 1352, 590, 3023, 1362, 5971, 852, 6996, 1236, 215, 7511]"
56,914.43,"[257, 898, 1544, 392, 138, 139, 141, 398, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 296, 43, 811, 1712, 561, 3634, 3890, 1332, 1845, 566, 823, 3772, 6462, 65, 6469, 1352, 2249, 590, 3996, 1362, 3027, 852, 6996, 4436, 215, 7511, 6488, 1236, 2901, 4060, 6110, 480, 994, 2020, 3687, 6122, 1260, 239, 880]"
32,760.89,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 169, 43, 939, 1199, 1712, 561, 1332, 1845, 823, 2234, 65, 1878, 864]"
50,907.85,"[257, 1544, 392, 138, 139, 141, 398, 401, 1554, 3730, 918, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 7467, 2094, 1199, 1712, 561, 1845, 566, 823, 3165, 6462, 65, 6469, 1352, 2249, 590, 1362, 852, 6996, 4436, 215, 7511, 6488, 1236, 2901, 1260, 880, 3186, 371, 4213]"
22,692.05,"[257, 392, 1544, 138, 139, 141, 398, 1554, 3730, 918, 5019, 28, 669, 2206, 546, 1702, 296, 43, 566, 823, 65, 6469, 215]"
48,895.26,"[257, 1544, 392, 138, 139, 398, 401, 1554, 3730, 918, 154, 28, 669, 2206, 546, 166, 1702, 296, 43, 811, 7467, 2094, 1199, 1712, 561, 1332, 823, 2234, 5306, 65, 1349, 1352, 2249, 842, 590, 2513, 4818, 1362, 5971, 852, 6996, 4436, 215, 1236, 2901, 7511, 3030, 5081]"
60,964.56,"[257, 1544, 392, 138, 139, 1163, 141, 398, 401, 1554, 3730, 918, 536, 154, 5019, 28, 669, 2206, 546, 1702, 296, 43, 811, 1712, 561, 1332, 1845, 566, 823, 3892, 2234, 65, 6222, 590, 2513, 4818, 1362, 5971, 852, 1878, 6996, 215, 1236, 2901, 7511, 3030, 5081, 4060, 6110, 480, 994, 2020, 3687, 4486, 1260, 239, 6512, 4467, 1653, 1141]"
