n_nodes,influence,nodes
1,845.93,[107]
2,1301.36,"[107, 352]"
4,1749.51,"[352, 2055, 107, 351]"
3,1589.18,"[107, 3390, 351]"
65,2188.43,"[0, 1794, 1883, 1926, 3464, 2836, 21, 1944, 1821, 1955, 1864, 1831, 302, 2739, 1588, 2613, 3893, 819, 3640, 1848, 2106, 571, 1980, 831, 1476, 200, 3529, 2506, 1738, 3914, 843, 332, 1485, 3660, 1743, 1871, 333, 595, 854, 855, 2902, 3801, 1753, 1115, 3656, 349, 350, 3935, 351, 352, 2273, 3807, 1892, 738, 3298, 741, 107, 3052, 366, 1391, 1646, 1779, 3188, 1912, 1635]"
7,1953.25,"[0, 352, 359, 1831, 107, 1821, 351]"
30,2105.93,"[0, 2188, 2836, 21, 1821, 1955, 1831, 2739, 1588, 3893, 3640, 2106, 571, 1476, 200, 3529, 1864, 843, 3660, 3914, 1742, 1743, 595, 348, 351, 352, 107, 366, 761, 1791]"
9,1998.42,"[0, 2050, 1926, 2495, 352, 1864, 1821, 107, 366, 351]"
56,2170.95,"[0, 1794, 2438, 2188, 1579, 21, 1899, 1821, 1955, 302, 2739, 1463, 3640, 352, 3893, 351, 107, 1831, 366, 1864, 1848, 2106, 571, 1980, 3517, 1087, 831, 2243, 1476, 3656, 200, 3529, 3914, 3660, 78, 843, 1742, 1743, 334, 595, 854, 855, 2902, 1753, 1115, 348, 1869, 349, 2273, 3807, 350, 3935, 1892, 621, 1391, 1336]"
16,2043.59,"[0, 2438, 2055, 2188, 3145, 1691, 21, 1821, 860, 1464, 352, 1831, 1864, 107, 366, 351]"
25,2084.72,"[0, 1794, 1926, 136, 2836, 21, 1045, 1821, 2461, 1955, 1445, 1831, 2739, 1588, 3893, 3640, 2106, 571, 1864, 348, 351, 352, 869, 107, 366]"
6,1913.26,"[0, 352, 1969, 107, 1821, 351]"
5,1853.08,"[352, 1864, 107, 1821, 351]"
15,2036.62,"[0, 352, 1955, 1831, 1864, 107, 2188, 366, 304, 2001, 2739, 1588, 3893, 1821, 351]"
22,2078.72,"[0, 1794, 2188, 2836, 21, 1556, 1821, 1831, 2739, 1588, 3893, 571, 1864, 3144, 1115, 349, 350, 351, 352, 3935, 107, 366, 887]"
62,2184.76,"[0, 1926, 3464, 2188, 2836, 21, 1300, 1944, 1821, 1955, 1831, 302, 819, 1588, 2613, 2739, 3893, 3640, 1848, 2106, 571, 1980, 831, 1476, 200, 3529, 1864, 843, 2506, 1738, 3914, 332, 1485, 1743, 1871, 333, 595, 3660, 2902, 854, 855, 3801, 1753, 1115, 3656, 349, 350, 351, 3935, 2273, 3807, 738, 1892, 3298, 741, 359, 1635, 352, 107, 3052, 366, 1078]"
72,2198.51,"[0, 3067, 3464, 107, 3634, 2836, 351, 1969, 860, 348, 2668, 2613, 1821, 3893, 1461, 1848, 352, 21, 2106, 571, 2362, 1980, 3517, 3640, 831, 2739, 1864, 1831, 366, 1087, 2489, 3006, 2880, 1476, 2502, 200, 3914, 332, 1485, 3660, 1743, 1871, 333, 3529, 1742, 334, 595, 854, 855, 2902, 1753, 2003, 1115, 3656, 349, 350, 3935, 3020, 1883, 2273, 3807, 738, 3298, 741, 359, 1892, 3052, 621, 1391, 498, 2164, 3536]"
57,2171.59,"[0, 267, 2188, 2836, 21, 1172, 1821, 1955, 1831, 302, 2739, 1588, 3893, 1463, 3640, 1848, 2106, 571, 1980, 3517, 1336, 831, 1087, 2243, 1476, 200, 3529, 1864, 843, 3660, 3656, 3914, 1743, 78, 1742, 334, 595, 854, 855, 2902, 1753, 1115, 348, 349, 350, 351, 352, 1883, 2273, 3807, 3935, 107, 1899, 621, 366, 1391, 2490]"
26,2093.33,"[0, 3464, 2836, 21, 1821, 1831, 1969, 3634, 2739, 2613, 3893, 571, 1864, 1115, 348, 860, 349, 351, 352, 3935, 350, 107, 2668, 366, 3067, 3790]"
78,2206.83,"[0, 21, 1579, 2613, 3640, 2106, 571, 3656, 3660, 595, 1115, 107, 1657, 2739, 200, 1738, 1743, 3801, 1753, 3807, 2273, 738, 3298, 741, 1779, 1271, 1794, 2836, 1821, 1831, 819, 3893, 1848, 2362, 315, 831, 1864, 2378, 3914, 332, 333, 334, 1871, 854, 855, 2902, 1883, 349, 350, 3935, 3936, 351, 352, 1892, 873, 1899, 2924, 363, 366, 1391, 1907, 1926, 3464, 2461, 1955, 1957, 1445, 1461, 2489, 1980, 3006, 1476, 2502, 3529, 3020, 3536, 2003, 3032]"
11,2012.25,"[0, 352, 1831, 1864, 1821, 107, 366, 2836, 3640, 315, 2845, 351]"
49,2162.5,"[0, 2188, 2836, 26, 1816, 1821, 3357, 1955, 1831, 2739, 3893, 1463, 3640, 1975, 2106, 571, 1848, 831, 1476, 200, 3529, 3914, 843, 3660, 334, 1743, 595, 854, 2902, 1753, 3801, 1115, 348, 349, 350, 351, 352, 107, 366, 1791, 3240, 333, 3316, 621, 1883, 3656, 2872, 3807, 738]"
33,2115.88,"[0, 901, 1926, 2836, 21, 1816, 1821, 2461, 1955, 1445, 1831, 2739, 1588, 3893, 3640, 2106, 571, 200, 1864, 3529, 843, 1490, 2902, 3801, 1115, 349, 350, 3935, 351, 352, 107, 366, 1657, 1467]"
