spread-min,spread-max,spread-1q,spread-3q,spread-median,spread-mean,seed-min,seed-max,seed-1q,seed-3q,seed-median,seed-mean,communities-min,communities-max,communities-1q,communities-3q,communities-median,communities-mean,fairness-min,fairness-max,fairness-1q,fairness-3q,fairness-median,fairness-mean,budget-min,budget-max,budget-1q,budget-3q,budget-median,budget-mean,time-min,time-max,time-1q,time-3q,time-median,time-mean
0.0012068965517241378,0.34764705882352936,0.09208924949290061,0.3032657200811359,0.1766531440162272,0.18505030425963487,0.06,1.0,0.28,0.88,0.64,0.5892,0.011176886569539635,0.891454608451183,0.6662953904906515,0.8733769872573488,0.8196546714858585,0.7390940020938862,0.1674453888423022,0.9358967681372375,0.5776197977555886,0.8817042760077078,0.8374428244333182,0.7328806525490618,0.45061311190499176,0.9993241286086705,0.5717871970647871,0.894370956840784,0.7854591097808246,0.7460461523607222,0.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.152
0.0017647058823529412,0.34764705882352936,0.09246957403651115,0.3000405679513184,0.18940162271805272,0.18632831868379537,0.06,1.0,0.2875,0.8574999999999999,0.6699999999999999,0.5966666666666667,0.03009832925284428,0.891454608451183,0.7028167433529431,0.8731186802303328,0.8284645582842163,0.7474570056384147,0.1674453888423022,0.9358967681372375,0.5895390280723686,0.8782356426871738,0.8238645432914293,0.7341958132086429,0.45061311190499176,0.9981654919378198,0.5719561649126195,0.8970261658781501,0.7758520807183548,0.7500831429092508,0.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.14999999999999997
0.0017647058823529412,0.364158215010142,0.11427991886409736,0.3000405679513184,0.21136916835699798,0.20316506085192695,0.11,1.0,0.2875,0.8025,0.605,0.56775,0.03009832925284428,0.9002384778840936,0.7396374955980408,0.8741409093311474,0.840958675234835,0.7781156380287154,0.1674453888423022,0.93570225261856,0.6896696436896,0.8765156324058887,0.838952148849858,0.7622427718468071,0.41112291204016604,0.9981654919378198,0.5719561649126195,0.8756155257313893,0.718740948151009,0.7260065656078015,0.0,1.0,0.0,0.19999999999999996,0.0,0.10499999999999998
0.0017647058823529412,0.37088235294117644,0.09365111561866125,0.27882352941176475,0.20288032454361055,0.19910147469985198,0.11,1.0,0.41,0.88,0.62,0.6016216216216216,0.03009832925284428,0.9002384778840936,0.7211034163052799,0.8697940759234866,0.8309109977768365,0.7703583421063407,0.1674453888423022,0.94529655045868,0.6624486872469387,0.880011201271014,0.8473237131466602,0.756374235167861,0.3823501013807087,0.9981654919378198,0.6212223616877475,0.891281259051849,0.737665347108236,0.7222899253410018,0.0,1.0,0.0,0.19999999999999996,0.0,0.10270270270270272
0.0017647058823529412,0.3729107505070994,0.1206997971602434,0.2949290060851927,0.19799695740365109,0.20202531087397477,0.11,1.0,0.3725,0.81,0.665,0.6091304347826086,0.03009832925284428,0.9037031713530017,0.7715633163373865,0.8735035902486832,0.8331232472744469,0.780598197651664,0.1674453888423022,0.9528841330723773,0.6684642789764116,0.9104245763291449,0.8112037810647371,0.7669294127844648,0.3923916191947475,0.9981654919378198,0.5880805252486242,0.8682533552186926,0.7519551993820603,0.7206720092690932,0.0,1.0,0.0,0.19999999999999996,0.0,0.11304347826086955
0.0017647058823529412,0.3729107505070994,0.13940162271805273,0.29620689655172416,0.22811359026369168,0.2128966940678268,0.11,1.0,0.37,0.82,0.62,0.6031578947368421,0.03009832925284428,0.9037031713530017,0.7716080300155794,0.8752431703133674,0.8461327668112151,0.796275238872747,0.1674453888423022,0.9528841330723773,0.655333054956639,0.9120821401757303,0.8390987010748642,0.7715703874294102,0.3923916191947475,0.9981654919378198,0.5830839046055808,0.8479289369508545,0.7129477647967558,0.702225293851603,0.0,1.0,0.0,0.19999999999999996,0.0,0.09122807017543859
0.0017647058823529412,0.3744421906693712,0.1500887423935091,0.3173073022312373,0.23481744421906692,0.22446810908271358,0.13,1.0,0.3325,0.8075000000000001,0.59,0.5801851851851851,0.03009832925284428,0.9086713952895646,0.795781534005344,0.8823109030915373,0.8505517181412758,0.8045385414498519,0.1674453888423022,0.9613701544649353,0.7468714143512977,0.9065420876029343,0.8417921246429554,0.7844032247360095,0.38930192140581255,0.9981654919378198,0.5060587042579897,0.8292941971613401,0.6755817321618229,0.6815036529239484,0.0,1.0,0.0,0.19999999999999996,0.0,0.08148148148148147
0.0017647058823529412,0.3744421906693712,0.1588362068965517,0.3244421906693712,0.25522312373225153,0.23501735840224686,0.13,1.0,0.31,0.8125,0.575,0.5646153846153845,0.03009832925284428,0.9086713952895646,0.8107251742646627,0.8830488860574401,0.8596889711370108,0.8058976142373919,0.1674453888423022,0.9613701544649353,0.7676979063605813,0.9051921176788631,0.8582257911886029,0.7833027169549885,0.38930192140581255,0.9981654919378198,0.49118953364873996,0.8211837404653857,0.648788259148402,0.6608425368201364,0.0,1.0,0.0,0.19999999999999996,0.0,0.0923076923076923
0.0017647058823529412,0.3744421906693712,0.1701419878296146,0.3376774847870182,0.24510141987829615,0.23128996426156673,0.1,1.0,0.3275,0.8075000000000001,0.61,0.5871428571428571,0.03009832925284428,0.9086713952895646,0.8194593114728995,0.8904681598739107,0.8587299533340195,0.7981819909908067,0.1674453888423022,0.9569312263228833,0.6737046264354692,0.8882804008633894,0.8217402280317673,0.7471198394112775,0.38476392777831414,0.9981654919378198,0.45700975185864634,0.8062421550642078,0.6724920343728878,0.6682758842650703,0.0,1.0,0.0,0.19999999999999996,0.0,0.0857142857142857
0.0017647058823529412,0.38422920892494933,0.17619168356997972,0.31503042596348885,0.25927991886409735,0.23962825004609992,0.14,1.0,0.415,0.805,0.58,0.5987272727272728,0.03009832925284428,0.9086713952895646,0.8256174901317663,0.8806608888806995,0.8637326194861844,0.824189310711457,0.1674453888423022,0.9375961020412599,0.690139211649315,0.8794036068260109,0.8198048944471372,0.7595307142518064,0.3539635029448682,0.9981654919378198,0.5154484889446751,0.792700588973641,0.650091725403109,0.6586480816663304,0.0,1.0,0.0,0.19999999999999996,0.0,0.07272727272727271
