seed_set,spread,seed,communities,fairness,budget,time
[1323],50.42,1.0,0.80339801939123,0.8325546111576977,52.999999999999936,0.9999999999999998
"[786, 759, 648, 564, 365, 147, 140]",170.13,7.000000000000005,0.6386596621628174,0.7019626874977055,379.0,0.0
[750],15.51,1.0,0.8730884485380824,0.8325546111576977,25.999999999999726,3.0
"[2055, 2040, 1609, 1608, 1550, 1006, 888, 759, 561, 396, 392, 365, 215, 172, 157, 140, 138, 118, 107]",350.14,19.000000000000004,0.5674501675771811,0.6637094770348546,1224.0,0.0
"[7593, 7559, 7295, 7175, 7131, 6913, 6899, 6786, 6783, 6777, 6474, 6473, 6443, 5952, 5505, 5445, 5436, 5114, 4736, 4679, 4637, 4633, 4596, 4501, 4488, 4483, 4333, 4246, 4193, 4096, 4073, 3995, 3771, 3759, 3718, 3713, 3609, 3606, 3459, 3425, 3403, 3179, 2924, 2883, 2872, 2780, 2599, 2449, 2325, 2140, 1966, 1855, 1809, 1697, 1621, 1587, 1579, 1471, 1217, 1174, 1101, 853, 779, 617, 608, 481, 387, 341, 272, 105]",257.89,70.0,0.5872790463893517,0.4328687355181374,502.0000000000004,0.0
"[7513, 7407, 7393, 7375, 7279, 7228, 7219, 7178, 7119, 7067, 6911, 6900, 6876, 6781, 6772, 6655, 6608, 6468, 6422, 6392, 6349, 6347, 6261, 6114, 6018, 5927, 5920, 5887, 5857, 5509, 5158, 5079, 4997, 4935, 4841, 4787, 4758, 4636, 4607, 4595, 4511, 4424, 4166, 3927, 3911, 3871, 3617, 3497, 3416, 3305, 3136, 3031, 2735, 2306, 2175, 2150, 2136, 2119, 2045, 1957, 1953, 1862, 1837, 1794, 1791, 1665, 1571, 1564, 1562, 1460, 1422, 1367, 1332, 1331, 1216, 1155, 1093, 991, 920, 845, 772, 608, 581, 576, 498, 410, 342, 241, 236, 201, 152, 40]",317.74,92.0,0.5514045560351746,0.3881593687451462,718.0000000000003,0.0
"[7369, 6696, 6695, 6448, 5670, 5429, 3455, 3292, 2972, 2556, 2278, 2108, 2104, 1320, 814]",112.44,15.000000000000002,0.6980300880315337,0.6373042739450417,169.00000000000037,0.9999999999999998
"[7568, 7308, 7291, 7096, 7042, 7001, 6937, 6857, 6816, 6463, 6449, 6167, 6003, 5902, 5761, 5662, 5574, 5511, 5431, 5238, 4939, 4870, 4777, 4713, 4529, 4518, 4369, 4322, 4279, 4246, 3946, 3535, 3469, 3452, 3206, 3057, 2978, 2858, 2836, 2834, 2788, 2758, 2642, 2595, 2568, 2376, 2048, 2006, 1836, 1813, 1692, 1573, 1470, 1403, 1399, 1367, 1226, 1149, 904, 657, 525, 391, 345, 292, 258, 158, 95]",258.24,66.99999999999999,0.5615938094354385,0.49758180849248,576.9999999999998,0.0
"[7586, 7169, 7110, 7067, 6921, 6829, 6693, 6657, 6511, 6406, 6386, 6374, 6303, 6177, 6056, 6018, 5948, 5789, 5769, 5768, 5526, 5269, 5088, 4966, 4697, 4608, 4554, 4438, 4421, 4351, 4310, 4181, 4077, 4013, 3972, 3949, 3938, 3874, 3633, 3513, 3406, 3296, 3283, 2643, 2571, 2531, 2525, 2411, 2391, 2208, 2145, 2014, 1983, 1817, 1805, 1743, 1671, 1523, 1250, 1187, 1099, 1047, 818, 809, 800, 778, 677, 423, 301, 298, 233, 146, 71]",240.79999999999998,73.0,0.5614662442801136,0.34090162273693925,487.0,0.0
"[7616, 7563, 7526, 7505, 7263, 7261, 7245, 7129, 6911, 6874, 6772, 6682, 6676, 6663, 6260, 6180, 6179, 6178, 5831, 5744, 5690, 5674, 5593, 5562, 5516, 5451, 5430, 5201, 5145, 5060, 4954, 4950, 4914, 4831, 4613, 4414, 4388, 4370, 4257, 4240, 4171, 3976, 3865, 3804, 3788, 3741, 3708, 3578, 3413, 3407, 3354, 3318, 3226, 3152, 3151, 3028, 2972, 2946, 2707, 2646, 2641, 2538, 2516, 2506, 2488, 2327, 2226, 2087, 2067, 1938, 1843, 1810, 1786, 1634, 1626, 1403, 939, 898, 855, 847, 773, 760, 691, 686, 677, 663, 641, 579, 539, 241]",332.93,90.0,0.5253564191306779,0.40910472781999285,771.9999999999999,0.0
