heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
GDD,WC,wiki-vote_di,0,0,0.006852533257854515,1.0,0.0001415227851684121,0.7536181400146644,0.1674453888423022,0.9679721684240729,0.19999999999999996
GDD,WC,wiki-vote_di,0,1,0.009835833569204642,0.99,0.0002830455703368242,0.8007694479322961,0.1674453888423022,0.9464887741195036,0.19999999999999996
GDD,WC,wiki-vote_di,0,2,0.013618737616756298,0.98,0.00042456835550523637,0.8384668537887946,0.1674453888423022,0.9254357650096836,0.19999999999999996
GDD,WC,wiki-vote_di,0,3,0.016582224738182848,0.97,0.0005660911406736484,0.8598394630146516,0.32467820180764195,0.9085072806828778,0.19999999999999996
GDD,WC,wiki-vote_di,0,4,0.018226719501839794,0.96,0.0007076139258420605,0.8668302297261331,0.5036887087212525,0.8919374506850297,0.19999999999999996
GDD,WC,wiki-vote_di,0,5,0.021028870648174356,0.95,0.0008491367110104727,0.8745126272049647,0.5236246934950093,0.8779857972885733,0.19999999999999996
GDD,WC,wiki-vote_di,0,6,0.022315312765355224,0.94,0.0009906594961788847,0.8614579809848193,0.5172202520315432,0.8641776056236998,0.19999999999999996
GDD,WC,wiki-vote_di,0,7,0.02436456269459383,0.93,0.0011321822813472968,0.8854144468500688,0.5615893952274105,0.8514453769456998,0.19999999999999996
GDD,WC,wiki-vote_di,0,8,0.0271921879422587,0.92,0.001273705066515709,0.8925966031868529,0.7908851163049275,0.838641417401908,0.19999999999999996
GDD,WC,wiki-vote_di,0,9,0.027415793942824795,0.91,0.001415227851684121,0.8800728630338821,0.754496985830202,0.8270210171436769,0.19999999999999996
GDD,WC,wiki-vote_di,0,10,0.030251910557599772,0.9,0.0015567506368525334,0.8757199448503242,0.8257102135007204,0.8155799440499247,0.19999999999999996
GDD,WC,wiki-vote_di,0,11,0.03276818567789414,0.89,0.0016982734220209455,0.9035716628064177,0.87173409331639,0.8040671400903809,0.19999999999999996
GDD,WC,wiki-vote_di,0,12,0.03395273138975375,0.88,0.0018397962071893576,0.9163277474869714,0.8870771548853152,0.7926977978624202,0.19999999999999996
GDD,WC,wiki-vote_di,0,13,0.03539484857061987,0.87,0.0019813189923577695,0.901927492399978,0.9398200485518834,0.7815077827989384,0.19999999999999996
GDD,WC,wiki-vote_di,0,14,0.03790121709595245,0.86,0.0021228417775261818,0.9136037234813348,0.9324921975094803,0.7704970948999355,0.19999999999999996
GDD,WC,wiki-vote_di,0,15,0.04071893574865554,0.85,0.0022643645626945937,0.9270821571986493,0.9465853338540251,0.7596657341654114,0.19999999999999996
GDD,WC,wiki-vote_di,0,16,0.04227568638550807,0.84,0.002405887347863006,0.9305347247116597,0.9149608293226323,0.7492647586256367,0.19999999999999996
GDD,WC,wiki-vote_di,0,17,0.042570053778658364,0.83,0.002547410133031418,0.9346311831186631,0.879198559528595,0.739150706549028,0.19999999999999996
GDD,WC,wiki-vote_di,0,18,0.044426832720067935,0.82,0.00268893291819983,0.9358785421058082,0.9080665829580361,0.7291801162040026,0.19999999999999996
GDD,WC,wiki-vote_di,0,19,0.046474667421454854,0.81,0.002830455703368242,0.9300483763425853,0.8733063593580574,0.719388853023456,0.19999999999999996
GDD,WC,wiki-vote_di,0,20,0.04647749787715823,0.8,0.0029719784885366544,0.9257743520622046,0.8812372821046641,0.709669320708701,0.19999999999999996
GDD,WC,wiki-vote_di,0,21,0.04798046985564675,0.79,0.0031135012737050667,0.917411093143277,0.8749332245523598,0.6999497883939458,0.19999999999999996
GDD,WC,wiki-vote_di,0,22,0.04906736484574016,0.78,0.0032550240588734786,0.9230268028356752,0.8522088018907286,0.6903019869449825,0.19999999999999996
GDD,WC,wiki-vote_di,0,23,0.05101047268610246,0.77,0.003396546844041891,0.9223891872077977,0.871111530395932,0.6805465891973317,0.19999999999999996
GDD,WC,wiki-vote_di,0,24,0.051333144636286444,0.76,0.003538069629210303,0.9272046656938621,0.8823106297211477,0.6710781149128471,0.19999999999999996
GDD,WC,wiki-vote_di,0,25,0.05354514576846873,0.75,0.003679592414378715,0.9252289739773848,0.8597481521004384,0.6620400258231116,0.19999999999999996
GDD,WC,wiki-vote_di,0,26,0.05342485140107557,0.74,0.003821115199547127,0.9179821022870966,0.8382041696880466,0.6531812638978552,0.19999999999999996
GDD,WC,wiki-vote_di,0,27,0.05497594112652137,0.73,0.003962637984715539,0.9301071145887846,0.8390184304514017,0.6445376945699735,0.19999999999999996
GDD,WC,wiki-vote_di,0,28,0.0554896688366827,0.72,0.004104160769883952,0.9303191371214949,0.8473813955918787,0.6356072017789255,0.19999999999999996
GDD,WC,wiki-vote_di,0,29,0.05749787715822247,0.71,0.0042456835550523635,0.9299733148746088,0.8296696913728268,0.6269636324510437,0.19999999999999996
GDD,WC,wiki-vote_di,0,30,0.05859750919898104,0.7,0.004387206340220775,0.9270776796018039,0.8286178343480389,0.6182124668244746,0.19999999999999996
GDD,WC,wiki-vote_di,0,31,0.05925983583356921,0.69,0.004528729125389187,0.9316433575201226,0.8348359384628251,0.6096764937952801,0.19999999999999996
GDD,WC,wiki-vote_di,0,32,0.06004104160769884,0.68,0.0046702519105576,0.934512200861357,0.8378894554473466,0.600925328168711,0.19999999999999996
GDD,WC,wiki-vote_di,0,33,0.06070336824228701,0.67,0.004811774695726012,0.9409327245185193,0.870323529694286,0.5926045477368912,0.19999999999999996
GDD,WC,wiki-vote_di,0,34,0.06219501839796208,0.66,0.004953297480894424,0.9381911986314703,0.8678783667134451,0.584355498170863,0.19999999999999996
GDD,WC,wiki-vote_di,0,35,0.06305830738748938,0.65,0.005094820266062836,0.9416759507728509,0.8540738019153631,0.5760347177390431,0.19999999999999996
GDD,WC,wiki-vote_di,0,36,0.06539767902632324,0.64,0.0052363430512312485,0.9436217863025501,0.8575256963123092,0.5677856681730149,0.19999999999999996
GDD,WC,wiki-vote_di,0,37,0.06518114916501556,0.63,0.00537786583639966,0.9420402598711772,0.8844248903310052,0.5596083494727782,0.19999999999999996
GDD,WC,wiki-vote_di,0,38,0.06661335975091989,0.62,0.005519388621568072,0.9431663600726,0.9061279658755761,0.5516462233699161,0.19999999999999996
GDD,WC,wiki-vote_di,0,39,0.06638692329465043,0.61,0.005660911406736484,0.9484827116808522,0.909730004520514,0.5435047701025751,0.19999999999999996
GDD,WC,wiki-vote_di,0,40,0.06773705066515709,0.6,0.005802434191904897,0.9464697226186997,0.9279273029160979,0.535721971164192,0.19999999999999996
GDD,WC,wiki-vote_di,0,41,0.06935324087178035,0.59,0.005943956977073309,0.9439672634697232,0.9108551722798491,0.5280109030916003,0.19999999999999996
GDD,WC,wiki-vote_di,0,42,0.06989102745542032,0.58,0.006085479762241721,0.9515905397605984,0.9137590398240069,0.5199770461229467,0.19999999999999996
GDD,WC,wiki-vote_di,0,43,0.07082507783753184,0.57,0.006227002547410133,0.9533180626939203,0.9137475715102528,0.5123018434832509,0.19999999999999996
GDD,WC,wiki-vote_di,0,44,0.0711406736484574,0.56,0.006368525332578545,0.9503821696541992,0.919112880477421,0.5047342371422423,0.19999999999999996
GDD,WC,wiki-vote_di,0,45,0.07147325219360316,0.55,0.006510048117746957,0.9484697535182228,0.9176489012034548,0.4972024962341296,0.19999999999999996
GDD,WC,wiki-vote_di,0,46,0.07252052080384941,0.54,0.006651570902915369,0.9562400474755178,0.9189963173445543,0.48985008249049566,0.19999999999999996
GDD,WC,wiki-vote_di,0,47,0.07213557882819134,0.53,0.006793093688083782,0.9476685394528827,0.9077943908139274,0.4826769959113406,0.19999999999999996
GDD,WC,wiki-vote_di,0,48,0.07373761675629777,0.52,0.006934616473252194,0.9471802777476884,0.9065628211787755,0.4754321784663941,0.19999999999999996
GDD,WC,wiki-vote_di,0,49,0.07290970846306255,0.51,0.007076139258420606,0.9547683271598734,0.9260114646064864,0.4685818807833011,0.19999999999999996
GDD,WC,wiki-vote_di,0,50,0.07456977073308803,0.5,0.0072176620435890175,0.94981971358836,0.9265030184960606,0.4615522559357291,0.19999999999999996
GDD,WC,wiki-vote_di,0,51,0.07488253608831022,0.49,0.00735918482875743,0.9502552419131179,0.9443506702172862,0.45473782368553184,0.19999999999999996
GDD,WC,wiki-vote_di,0,52,0.07627087461081233,0.48,0.007500707613925842,0.951211214355176,0.9432059748131433,0.4476006025392727,0.19999999999999996
GDD,WC,wiki-vote_di,0,53,0.07757571469006509,0.47,0.007642230399094254,0.9478980273314144,0.9322225908325161,0.4408220357219712,0.19999999999999996
GDD,WC,wiki-vote_di,0,54,0.07733371072742712,0.46,0.007783753184262666,0.9507174692351229,0.9325799665723674,0.4340434689046697,0.19999999999999996
GDD,WC,wiki-vote_di,0,55,0.07832437022360601,0.45,0.007925275969431078,0.9543938332759468,0.9315912477331535,0.4274800946847428,0.19999999999999996
GDD,WC,wiki-vote_di,0,56,0.08078545145768469,0.44,0.00806679875459949,0.9550230589061617,0.9287690580510164,0.4209525858977118,0.19999999999999996
GDD,WC,wiki-vote_di,0,57,0.08104585338239456,0.43,0.008208321539767903,0.9569789727212228,0.9245250450431041,0.41446094254357646,0.19999999999999996
GDD,WC,wiki-vote_di,0,58,0.08220492499292387,0.42,0.008349844324936314,0.9559087828470347,0.9174930748847165,0.40800516462233705,0.19999999999999996
GDD,WC,wiki-vote_di,0,59,0.08163317294084348,0.41,0.008491367110104727,0.9554395448702269,0.9093173304683941,0.4015135212682017,0.19999999999999996
GDD,WC,wiki-vote_di,0,60,0.08289131050099066,0.4,0.00863288989527314,0.95650073221856,0.9244050853768707,0.3950577433469622,0.19999999999999996
GDD,WC,wiki-vote_di,0,61,0.08242145485423152,0.39,0.00877441268044155,0.9541967326278074,0.9148163831285315,0.38878129259020155,0.19999999999999996
GDD,WC,wiki-vote_di,0,62,0.08346023209736768,0.38,0.008915935465609964,0.9543235913920667,0.9050071492613311,0.3825765726992325,0.19999999999999996
GDD,WC,wiki-vote_di,0,63,0.08435182564392867,0.37,0.009057458250778375,0.954301316790048,0.9164847004364254,0.37622839107668027,0.19999999999999996
