heuristic,model,graph,seed,k,spread,community,fairness,budget,time
GDD,WC,CA-HepTh_un,0,0,0.003944200046307016,0.001006822114757243,0.0006604381104257046,0.003878311327980119,0.0007888400092614029
GDD,WC,CA-HepTh_un,0,1,0.007301122945126187,0.0024178867971944057,0.0013951700692008781,0.007127391676721573,0.001460224589025237
GDD,WC,CA-HepTh_un,0,2,0.010560604306552444,0.003781163404666307,0.0020368572902416523,0.010232736679756048,0.0021121208613104885
GDD,WC,CA-HepTh_un,0,3,0.01421017596665895,0.0057043489088681645,0.003046785870310267,0.013657199833456599,0.002842035193331789
GDD,WC,CA-HepTh_un,0,4,0.015787207686964577,0.006447981108844813,0.0036989942266796106,0.01511507264197352,0.002842035193331789
GDD,WC,CA-HepTh_un,0,5,0.01817155591572123,0.007622614123650144,0.004268861339242027,0.01728678431576267,0.002842035193331789
GDD,WC,CA-HepTh_un,0,6,0.02076803658254225,0.009205354759308896,0.005248084888148234,0.019616343300052616,0.002842035193331789
GDD,WC,CA-HepTh_un,0,7,0.0220836883537856,0.009872482606977477,0.005585372711856853,0.020779499839008442,0.002842035193331789
GDD,WC,CA-HepTh_un,0,8,0.02624381801342903,0.012296272257177847,0.007101102417771055,0.024402907553357348,0.002842035193331789
GDD,WC,CA-HepTh_un,0,9,0.02855832368603843,0.013694242815427542,0.007731146445007241,0.026389063924686772,0.002842035193331789
GDD,WC,CA-HepTh_un,0,10,0.030438967353554065,0.014664486729962227,0.008242041069642018,0.027978741905272463,0.002842035193331789
GDD,WC,CA-HepTh_un,0,11,0.03181342903449872,0.01539399989386349,0.00861438389349646,0.02912324353628266,0.002842035193331789
GDD,WC,CA-HepTh_un,0,12,0.03316837230840472,0.016188444009836704,0.008980254504087968,0.030234429346365943,0.002842035193331789
GDD,WC,CA-HepTh_un,0,13,0.03499035656401944,0.01726609019837692,0.009470525455889943,0.03170709459537861,0.002842035193331789
GDD,WC,CA-HepTh_un,0,14,0.03724141004862236,0.018612652011733687,0.010074056343914927,0.03350053222125089,0.002842035193331789
GDD,WC,CA-HepTh_un,0,15,0.03922815466543181,0.019924949731227878,0.011101934981549818,0.03506041523444875,0.002842035193331789
GDD,WC,CA-HepTh_un,0,16,0.03961713359573975,0.020123054319510406,0.011212528181743737,0.03536142154623421,0.002842035193331789
GDD,WC,CA-HepTh_un,0,17,0.041182391757351236,0.021087827250968916,0.011952186340330509,0.036554976150577886,0.002842035193331789
GDD,WC,CA-HepTh_un,0,18,0.04195321833757814,0.02162056264998479,0.012177852914236153,0.03713403708452887,0.002842035193331789
GDD,WC,CA-HepTh_un,0,19,0.04325101875434128,0.022417720757585302,0.01310810690463951,0.038094629528702045,0.002842035193331789
GDD,WC,CA-HepTh_un,0,20,0.04495326464459365,0.023346036895338297,0.013646746997033412,0.039335768462304195,0.002842035193331789
GDD,WC,CA-HepTh_un,0,21,0.04495326464459365,0.02347740169960555,0.013646746997033412,0.039335768462304195,0.002842035193331789
GDD,WC,CA-HepTh_un,0,22,0.04700123871266496,0.02483699278516405,0.014275182141327034,0.04078371928760983,0.002842035193331789
GDD,WC,CA-HepTh_un,0,23,0.04811817550358879,0.02546030762441421,0.014617157588739233,0.04156135531089758,0.002842035193331789
GDD,WC,CA-HepTh_un,0,24,0.04950567260940032,0.026259912379984,0.015041001336428366,0.04251238455304596,0.002842035193331789
GDD,WC,CA-HepTh_un,0,25,0.05033833063209076,0.026991625376008885,0.015300763106191379,0.04307412377421337,0.002842035193331789
GDD,WC,CA-HepTh_un,0,26,0.0513123755498958,0.027518676133165953,0.015599767418206092,0.04372073339196984,0.002842035193331789
GDD,WC,CA-HepTh_un,0,27,0.053790217642972905,0.02887313660804343,0.016358103441565717,0.04533887699477347,0.002842035193331789
GDD,WC,CA-HepTh_un,0,28,0.05432117388284324,0.02937000165432095,0.016535645555826886,0.045679884356232214,0.002842035193331789
GDD,WC,CA-HepTh_un,0,29,0.05579657328085205,0.030359221897150335,0.016989658801963417,0.0466115359421761,0.002842035193331789
GDD,WC,CA-HepTh_un,0,30,0.0564724241722621,0.030728515317547937,0.01719687962243721,0.04703118532630529,0.002842035193331789
GDD,WC,CA-HepTh_un,0,31,0.0571649803195184,0.03110817961121709,0.01740890169418584,0.04745390978010475,0.002842035193331789
GDD,WC,CA-HepTh_un,0,32,0.05802383653623523,0.031705269721501575,0.01767142663144488,0.04796931180170172,0.002842035193331789
GDD,WC,CA-HepTh_un,0,33,0.0587692289881917,0.03211686571588025,0.01789988011664286,0.04840896116619416,0.002842035193331789
GDD,WC,CA-HepTh_un,0,34,0.060211021069692054,0.03308387114415337,0.018339483175416088,0.04924454100268434,0.002842035193331789
GDD,WC,CA-HepTh_un,0,35,0.060211021069692054,0.03308387114415337,0.01877378650600092,0.04924454100268434,0.002842035193331789
GDD,WC,CA-HepTh_un,0,36,0.06260639036814078,0.034599677649774147,0.01968068964341963,0.05058474119870667,0.002842035193331789
GDD,WC,CA-HepTh_un,0,37,0.06353702245890253,0.03555447435833134,0.020715631429204802,0.05109633771429119,0.002842035193331789
GDD,WC,CA-HepTh_un,0,38,0.06353702245890253,0.03555447435833134,0.020715631429204802,0.05109633771429119,0.002842035193331789
GDD,WC,CA-HepTh_un,0,39,0.06467115072933549,0.0361988531420429,0.0211386394978298,0.05169735865842709,0.002842035193331789
GDD,WC,CA-HepTh_un,0,40,0.06595894883074788,0.036935529291566446,0.022140384329395968,0.05236723872968349,0.002842035193331789
GDD,WC,CA-HepTh_un,0,41,0.06701764297291041,0.03782424463471601,0.023135962364194244,0.05290760536199775,0.002842035193331789
GDD,WC,CA-HepTh_un,0,42,0.06788180134290348,0.038582021079054105,0.023534048168355463,0.053340239775964984,0.002842035193331789
GDD,WC,CA-HepTh_un,0,43,0.06914348228756659,0.039357186340231276,0.02412034227183678,0.05395956915255366,0.002842035193331789
GDD,WC,CA-HepTh_un,0,44,0.06967962491317437,0.03966991896357421,0.02431676039519445,0.05421751286757236,0.002842035193331789
GDD,WC,CA-HepTh_un,0,45,0.07039657328085205,0.04014014430489043,0.024578402594611384,0.05455544227037906,0.002842035193331789
GDD,WC,CA-HepTh_un,0,46,0.07117675387821257,0.040992037932909425,0.02538791017180997,0.05491555647054855,0.002842035193331789
GDD,WC,CA-HepTh_un,0,47,0.07261741143783282,0.041969564405543856,0.025930806996770056,0.05556646266171082,0.002842035193331789
GDD,WC,CA-HepTh_un,0,48,0.07261741143783282,0.041969564405543856,0.025930806996770056,0.05556646266171082,0.002842035193331789
GDD,WC,CA-HepTh_un,0,49,0.07336251447094236,0.042490019176614,0.026210031740941,0.0558889385053902,0.002842035193331789
GDD,WC,CA-HepTh_un,0,50,0.07385626302384812,0.04279654697442992,0.026391456940810937,0.05609793461606504,0.002842035193331789
GDD,WC,CA-HepTh_un,0,51,0.07547806205140078,0.044032252369328964,0.027052726944937214,0.0567689951234821,0.002842035193331789
GDD,WC,CA-HepTh_un,0,52,0.07573978930307942,0.04428661090926367,0.02719375410984928,0.05687480261947041,0.002842035193331789
GDD,WC,CA-HepTh_un,0,53,0.07595797638342208,0.04441829811277452,0.027276387438943114,0.05696093352551161,0.002842035193331789
GDD,WC,CA-HepTh_un,0,54,0.07598833063209076,0.04450241259247505,0.02728788111375141,0.05697263524049568,0.002842035193331789
GDD,WC,CA-HepTh_un,0,55,0.07690156286177355,0.04505375934511685,0.027633640098413768,0.057316241507330834,0.002842035193331789
GDD,WC,CA-HepTh_un,0,56,0.07718477656865014,0.0452269508647689,0.027740762060273802,0.05742018115611515,0.002842035193331789
GDD,WC,CA-HepTh_un,0,57,0.07775226904376012,0.04557109514471619,0.02795519132448489,0.057623200823386574,0.002842035193331789
GDD,WC,CA-HepTh_un,0,58,0.07797350081037277,0.04570498935569521,0.028038697808897003,0.05770029932647749,0.002842035193331789
GDD,WC,CA-HepTh_un,0,59,0.07814769622597822,0.0458103616393661,0.028104380127677967,0.05775939414750016,0.002842035193331789
GDD,WC,CA-HepTh_un,0,60,0.0788228525121556,0.046277978443277426,0.028358440485673774,0.05798236403383733,0.002842035193331789
GDD,WC,CA-HepTh_un,0,61,0.0794359805510535,0.046648286215337086,0.028591597460285022,0.05817933397694254,0.002842035193331789
GDD,WC,CA-HepTh_un,0,62,0.07967353554063442,0.04708942847827062,0.02921634952387578,0.0582535126745372,0.002842035193331789
GDD,WC,CA-HepTh_un,0,63,0.08015541792081501,0.04739468228498729,0.029446591037929654,0.05839965022493892,0.002842035193331789
GDD,WC,CA-HepTh_un,0,64,0.08062010882148646,0.04767960559386514,0.029628832654067842,0.05853639427049759,0.002842035193331789
GDD,WC,CA-HepTh_un,0,65,0.08162659180365828,0.04834389509598712,0.030024502011299525,0.058823517403422475,0.002842035193331789
GDD,WC,CA-HepTh_un,0,66,0.0824460870571892,0.048847728751224784,0.03065981612459818,0.05905013701092679,0.002842035193331789
GDD,WC,CA-HepTh_un,0,67,0.0824460870571892,0.048890869715667196,0.03067312155464936,0.05905013701092679,0.002842035193331789
GDD,WC,CA-HepTh_un,0,68,0.082474241722621,0.048908452839104555,0.030684226315211255,0.059057430740753376,0.002842035193331789
GDD,WC,CA-HepTh_un,0,69,0.0829720074091225,0.04922362213563032,0.030880400735664438,0.05918203207168436,0.002842035193331789
GDD,WC,CA-HepTh_un,0,70,0.08345510534846032,0.04975607436766691,0.03120181018098538,0.059298740389077724,0.002842035193331789
GDD,WC,CA-HepTh_un,0,71,0.08366560546422785,0.049887017300061426,0.031286864051319606,0.05934775429421403,0.002842035193331789
GDD,WC,CA-HepTh_un,0,72,0.08407954387589722,0.050143318135045765,0.03145398175639294,0.05944052075398676,0.002842035193331789
GDD,WC,CA-HepTh_un,0,73,0.08407954387589722,0.050144973654785784,0.03145398175639294,0.05944052075398676,0.002842035193331789
GDD,WC,CA-HepTh_un,0,74,0.08407954387589722,0.05014509819900054,0.03145398175639294,0.05944052075398676,0.002842035193331789
GDD,WC,CA-HepTh_un,0,75,0.08501610326464462,0.050766126467859315,0.03183146791636513,0.05962585890082189,0.002842035193331789
GDD,WC,CA-HepTh_un,0,76,0.08501610326464462,0.050766126467859315,0.0319949621487939,0.05962585890082189,0.002842035193331789
GDD,WC,CA-HepTh_un,0,77,0.08539020606621905,0.05099911447365593,0.03217408937495374,0.05969354545243032,0.002842035193331789
GDD,WC,CA-HepTh_un,0,78,0.08568539013660573,0.051306116000328306,0.03233540256839124,0.05974444972157179,0.002842035193331789
GDD,WC,CA-HepTh_un,0,79,0.08568539013660573,0.051306116000328306,0.032553671430183555,0.05974444972157179,0.002842035193331789
GDD,WC,CA-HepTh_un,0,80,0.08576087057189169,0.05135328547359076,0.03258490028691989,0.059756185949623196,0.002842035193331789
GDD,WC,CA-HepTh_un,0,81,0.08610818476499194,0.05157089208233258,0.03272595335210893,0.05980724318900982,0.002842035193331789
GDD,WC,CA-HepTh_un,0,82,0.08616444778884003,0.05169289903654319,0.03274878829506478,0.05981503701318204,0.002842035193331789
GDD,WC,CA-HepTh_un,0,83,0.08644883074785834,0.05187147747863292,0.032869973490195076,0.05985209231007803,0.002842035193331789
GDD,WC,CA-HepTh_un,0,84,0.08656700625144714,0.051945681495992026,0.032921242124700635,0.05986651877222264,0.002842035193331789
GDD,WC,CA-HepTh_un,0,85,0.08657846723778656,0.0519537282907474,0.03292819725399676,0.05986782363394157,0.002842035193331789
GDD,WC,CA-HepTh_un,0,86,0.08690213012271361,0.05216645722518566,0.03310364903828315,0.05990201161793156,0.002842035193331789
GDD,WC,CA-HepTh_un,0,87,0.0869403565640195,0.05219061263819094,0.03311982011479179,0.05990573503639851,0.002842035193331789
GDD,WC,CA-HepTh_un,0,88,0.0872143088677935,0.05236372259392151,0.03324926469465497,0.05993016614650121,0.002842035193331789
GDD,WC,CA-HepTh_un,0,89,0.0872143088677935,0.05236372259392151,0.03324926469465497,0.05993016614650121,0.002842035193331789
GDD,WC,CA-HepTh_un,0,90,0.0872143088677935,0.05236372259392151,0.03324926469465497,0.05993016614650121,0.002842035193331789
GDD,WC,CA-HepTh_un,0,91,0.0872143088677935,0.05236372259392151,0.03324926469465497,0.05993016614650121,0.002842035193331789
GDD,WC,CA-HepTh_un,0,92,0.08724376012965968,0.052382319412163154,0.033261326312661856,0.05993182377342197,0.002842035193331789
GDD,WC,CA-HepTh_un,0,93,0.0872863047001621,0.05240905880801492,0.033278741999154315,0.059933868449516536,0.002842035193331789
GDD,WC,CA-HepTh_un,0,94,0.08730908775179444,0.05242396317294366,0.03328806372139112,0.05993477602417679,0.002842035193331789
GDD,WC,CA-HepTh_un,0,95,0.08743214864551982,0.052501720856321134,0.0333385663558059,0.05993869777972085,0.002842035193331789
GDD,WC,CA-HepTh_un,0,96,0.08748364204677012,0.05256048597073737,0.03336151778839109,0.05993992853950401,0.002842035193331789
GDD,WC,CA-HepTh_un,0,97,0.08748385042833992,0.052560618609999984,0.03336160505946331,0.059939931859899105,0.002842035193331789
GDD,WC,CA-HepTh_un,0,98,0.0875082542255152,0.052578251714372415,0.0333718583899084,0.05994012628747875,0.002842035193331789
GDD,WC,CA-HepTh_un,0,99,0.0875082542255152,0.052578251714372415,0.0333718583899084,0.05994012628747875,0.002842035193331789
GDD,WC,CA-HepTh_un,1,0,0.0038515860152813154,0.0009715963931292679,0.0006449303179883531,0.0037872444344554906,0.000770317203056263
GDD,WC,CA-HepTh_un,1,1,0.00708129196573281,0.002296290742937784,0.0013531563980905112,0.006913194732425248,0.0014162583931465616
GDD,WC,CA-HepTh_un,1,2,0.0101751331326696,0.0035998788113029323,0.001962496305979153,0.009860732436314912,0.0020350266265339195
GDD,WC,CA-HepTh_un,1,3,0.013638295901829127,0.005411408487260061,0.002924112473062136,0.013110284548934144,0.0020350266265339195
GDD,WC,CA-HepTh_un,1,4,0.01649895809215096,0.006823209562173166,0.003866802801947332,0.015754798015546235,0.0020350266265339195
GDD,WC,CA-HepTh_un,1,5,0.01820583468395462,0.007651765848127272,0.00427738518567291,0.01730945508091559,0.0020350266265339195
