heuristic,model,graph,seed,k,spread,community,fairness,budget,time
GDD,WC,wiki-vote_di,0,0,0.006852533257854515,0.005164193368172948,0.001147425095916257,0.006633061476803511,0.0013705066515709026
GDD,WC,wiki-vote_di,0,1,0.009806000566091141,0.007849114600676017,0.0016419695777769667,0.009428485128778426,0.001961200113218228
GDD,WC,wiki-vote_di,0,2,0.013513246532691764,0.011320887164308215,0.002262730820188464,0.012859303135958537,0.002702649306538352
GDD,WC,wiki-vote_di,0,3,0.01638782904047552,0.014074902562707749,0.005273118151547291,0.015470882273203722,0.003277565808095103
GDD,WC,wiki-vote_di,0,4,0.017966544013586185,0.015554665991635267,0.008917955815684334,0.016878997281678337,0.0035933088027172363
GDD,WC,wiki-vote_di,0,5,0.02062858760260402,0.018015680383152276,0.010657066796395154,0.019216233744599093,0.004125717520520803
GDD,WC,wiki-vote_di,0,6,0.021837843192754034,0.019057403262337513,0.011282518277503099,0.02026124534508201,0.004367568638550806
GDD,WC,wiki-vote_di,0,7,0.02374364562694594,0.020986694822900522,0.013148349530830805,0.02188393201704657,0.004748729125389187
GDD,WC,wiki-vote_di,0,8,0.026345060854797618,0.02346970010924144,0.020345524889919333,0.024065586570983004,0.005269012170959523
GDD,WC,wiki-vote_di,0,9,0.026548542315312763,0.02364877862077132,0.020499051038550337,0.02423387001542812,0.005309708463062552
GDD,WC,wiki-vote_di,0,10,0.029101047268610243,0.025884058117703165,0.023473285312273252,0.02631564186242564,0.005820209453722048
GDD,WC,wiki-vote_di,0,11,0.031340532125672234,0.028248179331943048,0.02666467677681062,0.02811633804671919,0.006268106425134446
GDD,WC,wiki-vote_di,0,12,0.03238293235210869,0.029571194084588564,0.028031798779444637,0.02894264641070666,0.0064765864704217375
GDD,WC,wiki-vote_di,0,13,0.033637574299462215,0.03070279015002495,0.030768902247521678,0.029923158857189453,0.0067275148598924415
GDD,WC,wiki-vote_di,0,14,0.035793051231248235,0.032686523005149945,0.032778867668323816,0.031583947571254406,0.007158610246249646
GDD,WC,wiki-vote_di,0,15,0.03818811208604586,0.03526254802804788,0.035279559163002135,0.03340339323388508,0.00763762241720917
