heuristic,model,graph,seed,k,spread,community,fairness,budget,time
GDD,IC,wiki-vote_di,0,0,0.08446079818850834,0.07028970265219679,0.014142571194605992,0.08175570196935841,0.0
GDD,IC,wiki-vote_di,0,1,0.11212503538069629,0.09647967915358142,0.04164641892373225,0.10776695088372609,0.0
GDD,IC,wiki-vote_di,0,2,0.1299733512595528,0.1183150210828416,0.07461344492158992,0.12407317534330978,0.0
GDD,IC,wiki-vote_di,0,3,0.14048465893008777,0.12972873032497717,0.08031957860655624,0.13340034925754496,0.0
GDD,IC,wiki-vote_di,0,4,0.14592185111803,0.13473334978354096,0.0832936177339543,0.1381045091868804,0.0
GDD,IC,wiki-vote_di,0,5,0.1459984857061987,0.13480372878481614,0.08333374632456698,0.138169165669632,0.0
GDD,IC,wiki-vote_di,0,6,0.14867374752335127,0.13727746170287636,0.08467262117143153,0.140369957589151,0.0
GDD,IC,wiki-vote_di,0,7,0.15077829040475516,0.139302555811036,0.08593389393372906,0.14206562346070747,0.0
GDD,IC,wiki-vote_di,0,8,0.15177432776677044,0.14022170682499638,0.0864550447157679,0.14285389404496363,0.0
GDD,IC,wiki-vote_di,0,9,0.15327339371638835,0.14185434781072281,0.10664952612380642,0.14401956540475364,0.0
GDD,IC,wiki-vote_di,0,10,0.15327339371638835,0.14185434781072281,0.11497475464458533,0.14401956540475364,0.0
GDD,IC,wiki-vote_di,0,11,0.1563479620718936,0.14488241845041516,0.11939114142658216,0.14631948191686803,0.0
GDD,IC,wiki-vote_di,0,12,0.1563479620718936,0.14488241845041516,0.12255670572734778,0.14631948191686803,0.0
GDD,IC,wiki-vote_di,0,13,0.15809879705632607,0.14720886079882636,0.13131310927124823,0.1475837854667053,0.0
GDD,IC,wiki-vote_di,0,14,0.15941812906878008,0.14843901926852568,0.13249972607558255,0.14852163642742688,0.0
GDD,IC,wiki-vote_di,0,15,0.15953962637984714,0.14855216169773422,0.13260212414358663,0.14860644749425486,0.0
GDD,IC,wiki-vote_di,0,16,0.1614262383243702,0.1509547918917941,0.13688778624393638,0.14990248670182227,0.0
GDD,IC,wiki-vote_di,0,17,0.1643463911689782,0.15424203907587672,0.14236334994479669,0.15187690465701023,0.0
GDD,IC,wiki-vote_di,0,18,0.1654326068497028,0.15526454934041065,0.14331349798756837,0.15259726955738603,0.0
GDD,IC,wiki-vote_di,0,19,0.16624650438720634,0.1562043721854651,0.14404249807659147,0.15312836674544067,0.0
GDD,IC,wiki-vote_di,0,20,0.16624650438720634,0.1562043721854651,0.14404249807659147,0.15312836674544067,0.0
GDD,IC,wiki-vote_di,0,21,0.16624650438720634,0.1562043721854651,0.1440601051513779,0.15312836674544067,0.0
GDD,IC,wiki-vote_di,0,22,0.16676753467308236,0.1567849390232456,0.14453004541608894,0.15345152063446063,0.0
GDD,IC,wiki-vote_di,0,23,0.16693971129351826,0.156947290373015,0.14515918317016194,0.1535563506433739,0.0
GDD,IC,wiki-vote_di,0,24,0.16693971129351826,0.15697403201206617,0.14515918317016194,0.1535563506433739,0.0
GDD,IC,wiki-vote_di,0,25,0.16769862722898388,0.158120911090675,0.14653476196313686,0.1540025492277684,0.0
GDD,IC,wiki-vote_di,0,26,0.1683353665440136,0.15872223078743863,0.14711153927251308,0.15437029233048427,0.0
GDD,IC,wiki-vote_di,0,27,0.16871555335409,0.15908228281108336,0.14842329253292244,0.1545850252006185,0.0
GDD,IC,wiki-vote_di,0,28,0.16884903764506087,0.15920971736004974,0.14897809653491154,0.15465925016465312,0.0
GDD,IC,wiki-vote_di,0,29,0.1691012454005095,0.15944922768609823,0.14920815809069238,0.15479656146684484,0.0
GDD,IC,wiki-vote_di,0,30,0.1703247098782904,0.1606078600350248,0.15032396396760359,0.15545173498803225,0.0
GDD,IC,wiki-vote_di,0,31,0.17100533540900087,0.16146470144186612,0.15094139626936987,0.1558106732924425,0.0
GDD,IC,wiki-vote_di,0,32,0.17100533540900087,0.16150101260076977,0.15094139626936987,0.1558106732924425,0.0
GDD,IC,wiki-vote_di,0,33,0.17148228134729693,0.16219202448173692,0.15136679697255687,0.15605431223509908,0.0
GDD,IC,wiki-vote_di,0,34,0.17224726861024625,0.16306611111751335,0.15204648805070914,0.15643963183630633,0.0
GDD,IC,wiki-vote_di,0,35,0.17224726861024625,0.16306611111751335,0.15217576728591847,0.15643963183630633,0.02318161619020662
GDD,IC,wiki-vote_di,0,36,0.17252804981602038,0.16333276647001382,0.1524372580866464,0.15657613528814868,0.02318161619020662
GDD,IC,wiki-vote_di,0,37,0.17252804981602038,0.1633328730139229,0.1524372580866464,0.15657613528814868,0.02318161619020662
GDD,IC,wiki-vote_di,0,38,0.17306855363713558,0.163846563155505,0.15292132742275633,0.15682961882465618,0.02318161619020662
GDD,IC,wiki-vote_di,0,39,0.17308063968298898,0.16385802035637909,0.15293200873818094,0.15683519933374152,0.02318161619020662
GDD,IC,wiki-vote_di,0,40,0.1732861307670535,0.16405323578620273,0.15312527757749217,0.1569286733822025,0.02318161619020662
GDD,IC,wiki-vote_di,0,41,0.1732861307670535,0.16405325110037572,0.15312527757749217,0.1569286733822025,0.02318161619020662
GDD,IC,wiki-vote_di,0,42,0.1743080667987546,0.16502678818484545,0.1540514215265842,0.15737586660803946,0.02318161619020662
GDD,IC,wiki-vote_di,0,43,0.1743080667987546,0.16502714698243964,0.1548597585468694,0.15737586660803946,0.02318161619020662
GDD,IC,wiki-vote_di,0,44,0.1743080667987546,0.16502714698243964,0.15485996626462278,0.15737586660803946,0.0235788310217945
GDD,IC,wiki-vote_di,0,45,0.17450421737899802,0.16521358310310583,0.1550418527205772,0.1574565653852424,0.0235788310217945
GDD,IC,wiki-vote_di,0,46,0.17494364562694592,0.16563184507446144,0.15544514143047278,0.15763448323514856,0.0235788310217945
GDD,IC,wiki-vote_di,0,47,0.1753134305123125,0.1659854066881557,0.1557836665313829,0.1577805828799803,0.0235788310217945
GDD,IC,wiki-vote_di,0,48,0.1753134305123125,0.16600244161071112,0.15651737438560318,0.1577805828799803,0.0235788310217945
GDD,IC,wiki-vote_di,0,49,0.1753134305123125,0.16610348721623255,0.15651811931854245,0.1577805828799803,0.0235788310217945
GDD,IC,wiki-vote_di,0,50,0.17555118879139542,0.166329683143632,0.15844771392081858,0.157869966076356,0.0235788310217945
GDD,IC,wiki-vote_di,0,51,0.17555118879139542,0.16633022318961277,0.15994326397533998,0.157869966076356,0.0235788310217945
GDD,IC,wiki-vote_di,0,52,0.17578962637984716,0.1665576822356949,0.16017589761800666,0.15795667998306645,0.02387772714407019
GDD,IC,wiki-vote_di,0,53,0.17578962637984716,0.1665576822356949,0.16017589761800666,0.15795667998306645,0.02387772714407019
GDD,IC,wiki-vote_di,0,54,0.17578962637984716,0.16656602446006163,0.16017589761800666,0.15795667998306645,0.02387772714407019
GDD,IC,wiki-vote_di,0,55,0.17592909708463061,0.16669902571600015,0.16030740915695477,0.15800448078842155,0.02387772714407019
GDD,IC,wiki-vote_di,0,56,0.17592909708463061,0.16669902571600015,0.16030740915695477,0.15800448078842155,0.02387772714407019
GDD,IC,wiki-vote_di,0,57,0.17592909708463061,0.16669902571600015,0.16030852435339654,0.15800448078842155,0.023890384941975654
