heuristic,model,graph,seed,k,spread,community,fairness,budget,time
GDD,IC,lastfm_un,0,0,0.010797481636935991,0.002388770184573988,0.001807988511214366,0.010492731077210632,0.0021594963273871975
GDD,IC,lastfm_un,0,1,0.016187683630640083,0.004842082477312645,0.0034316703645498425,0.015607541854458656,0.0021594963273871975
GDD,IC,lastfm_un,0,2,0.01985497114375656,0.006491533631814925,0.004976694095992479,0.019004083588807223,0.0021594963273871975
GDD,IC,lastfm_un,0,3,0.024456873032528855,0.008785181499652269,0.006733282920574466,0.023162812644438893,0.0021594963273871975
GDD,IC,lastfm_un,0,4,0.028362854144805875,0.010703416840277598,0.007850740985626613,0.026611488245596067,0.0021594963273871975
GDD,IC,lastfm_un,0,5,0.029907974816369358,0.011382920411985718,0.008374570432303895,0.027947443228444044,0.0021594963273871975
GDD,IC,lastfm_un,0,6,0.03437741343126967,0.014197237495260775,0.01061184773257052,0.03174234877131902,0.0021594963273871975
GDD,IC,lastfm_un,0,7,0.03469213011542497,0.014700953643359469,0.011759862134872887,0.03200467435974535,0.0021594963273871975
GDD,IC,lastfm_un,0,8,0.03751825813221406,0.01626632722361579,0.01284539240645905,0.03431454378938284,0.0021594963273871975
GDD,IC,lastfm_un,0,9,0.038322743966421824,0.016787831028844086,0.014198891609526199,0.034960192815085715,0.0021594963273871975
GDD,IC,lastfm_un,0,10,0.040785230849947535,0.018100239821876522,0.015264827878973267,0.036901738072526474,0.0021594963273871975
GDD,IC,lastfm_un,0,11,0.04107707240293809,0.018261626679007284,0.015375442750153713,0.03712787428175606,0.0021594963273871975
GDD,IC,lastfm_un,0,12,0.043288614900314784,0.01978127443646438,0.016211433679518824,0.038807120780156155,0.0021594963273871975
GDD,IC,lastfm_un,0,13,0.04529472717733474,0.020680693446356535,0.016948805025068542,0.04030259582790199,0.0021594963273871975
GDD,IC,lastfm_un,0,14,0.04625128541448058,0.02114838123662313,0.01730427908153404,0.041003921878944104,0.0021594963273871975
GDD,IC,lastfm_un,0,15,0.047663864113326335,0.021790374642886662,0.017824961972975756,0.042024086842817165,0.0021594963273871975
GDD,IC,lastfm_un,0,16,0.0482533184679958,0.02257544944257229,0.018823512753978082,0.04244355220483596,0.0021594963273871975
GDD,IC,lastfm_un,0,17,0.049741526757607554,0.02327354860707044,0.01941222674305655,0.04348275057144843,0.0021594963273871975
GDD,IC,lastfm_un,0,18,0.05055571878279118,0.02365364431745421,0.01973443721341841,0.04404065243739158,0.0021594963273871975
GDD,IC,lastfm_un,0,19,0.05147472455403987,0.024385452799326586,0.02016902483331328,0.04466112843635173,0.0021594963273871975
GDD,IC,lastfm_un,0,20,0.05242645592864638,0.024834357933902713,0.020539525478496794,0.04529263136595474,0.0021594963273871975
GDD,IC,lastfm_un,0,21,0.053867812172088136,0.02553016031348633,0.021107067107698513,0.04623319494621714,0.0021594963273871975
GDD,IC,lastfm_un,0,22,0.054339454354669456,0.026104721984719984,0.021292104282714358,0.04653628344143926,0.0021594963273871975
GDD,IC,lastfm_un,0,23,0.05459295645330535,0.026225844123273195,0.021391361576687404,0.04669587747139192,0.0021594963273871975
GDD,IC,lastfm_un,0,24,0.055021602833158434,0.02645035703933949,0.021572303465931975,0.04696170207857639,0.0021594963273871975
GDD,IC,lastfm_un,0,25,0.056213890346274914,0.027089033809865458,0.022045269827668787,0.047689725017135566,0.0021594963273871975
GDD,IC,lastfm_un,0,26,0.05705056400839455,0.027567616056850236,0.022378980636819326,0.04819175107965397,0.0021594963273871975
GDD,IC,lastfm_un,0,27,0.05777922350472192,0.027953679254872497,0.022680432616883975,0.048621348838366774,0.0021594963273871975
GDD,IC,lastfm_un,0,28,0.05777922350472192,0.02797078465832817,0.022680432616883975,0.048621348838366774,0.0021594963273871975
GDD,IC,lastfm_un,0,29,0.05891630377754459,0.028526837439476038,0.023131494492802426,0.049266481798591,0.0021594963273871975
GDD,IC,lastfm_un,0,30,0.05933681794333684,0.028901748104101788,0.023299740888023113,0.04950127299556347,0.0021594963273871975
GDD,IC,lastfm_un,0,31,0.059706977964323185,0.02908814834354124,0.023444958514061753,0.04970403149654018,0.0021594963273871975
GDD,IC,lastfm_un,0,32,0.05987733473242393,0.02917247606678188,0.023520179492804306,0.04979601035003453,0.0021594963273871975
GDD,IC,lastfm_un,0,33,0.06071922875131165,0.03051968051781344,0.025162201811911332,0.05024462446332659,0.0021594963273871975
GDD,IC,lastfm_un,0,34,0.06154422875131166,0.030939646739389995,0.02553637134312066,0.05067658251899104,0.0021594963273871975
GDD,IC,lastfm_un,0,35,0.06154422875131166,0.030940400704924105,0.02553637134312066,0.05067658251899104,0.0021594963273871975
GDD,IC,lastfm_un,0,36,0.061582843651626445,0.031073363469647855,0.02635842268989761,0.05069614477804245,0.0021594963273871975
GDD,IC,lastfm_un,0,37,0.06191255246589718,0.03125944698665813,0.026530758480658983,0.05086054682106572,0.0021594963273871975
GDD,IC,lastfm_un,0,38,0.062353318467995814,0.03164955274828801,0.02672799060984473,0.05107594795106035,0.0021594963273871975
