heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
GDD,WC,email_di,0,0,0.05531440162271805,1.0,0.0010141987829614604,0.6619745054688513,0.1674453888423022,0.9677512793279908,0.19999999999999996
GDD,WC,email_di,0,1,0.08855983772819472,0.99,0.002028397565922921,0.7409679198988144,0.2766361985152871,0.9458337356377329,0.19999999999999996
GDD,WC,email_di,0,2,0.11320486815415821,0.98,0.0030425963488843813,0.7681970511706018,0.2847048152263686,0.9243989572269963,0.19999999999999996
GDD,WC,email_di,0,3,0.14538539553752536,0.97,0.004056795131845842,0.7921355868321553,0.28338705099182904,0.9047021338225355,0.0
GDD,WC,email_di,0,4,0.15939148073022313,0.96,0.005070993914807302,0.8040605736226609,0.38671623478899364,0.8851984165298832,0.0
GDD,WC,email_di,0,5,0.17723123732251522,0.95,0.006085192697768763,0.8198991472415812,0.3805043819773398,0.8668533359080814,0.0
GDD,WC,email_di,0,6,0.1951419878296146,0.94,0.007099391480730223,0.8238705458712883,0.48163707470650474,0.8502462102925558,0.0
GDD,WC,email_di,0,7,0.20842799188640973,0.93,0.008113590263691683,0.8439090736370644,0.4731148811930078,0.8347977213478807,0.0
GDD,WC,email_di,0,8,0.2149391480730223,0.92,0.009127789046653144,0.8438429007918075,0.47818616479833875,0.8194457854591097,0.0
GDD,WC,email_di,0,9,0.2297261663286004,0.91,0.010141987829614604,0.8489063460039386,0.4719706127420452,0.8042869556821474,0.0
GDD,WC,email_di,0,10,0.24227180527383366,0.9,0.011156186612576065,0.8672020522639607,0.566158278740537,0.789224678961089,0.0
GDD,WC,email_di,0,11,0.25794117647058823,0.89,0.012170385395537525,0.8679157352093844,0.5760725975606605,0.7752244858549773,0.0
GDD,WC,email_di,0,12,0.266369168356998,0.88,0.013184584178498986,0.8758668863840854,0.5699601458582256,0.7620932702520035,0.0
GDD,WC,email_di,0,13,0.28073022312373225,0.87,0.014198782961460446,0.8757949404853629,0.5831695483787387,0.7494448199285507,0.0
GDD,WC,email_di,0,14,0.2871703853955375,0.86,0.015212981744421906,0.8741407968790071,0.5788757601318175,0.7369894757169064,0.0
GDD,WC,email_di,0,15,0.29603448275862065,0.85,0.016227180527383367,0.8871939808232862,0.573712029661027,0.724437578449358,0.0
GDD,WC,email_di,0,16,0.2993002028397566,0.84,0.017241379310344827,0.8772621217037375,0.5869494773277336,0.7121753403495221,0.0
GDD,WC,email_di,0,17,0.30274847870182553,0.83,0.018255578093306288,0.885548548499812,0.5823530975298106,0.7001062083614946,0.0
GDD,WC,email_di,0,18,0.3145841784989858,0.82,0.019269776876267748,0.8882664010444654,0.5773226583666293,0.6880370763734672,0.0
GDD,WC,email_di,0,19,0.3245841784989858,0.81,0.02028397565922921,0.8911878406729662,0.5765803717974496,0.6759679443854398,0.0
GDD,WC,email_di,0,20,0.3245233265720081,0.8,0.02129817444219067,0.8898677479737942,0.6775714398043389,0.6640919185092209,0.0
GDD,WC,email_di,0,21,0.33274847870182556,0.79,0.02231237322515213,0.8920264686213764,0.6711384949620378,0.6525055518007146,0.0
GDD,WC,email_di,0,22,0.33954361054766735,0.78,0.02332657200811359,0.899590851538699,0.6695557670597121,0.6409191850922082,0.0
GDD,WC,email_di,0,23,0.34326572008113587,0.77,0.02434077079107505,0.8937258112540415,0.6637613569464437,0.6294293714396061,0.0
GDD,WC,email_di,0,24,0.35073022312373225,0.76,0.02535496957403651,0.8928671072006037,0.6577803771180895,0.6179395577870039,0.0
GDD,WC,email_di,0,25,0.34614604462474646,0.75,0.02636916835699797,0.8936299469602245,0.6517012995048137,0.6065462971903061,0.0
GDD,WC,email_di,0,26,0.36030425963488844,0.74,0.02738336713995943,0.8980255270093149,0.645589064900751,0.5952495896495125,0.0
GDD,WC,email_di,0,27,0.3668762677484787,0.73,0.028397565922920892,0.8957163489839157,0.6562960415261767,0.5842425412764314,0.0
GDD,WC,email_di,0,28,0.36735294117647055,0.72,0.029411764705882353,0.9014618757730335,0.6541963267123331,0.5733320459592546,0.0
GDD,WC,email_di,0,29,0.3684685598377282,0.71,0.030425963488843813,0.9052029187706992,0.6581874336263966,0.5622284445302694,0.0
GDD,WC,email_di,0,30,0.37297160243407707,0.7,0.03144016227180527,0.8979838861318482,0.6533655370090448,0.5513179492130926,0.0
GDD,WC,email_di,0,31,0.3803853955375254,0.69,0.032454361054766734,0.906274445031451,0.6534268425918289,0.5404074538959158,0.0
GDD,WC,email_di,0,32,0.3825659229208925,0.68,0.033468559837728194,0.9065229219479365,0.653937163192416,0.5295935116346433,0.0
GDD,WC,email_di,0,33,0.3884077079107505,0.67,0.034482758620689655,0.9050619059686353,0.6521805168709828,0.5189726754851791,0.0
GDD,WC,email_di,0,34,0.3877991886409736,0.66,0.035496957403651115,0.8941027629569153,0.6510772484755873,0.5084483923916192,0.0
GDD,WC,email_di,0,35,0.3908215010141988,0.65,0.036511156186612576,0.9101843458375509,0.6478780112197255,0.497827556242155,0.0
GDD,WC,email_di,0,36,0.39641987829614606,0.64,0.037525354969574036,0.9003455498925105,0.6462009886093726,0.48749637926040357,0.0
GDD,WC,email_di,0,37,0.40739350912778904,0.63,0.038539553752535496,0.9083792852786613,0.6432832641826944,0.4772617553345564,0.0
GDD,WC,email_di,0,38,0.4037728194726166,0.62,0.03955375253549696,0.9093601194994819,0.6402472803668364,0.46683402529690066,0.0
GDD,WC,email_di,0,39,0.40866125760649086,0.61,0.04056795131845842,0.907854904149938,0.6371198343998759,0.45659940137105337,0.0
GDD,WC,email_di,0,40,0.40879310344827585,0.6,0.04158215010141988,0.9092950610998638,0.6340489975353395,0.44646133050111036,0.0
GDD,WC,email_di,0,41,0.40995943204868157,0.59,0.04259634888438134,0.9111372318517247,0.6312116720507666,0.43661291879888,0.19999999999999996
GDD,WC,email_di,0,42,0.416632860040568,0.58,0.0436105476673428,0.9090260190528434,0.6268771838536207,0.4268610601525539,0.0
GDD,WC,email_di,0,43,0.41768762677484783,0.57,0.04462474645030426,0.9140058187356883,0.621517100884379,0.417688519841653,0.0
GDD,WC,email_di,0,44,0.42035496957403656,0.56,0.04563894523326572,0.91348654805083,0.6222885578819097,0.40851597953075214,0.0
GDD,WC,email_di,0,45,0.42914807302231234,0.55,0.04665314401622718,0.9217999439771744,0.6233428244090151,0.39934343921985127,0.0
GDD,WC,email_di,0,46,0.43056795131845843,0.54,0.04766734279918864,0.9165756292188104,0.6231023395678665,0.39036400502075885,0.19999999999999996
GDD,WC,email_di,0,47,0.42518255578093306,0.53,0.0486815415821501,0.9135685969586185,0.6213271146339093,0.381577676933475,0.0
GDD,WC,email_di,0,48,0.43272819472616636,0.52,0.04969574036511156,0.9157026155333585,0.6202763377252349,0.37279134884619103,0.0
GDD,WC,email_di,0,49,0.43435091277890464,0.51,0.05070993914807302,0.9191625923689848,0.7134090526147185,0.36439123298252385,0.0
