heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
GDD,IC,lastfm_un,0,0,0.010797481636935991,1.0,0.00013116474291710389,0.22123401223508365,0.1674453888423023,0.9717757742061937,0.19999999999999996
GDD,IC,lastfm_un,0,1,0.016242130115424972,0.99,0.00026232948583420777,0.29964440470406795,0.21229180943924442,0.9489089246047302,0.0
GDD,IC,lastfm_un,0,2,0.01998426023084995,0.98,0.00039349422875131166,0.3277567824308433,0.25142917282458743,0.926172742715275,0.0
GDD,IC,lastfm_un,0,3,0.024728488982161595,0.97,0.0005246589716684155,0.36049765392923494,0.27642377738028834,0.9036978962498367,0.0
GDD,IC,lastfm_un,0,4,0.028797219307450158,0.96,0.0006558237145855194,0.37895061880548764,0.2777893610390719,0.882921730040507,0.0
GDD,IC,lastfm_un,0,5,0.030423662119622243,0.95,0.0007869884575026233,0.38220221314262504,0.2810628298149076,0.8646282503593362,0.0
GDD,IC,lastfm_un,0,6,0.03517838405036726,0.94,0.0009181532004197271,0.41565142153765455,0.3107318058541042,0.849078792630341,0.0
GDD,IC,lastfm_un,0,7,0.03551678908709339,0.93,0.001049317943336831,0.4269410606775784,0.34252721611925974,0.8335293349013458,0.0
GDD,IC,lastfm_un,0,8,0.038588667366211964,0.92,0.001180482686253935,0.4370471897013526,0.34583705555553823,0.8173265386123089,0.0
GDD,IC,lastfm_un,0,9,0.039472717733473245,0.91,0.0013116474291710388,0.44177727637390407,0.3757722729280626,0.8025610871553639,0.0
GDD,IC,lastfm_un,0,10,0.04220881427072403,0.9,0.0014428121720881427,0.4476880492881904,0.3794735002822267,0.7884489742584607,0.0
GDD,IC,lastfm_un,0,11,0.04253672612801679,0.89,0.0015739769150052466,0.4484998496017394,0.3790237203953777,0.774859532209591,0.0
GDD,IC,lastfm_un,0,12,0.045049842602308494,0.88,0.0017051416579223506,0.4618126617284921,0.37801259996439196,0.7593100744805958,0.0
GDD,IC,lastfm_un,0,13,0.04735571878279119,0.87,0.0018363064008394543,0.4483393178911321,0.36756235131817905,0.7454592970077094,0.0
GDD,IC,lastfm_un,0,14,0.048467995802728224,0.86,0.001967471143756558,0.46154688609135597,0.36888200233817503,0.7331765320789233,0.0
GDD,IC,lastfm_un,0,15,0.05012985309548793,0.85,0.002098635886673662,0.4544832842149704,0.3686045187196859,0.7222004442702208,0.0
GDD,IC,lastfm_un,0,16,0.05083158447009444,0.84,0.002229800629590766,0.4735662906533936,0.39647823303081975,0.7116163595975434,0.0
GDD,IC,lastfm_un,0,17,0.05262460650577125,0.83,0.00236096537250787,0.46908700171282813,0.39558574776656497,0.6982882529726904,0.0
GDD,IC,lastfm_un,0,18,0.053617523609653724,0.82,0.002492130115424974,0.46683791860776847,0.39564165099521065,0.6852214817718542,0.0
GDD,IC,lastfm_un,0,19,0.054752098635886676,0.81,0.0026232948583420775,0.4799853796787661,0.39801904990578507,0.6751600679472103,0.0
GDD,IC,lastfm_un,0,20,0.0559417628541448,0.8,0.0027544596012591817,0.47167209840247926,0.3892911960968992,0.663530641578466,0.0
GDD,IC,lastfm_un,0,21,0.05776626442812172,0.79,0.0028856243441762854,0.4783724663509722,0.39199334525493,0.6525545537697635,0.0
GDD,IC,lastfm_un,0,22,0.058370933892969566,0.78,0.003016789087093389,0.4875494772001213,0.3920488164611976,0.6426238076571279,0.0
GDD,IC,lastfm_un,0,23,0.058700157397691494,0.77,0.0031479538300104933,0.4777954076316494,0.3915442692867491,0.6295570364562917,0.0
GDD,IC,lastfm_un,0,24,0.05926416579223504,0.76,0.003279118572927597,0.4878400147377917,0.395771389794102,0.6201489611916895,0.0
GDD,IC,lastfm_un,0,25,0.06085388247639034,0.75,0.003410283315844701,0.48908959181728573,0.3960102435818079,0.610610218215079,0.0
GDD,IC,lastfm_un,0,26,0.06198452256033578,0.74,0.003541448058761805,0.49060204146074715,0.3964548383529569,0.6000261335424018,0.0
GDD,IC,lastfm_un,0,27,0.06298268625393494,0.73,0.0036726128016789086,0.4912236813503401,0.3980880642988025,0.5895727165817326,0.0
GDD,IC,lastfm_un,0,28,0.06273740818467996,0.72,0.0038037775445960128,0.4916023629931904,0.3969771198618611,0.5801646413171305,0.0
GDD,IC,lastfm_un,0,29,0.06458420776495277,0.71,0.003934942287513116,0.4890180530241155,0.39668428579694526,0.5673592055403109,0.0
GDD,IC,lastfm_un,0,30,0.06518494228751312,0.7,0.00406610703043022,0.4952233287306287,0.3976151712642686,0.5583431334117339,0.0
GDD,IC,lastfm_un,0,31,0.06572140608604407,0.69,0.004197271773347324,0.4952914326676031,0.3923104003821978,0.5477590487390566,0.0
GDD,IC,lastfm_un,0,32,0.06597193074501574,0.68,0.0043284365162644285,0.49500659222870813,0.3981903391707198,0.5399189860185548,0.0
GDD,IC,lastfm_un,0,33,0.06722848898216159,0.67,0.004459601259181532,0.5159421871906702,0.42720229912474184,0.5328629295701033,0.0
GDD,IC,lastfm_un,0,34,0.0684784889821616,0.66,0.004590766002098636,0.5090499655473415,0.42768304364347653,0.5235855220175094,0.0
GDD,IC,lastfm_un,0,35,0.06750524658971668,0.65,0.00472193074501574,0.5132411673206053,0.4274943244003687,0.5131321050568405,0.0
GDD,IC,lastfm_un,0,36,0.06853882476390345,0.64,0.004853095487932843,0.5184104118091581,0.44604709705260226,0.5065987194564223,0.0
GDD,IC,lastfm_un,0,37,0.0690621720881427,0.63,0.004984260230849948,0.5187588219346357,0.44662789719665263,0.49862798902391214,0.0
GDD,IC,lastfm_un,0,38,0.06977308499475342,0.62,0.005115424973767052,0.5224910705434882,0.4466365366430368,0.4886972429112766,0.0
GDD,IC,lastfm_un,0,39,0.0706204092339979,0.61,0.005246589716684155,0.5326002010285461,0.4750393788885243,0.4825558604468836,0.0
GDD,IC,lastfm_un,0,40,0.07226783840503673,0.6,0.005377754459601259,0.5363338780448568,0.4738995258790897,0.4756304717104404,0.0
GDD,IC,lastfm_un,0,41,0.0717615424973767,0.59,0.005508919202518363,0.5371262870926063,0.47348518534272555,0.46583039330981313,0.0
GDD,IC,lastfm_un,0,42,0.07325026232948584,0.58,0.005640083945435467,0.5468601913111424,0.5014823456972899,0.4600810139814452,0.0
GDD,IC,lastfm_un,0,43,0.07248557187827911,0.57,0.005771248688352571,0.5466777944951444,0.5013530169152157,0.4518489481249184,0.0
