heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
GDD,WC,gnutella_di,0,0,0.018864899190347673,1.0,0.00015875535799333228,0.6222200040562441,0.1674453888423023,0.964152352501867,0.19999999999999996
GDD,WC,gnutella_di,0,1,0.026950309572948087,0.99,0.00031751071598666456,0.6772206539217434,0.2093427299940699,0.9290515309932785,0.19999999999999996
GDD,WC,gnutella_di,0,2,0.03247023337037625,0.98,0.0004762660739799968,0.7095545183127641,0.2482913205760836,0.8946975354742345,0.0
GDD,WC,gnutella_di,0,3,0.03780758850611208,0.97,0.0006350214319733291,0.6809209347592232,0.2828359781866915,0.8640776699029127,0.0
GDD,WC,gnutella_di,0,4,0.04589299888871249,0.96,0.0007937767899666614,0.6718034865907161,0.3108526480382463,0.8386855862584017,0.0
GDD,WC,gnutella_di,0,5,0.05264645181774885,0.95,0.0009525321479599936,0.7031541147545324,0.34195638693568786,0.8155339805825242,0.0
GDD,WC,gnutella_di,0,6,0.061244642006667724,0.94,0.001111287505953326,0.7215751920213258,0.33433418343604704,0.7938760268857357,0.0
GDD,WC,gnutella_di,0,7,0.06669630100015876,0.93,0.0012700428639466582,0.7320953876927584,0.3646198850021142,0.7729648991784914,0.0
GDD,WC,gnutella_di,0,8,0.07446102555961263,0.92,0.0014287982219399905,0.7537555083276619,0.39426482056344536,0.7542942494398805,0.0
GDD,WC,gnutella_di,0,9,0.07405143673598984,0.91,0.0015875535799333227,0.7508270297834501,0.3999463851508315,0.7363704256908141,0.0
GDD,WC,gnutella_di,0,10,0.07980631846324814,0.9,0.001746308937926655,0.7637128655111077,0.402129772027509,0.7199402539208364,0.0
GDD,WC,gnutella_di,0,11,0.08995396094618194,0.89,0.0019050642959199872,0.7884024408599417,0.3975079535867848,0.7057505601194922,0.0
GDD,WC,gnutella_di,0,12,0.09218606127956817,0.88,0.0020638196539133195,0.7882372093046806,0.4253977771363129,0.6923076923076923,0.0
GDD,WC,gnutella_di,0,13,0.0946642324178441,0.87,0.002222575011906652,0.7828483756680245,0.41694924249739473,0.6788648244958925,0.0
GDD,WC,gnutella_di,0,14,0.10126369264962692,0.86,0.002381330369899984,0.8026951159431314,0.44508702193819016,0.6661687826736371,0.0
GDD,WC,gnutella_di,0,15,0.10710747737736148,0.85,0.0025400857278933165,0.8166409940046848,0.47227382100494775,0.6534727408513816,0.0
GDD,WC,gnutella_di,0,16,0.10921416097793302,0.84,0.0026988410858866485,0.8209131091227213,0.4736217282798739,0.6407766990291262,0.0
GDD,WC,gnutella_di,0,17,0.11081600254008572,0.83,0.002857596443879981,0.8246716179192841,0.4706609044507458,0.6280806572068708,0.0
GDD,WC,gnutella_di,0,18,0.11493252897285285,0.82,0.0030163518018733134,0.8297906655471278,0.4749961773331759,0.6176250933532487,0.0
GDD,WC,gnutella_di,0,19,0.12085251627242419,0.81,0.0031751071598666455,0.8322430151489226,0.4772720183634237,0.6071695294996267,0.0
GDD,WC,gnutella_di,0,20,0.11904905540561994,0.8,0.003333862517859978,0.8319126123078666,0.48123037159520976,0.597460791635549,0.0
GDD,WC,gnutella_di,0,21,0.1202333703762502,0.79,0.00349261787585331,0.8355106069981788,0.4830312401127592,0.5877520537714713,0.0
GDD,WC,gnutella_di,0,22,0.1234402286077155,0.78,0.0036513732338466424,0.8390225619285157,0.4862430379368766,0.578790141896938,0.0
GDD,WC,gnutella_di,0,23,0.12610573106842357,0.77,0.0038101285918399745,0.8393193249311875,0.48723514392635825,0.5698282300224048,0.0
GDD,WC,gnutella_di,0,24,0.12601682806794728,0.76,0.003968883949833307,0.8360499380332286,0.4876169906780218,0.5608663181478715,0.0
GDD,WC,gnutella_di,0,25,0.12779171297031275,0.75,0.004127639307826639,0.8344757230517158,0.5119260019659106,0.5526512322628827,0.0
GDD,WC,gnutella_di,0,26,0.13137323384664232,0.74,0.004286394665819971,0.84197755046324,0.5321573920856082,0.5451829723674384,0.0
GDD,WC,gnutella_di,0,27,0.13139545959676138,0.73,0.004445150023813304,0.8419033120731013,0.538044652895936,0.5377147124719941,0.0
GDD,WC,gnutella_di,0,28,0.1305254802349579,0.72,0.004603905381806636,0.8429558226512487,0.5402259309383527,0.5302464525765497,0.0
GDD,WC,gnutella_di,0,29,0.1326877282108271,0.71,0.004762660739799968,0.8443501532876001,0.5405660980042231,0.5227781926811053,0.0
GDD,WC,gnutella_di,0,30,0.13398317193205272,0.7,0.004921416097793301,0.8463252753462469,0.5404059140632046,0.515309932785661,0.0
GDD,WC,gnutella_di,0,31,0.13368629941260518,0.69,0.005080171455786633,0.8438460084861512,0.5334589264673302,0.5078416728902166,0.0
GDD,WC,gnutella_di,0,32,0.13553738688680744,0.68,0.005238926813779965,0.8474141555202435,0.5330729072377575,0.5003734129947722,0.0
GDD,WC,gnutella_di,0,33,0.13519606286712177,0.67,0.005397682171773297,0.8452764581214629,0.5257790758967906,0.4929051530993278,0.0
GDD,WC,gnutella_di,0,34,0.13845531036672487,0.66,0.00555643752976663,0.8455428572073156,0.5249771174269167,0.4854368932038835,0.0
GDD,WC,gnutella_di,0,35,0.14397205905699317,0.65,0.005715192887759962,0.8453143818397716,0.5237165406927625,0.4779686333084391,0.0
GDD,WC,gnutella_di,0,36,0.1460977933005239,0.64,0.005873948245753294,0.8511414063752771,0.5256904713319737,0.4705003734129948,0.0
GDD,WC,gnutella_di,0,37,0.1477472614700746,0.63,0.006032703603746627,0.853351423383653,0.52998234835356,0.46303211351755036,0.0
GDD,WC,gnutella_di,0,38,0.15153198920463565,0.62,0.006191458961739959,0.8585416865087053,0.5284999189831877,0.45556385362210605,0.0
GDD,WC,gnutella_di,0,39,0.15180663597396413,0.61,0.006350214319733291,0.8581320506086085,0.5289294012927753,0.44809559372666163,0.0
GDD,WC,gnutella_di,0,40,0.1503667248769646,0.6,0.006508969677726623,0.8553966115880741,0.5306746723276068,0.4406273338312173,0.0
GDD,WC,gnutella_di,0,41,0.15374662644864265,0.59,0.006667725035719956,0.859332106613884,0.5309254629948602,0.433159073935773,0.0
GDD,WC,gnutella_di,0,42,0.15711382759168122,0.58,0.006826480393713288,0.8632988809022822,0.5309205155814924,0.4256908140403286,0.0
GDD,WC,gnutella_di,0,43,0.15806953484680109,0.57,0.00698523575170662,0.8648944187626685,0.5307104249750672,0.4182225541448843,0.0
GDD,WC,gnutella_di,0,44,0.1644927766312113,0.56,0.007143991109699952,0.868788481057533,0.5303333139961734,0.4107542942494399,0.0
GDD,WC,gnutella_di,0,45,0.16518971265280202,0.55,0.007302746467693285,0.8698207304257678,0.5314023798990934,0.40328603435399557,0.0
GDD,WC,gnutella_di,0,46,0.16819336402603588,0.54,0.007461501825686617,0.8707770562312478,0.5305574118998437,0.39581777445855115,0.0
GDD,WC,gnutella_di,0,47,0.16888394983330687,0.53,0.007620257183679949,0.8731632523948036,0.5301602423759408,0.38834951456310685,0.0
GDD,WC,gnutella_di,0,48,0.17123987934592794,0.52,0.007779012541673282,0.8748759255973768,0.5305520784883935,0.38088125466766243,0.0
GDD,WC,gnutella_di,0,49,0.17313700587394823,0.51,0.007937767899666614,0.8748778490182609,0.557338497338594,0.3734129947722181,0.0
GDD,WC,gnutella_di,0,50,0.17580727099539611,0.5,0.008096523257659947,0.8766972211627764,0.5809541568525598,0.3659447348767737,0.0
GDD,WC,gnutella_di,0,51,0.1776996348626766,0.49,0.008255278615653278,0.8769140441695229,0.5869431710639157,0.3584764749813294,0.0
GDD,WC,gnutella_di,0,52,0.17922527385299256,0.48,0.00841403397364661,0.8774676143330307,0.584727060780275,0.351008215085885,0.0
GDD,WC,gnutella_di,0,53,0.18064454675345296,0.47,0.008572789331639942,0.8764121693858552,0.584167251122012,0.34353995519044067,0.0
