n_nodes,influence,obj,nodes
0.98,0.13,0.0,"[3712, 2374, 408]"
0.99,0.01,0.8,"[4330, 5996]"
1.0,0.01,0.6,[1322]
0.96,0.15,0.0,"[3712, 2374, 2013, 1687, 408]"
0.97,0.14,0.0,"[3712, 1687, 408, 2013]"
1.0,0.09,0.0,[2374]
0.99,0.02,0.6,"[1322, 3137]"
0.91,0.16,0.0,"[3712, 2564, 2374, 915, 1687, 408, 1052, 2013, 30, 959]"
0.99,0.12,0.0,"[408, 2374]"
0.94,0.15,0.0,"[3712, 2374, 2013, 1687, 408, 1853, 20]"
0.83,0.17,0.0,"[3712, 4225, 2564, 145, 915, 1687, 408, 30, 1183, 58, 1853, 958, 959, 5181, 2374, 2013, 2550, 4606]"
0.99,0.09,0.19999999999999996,"[408, 4583]"
0.93,0.16,0.0,"[3712, 2374, 915, 1687, 408, 1052, 2013, 959]"
0.99,0.02,0.4,"[1322, 4219]"
0.95,0.15,0.0,"[3712, 2374, 2013, 1687, 408, 1853]"
1.0,0.06,0.19999999999999996,[2]
0.75,0.18,0.0,"[3712, 4225, 984, 2564, 4356, 1272, 145, 915, 1687, 408, 30, 1089, 4387, 58, 60, 1853, 958, 5181, 2374, 5191, 2634, 2907, 2013, 1117, 2665, 2550]"
0.89,0.16,0.0,"[3712, 4225, 2564, 2374, 145, 958, 1687, 408, 60, 2013, 30, 1183]"
1.0,0.01,1.0,[3509]
0.84,0.17,0.0,"[3712, 4225, 2564, 1989, 2374, 4606, 2013, 145, 915, 30, 2550, 1687, 408, 959, 58, 1853, 958]"
0.78,0.18,0.0,"[3712, 4225, 4355, 2564, 4356, 145, 915, 1687, 408, 30, 58, 5181, 958, 1853, 2374, 5191, 1877, 2907, 2013, 2665, 2550, 1272, 4076]"
0.73,0.18,0.0,"[3712, 4225, 4355, 2564, 4356, 1163, 1677, 145, 915, 1687, 408, 30, 1183, 58, 60, 1853, 958, 5181, 959, 2374, 5191, 2907, 2013, 1117, 2665, 2550, 1272, 4606, 1183]"
0.58,0.19,0.0,"[3712, 4225, 4355, 2564, 4356, 145, 915, 1687, 408, 30, 2095, 1457, 58, 60, 1853, 958, 5181, 959, 3192, 1163, 5515, 2374, 5191, 2634, 144, 2907, 2013, 350, 1117, 2665, 2550, 601, 1272, 4606, 6288, 656, 796, 31, 1183, 546, 5666, 3885, 1146]"
0.68,0.18,0.0,"[3712, 4225, 4355, 3023, 2564, 4356, 1163, 1675, 1677, 144, 145, 915, 1687, 408, 30, 1183, 3885, 1457, 58, 60, 1853, 958, 959, 5181, 2374, 5191, 2634, 2907, 2013, 2665, 2550, 1272, 4606]"
0.81,0.17,0.0,"[3712, 4225, 2564, 4356, 1163, 1675, 145, 915, 1687, 408, 30, 5181, 958, 959, 2374, 5191, 2013, 2665, 2550, 1272]"
1.0,0.01,0.8,[3872]
0.65,0.19,0.0,"[3712, 4225, 4355, 2564, 4356, 1163, 144, 145, 915, 1687, 408, 30, 31, 5666, 1195, 3885, 1457, 58, 60, 1853, 958, 5181, 3192, 2374, 5191, 2634, 2907, 2013, 1117, 350, 2665, 2550, 2167, 1272, 1146, 4606]"
0.69,0.18,0.0,"[3712, 4225, 2564, 4356, 1163, 5674, 145, 915, 1687, 408, 30, 5181, 4606, 959, 5993, 1221, 958, 1457, 2013, 58, 3192, 2627, 1853, 2550, 196, 2374, 5191, 2634, 2907, 1117, 2665, 1272]"
0.28,0.2,0.19999999999999996,"[3712, 4225, 2564, 7, 2374, 5109, 408, 958, 5666, 145, 6288, 31, 58, 2013, 60, 4356, 4355, 1183, 2040, 796, 2856, 5801, 1687, 1195, 546, 1163, 1721, 1677, 1853, 5191, 2634, 959, 2907, 5181, 483, 2665, 747, 6001, 2932, 2550, 1272, 1117, 1146, 4606, 1535, 3885, 1457, 144, 30, 1675, 915, 1661, 699, 190, 1864, 2377, 714, 1362, 3192, 2135, 350, 4984, 5625, 2553, 5515, 286, 2735, 6070, 59, 194, 196, 986, 3934]"
0.29,0.19,0.19999999999999996,"[3712, 4225, 1272, 4355, 2564, 546, 5666, 1163, 4874, 1806, 144, 145, 915, 1687, 408, 30, 734, 322, 1183, 3885, 6070, 31, 2735, 2040, 1346, 5181, 2377, 1221, 1505, 1721, 58, 59, 60, 958, 4558, 1853, 194, 196, 2374, 5191, 1146, 2639, 1362, 2634, 1535, 2135, 5515, 699, 4823, 6288, 5801, 2013, 1117, 2665, 2550, 2167, 4606, 959, 986, 2907, 3934, 350, 483, 747, 4356, 6001, 2932, 3192, 796, 286, 2856, 1457]"
0.79,0.18,0.0,"[3712, 4225, 2564, 145, 915, 1687, 408, 30, 1183, 58, 1853, 958, 959, 5181, 2374, 2013, 1117, 2665, 2550, 1272, 4606, 962]"
0.87,0.17,0.0,"[3712, 4225, 995, 2564, 2374, 1853, 915, 958, 1687, 408, 58, 2013, 30, 31]"
0.7,0.18,0.0,"[3712, 4225, 4355, 2564, 4356, 1163, 144, 145, 915, 1687, 408, 30, 31, 546, 1457, 3192, 1853, 958, 5181, 2627, 196, 2374, 5191, 2634, 2907, 2013, 1117, 2665, 2550, 1272, 4606]"
